synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw24377.7655_skew1.5019_neigh0.9258_cross0.799_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,24377.7654562417,10818.37428512594,0.21868173827767146,0.09704666731068518,0.005773332781916553,0.019121144121299352,643.5880451969298,2131.5486620659667,1.50189826110485,0.9258407873784176,0.7990110269940794,Xilinx_SpMV,3.6199999999999997,22.1,33,119.46
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw24407.3232_skew1.5019_neigh0.4932_cross0.7974_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,24407.323244465177,10779.069222348193,0.21894688762123848,0.0966940796435842,0.005563992791492096,0.014729084248948848,620.2516604243729,1641.9393957358216,1.50189826110485,0.493231525372421,0.7974177211108595,Xilinx_SpMV,4.09,23.1,33,134.97
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw24450.3166_skew1.5019_neigh0.0626_cross0.7967_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,24450.31659729448,10788.09267286446,0.21933256124452336,0.0967750248740936,0.005489231364217701,0.012771908590578238,611.9175555575323,1423.7612820432996,1.50189826110485,0.0625874057445358,0.7966891505176252,Xilinx_SpMV,4.56,23.8,33,150.48
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw30320.5855_skew1.5019_neigh0.9387_cross0.4242_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,30320.58546234167,6462.832643869784,0.2719920472778147,0.057975103554754236,0.003741094745788625,0.019142598340400042,417.0422778815328,2133.940292594435,1.50189826110485,0.9387360355043504,0.4242135803485678,Xilinx_SpMV,3.75,22.4,33,123.75
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw30330.2129_skew1.5019_neigh0.4966_cross0.423_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,30330.212942696187,6386.619784230102,0.27207841098259883,0.057291432992124774,0.0035859570506063133,0.014681456980127194,399.7481481733894,1636.6300983166589,1.50189826110485,0.4965763072236623,0.42304791799070784,Xilinx_SpMV,4.23,23.3,33,139.59
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw30350.9074_skew1.5019_neigh0.0563_cross0.4253_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,30350.90736122573,6351.260510905118,0.2722640511071956,0.05697424119007785,0.0035078699094416442,0.011986870587272446,391.0433060249168,1336.2483855867833,1.50189826110485,0.05631457072726069,0.42530730988707466,Xilinx_SpMV,4.71,24.0,33,155.43
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw32938.2355_skew1.5019_neigh0.9426_cross0.0474_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,32938.23554845886,2817.8408386067354,0.2954737840293773,0.02527755605338131,0.0033697511210949217,0.01866936362135667,375.64637597517753,2081.1859790543563,1.50189826110485,0.9425706216870204,0.047394298720261616,Xilinx_SpMV,3.82,22.5,33,126.05999999999999
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw32986.8239_skew1.5019_neigh0.4986_cross0.0486_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,32986.82386343249,2601.045206273989,0.29590964748854004,0.023332782000376664,0.003224913019665519,0.014352186635009647,359.5004037802334,1599.9243573243357,1.50189826110485,0.4986256571646183,0.04857871466415797,Xilinx_SpMV,4.3,23.4,33,141.9
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw33028.8068_skew1.5019_neigh0.0558_cross0.0495_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,33028.80675661129,2463.459210142259,0.2962862567423597,0.02209856121624618,0.0031680549773902647,0.01234925625686334,353.16209665955716,1376.6456904900974,1.50189826110485,0.05580842761498148,0.04948370622470207,Xilinx_SpMV,4.79,24.1,33,158.07
synthetic_111476_111476_11139142_avg99.9241_std33.1822_random_bw4069.8289_skew1.5019_neigh0.5372_cross0.8014_n14.mtx,normal,random,14,111476,111476,11139142,0.08963734540742903,127.90261459350586,[64-128],99.92412716638559,33.18219005431237,4069.8288600236815,1798.3778102559845,0.03650856561074745,0.016132421420359398,0.03218693942588794,0.027552660459435198,3588.071259440284,3071.4603773759973,1.50189826110485,0.5371724321316669,0.8014328073070619,Xilinx_SpMV,2.67,27.899999999999995,33,88.11
