synthetic,normal,random,1,14,141000,141000,2749294,0.013828751068859717,555.4680000000001,[32-64],19.498539007092198,1.6242176491722722,0.9020121869121271,0.06482939247846553,21.723474044146037,2.343428277083522,Xilinx_SpMV,9.21263,14.7483,33,304.01679
synthetic,normal,diagonal,0.5,14,141000,141000,2749294,0.013828751068859717,75.9225,[32-64],19.498539007092198,1.6242176491722722,0.0005190482370102109,5.5651250591545825e-05,37737.33882188521,2544.592641153967,Xilinx_SpMV,0.67665,27.4636,33,22.329449999999998
synthetic,normal,diagonal,0.05,14,141000,141000,2749294,0.013828751068859717,109.74799999999998,[32-64],19.498539007092198,1.6242176491722722,0.00500530586992606,0.0005851173904934507,3922.920999361454,339.69877776297767,Xilinx_SpMV,0.988442,27.180999999999997,33,32.618586
synthetic,normal,diagonal,0.005,14,141000,141000,2749294,0.013828751068859717,139.235,[32-64],19.498539007092198,1.6242176491722722,0.04924112916855289,0.0065890433753218024,401.4213223863048,54.29383839009157,Xilinx_SpMV,1.52451,22.3543,33,50.30883
synthetic,normal,random,1,14,268000,268000,2774111,0.0038623733014034305,648.654,[32-64],10.351160447761194,8.183397129477106,0.6734014262085098,0.3165350386220848,15689.586831582352,62886.75439009624,Xilinx_SpMV,22.0349,7.175800000000001,33,727.1517
synthetic,normal,diagonal,0.5,14,268000,268000,2774111,0.0038623733014034305,97.7387,[32-64],10.351160447761194,8.183397129477106,0.00013892744764981065,0.00012053758312045203,91272.16128892063,57585.054627076934,Xilinx_SpMV,1.1354600000000001,21.0621,33,37.470180000000006
synthetic,normal,diagonal,0.05,14,268000,268000,2774111,0.0038623733014034305,122.60300000000001,[32-64],10.351160447761194,8.183397129477106,0.0013114745071285366,0.0011893481597464713,25675.729105116206,62314.38907881607,Xilinx_SpMV,1.18928,25.2303,33,39.24623999999999
synthetic,normal,diagonal,0.005,14,268000,268000,2774111,0.0038623733014034305,156.39600000000002,[32-64],10.351160447761194,8.183397129477106,0.012959109949320565,0.011794459714446323,16868.57430560634,62800.12943032638,Xilinx_SpMV,2.37832,16.0829,33,78.48456
synthetic,normal,random,1,14,64000,64000,2848108,0.06953388671875,252.304,[32-64],44.5016875,0.6996630634410752,0.9561072692871094,0.030081281003931468,46.59216988296816,1.6805859561395944,Xilinx_SpMV,3.05768,20.1946,33,100.90344
synthetic,normal,diagonal,0.5,14,64000,64000,2848108,0.06953388671875,70.4688,[32-64],44.5016875,0.6996630634410752,0.002703134033203125,9.48384684237455e-05,16481.87476345832,619.33151550371,Xilinx_SpMV,0.606097,28.4685,33,20.001201
