filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_38000_38000_98780978_avg2600_std0.02_random_g14.mtx	38000	38000	98780978	6.8408	1130.604
synthetic_38000_38000_98780978_avg2600_std0.2_random_g14.mtx	38000	38000	98780978	6.8408	1130.604
synthetic_38000_38000_98780965_avg2600_std0.64_random_g14.mtx	38000	38000	98780965	6.8408	1130.603
synthetic_38000_38000_98780883_avg2600_std0.84_random_g14.mtx	38000	38000	98780883	6.8408	1130.602
synthetic_38000_38000_98780955_avg2600_std1.6_random_g14.mtx	38000	38000	98780955	6.8408	1130.603
synthetic_38000_38000_98780866_avg2600_std2.25_random_g14.mtx	38000	38000	98780866	6.8408	1130.602
synthetic_38000_38000_98780827_avg2600_std2.5_random_g14.mtx	38000	38000	98780827	6.8408	1130.602
synthetic_38000_38000_98780867_avg2600_std3_random_g14.mtx	38000	38000	98780867	6.8408	1130.602
synthetic_38000_38000_98780666_avg2600_std8_random_g14.mtx	38000	38000	98780666	6.8408	1130.6
synthetic_38000_38000_98780463_avg2600_std13_random_g14.mtx	38000	38000	98780463	6.8408	1130.598
synthetic_38000_38000_98775776_avg2600_std125_random_g14.mtx	38000	38000	98775776	6.8404	1130.544
synthetic_47000_47000_122176464_avg2600_std0.02_random_g14.mtx	47000	47000	122176464	5.5308	1398.378
synthetic_47000_47000_122176464_avg2600_std0.2_random_g14.mtx	47000	47000	122176464	5.5308	1398.378
synthetic_47000_47000_122176460_avg2600_std0.64_random_g14.mtx	47000	47000	122176460	5.5308	1398.378
synthetic_47000_47000_122176303_avg2600_std0.84_random_g14.mtx	47000	47000	122176303	5.5308	1398.376
synthetic_47000_47000_122176322_avg2600_std1.6_random_g14.mtx	47000	47000	122176322	5.5308	1398.376
synthetic_47000_47000_122176270_avg2600_std2.25_random_g14.mtx	47000	47000	122176270	5.5308	1398.376
synthetic_47000_47000_122176159_avg2600_std2.5_random_g14.mtx	47000	47000	122176159	5.5308	1398.374
synthetic_47000_47000_122176252_avg2600_std3_random_g14.mtx	47000	47000	122176252	5.5308	1398.376
synthetic_47000_47000_122175795_avg2600_std8_random_g14.mtx	47000	47000	122175795	5.5308	1398.37
synthetic_47000_47000_122175367_avg2600_std13_random_g14.mtx	47000	47000	122175367	5.5308	1398.365
synthetic_47000_47000_122165117_avg2600_std125_random_g14.mtx	47000	47000	122165117	5.5303	1398.248
synthetic_64000_64000_166367995_avg2600_std0.02_random_g14.mtx	64000	64000	166367995	4.0617	1904.175
synthetic_64000_64000_166367995_avg2600_std0.2_random_g14.mtx	64000	64000	166367995	4.0617	1904.175
synthetic_64000_64000_166368016_avg2600_std0.64_random_g14.mtx	64000	64000	166368016	4.0617	1904.175
synthetic_64000_64000_166367859_avg2600_std0.84_random_g14.mtx	64000	64000	166367859	4.0617	1904.173
synthetic_64000_64000_166367915_avg2600_std1.6_random_g14.mtx	64000	64000	166367915	4.0617	1904.174
synthetic_64000_64000_166367911_avg2600_std2.25_random_g14.mtx	64000	64000	166367911	4.0617	1904.174
synthetic_64000_64000_166367918_avg2600_std2.5_random_g14.mtx	64000	64000	166367918	4.0617	1904.174
synthetic_64000_64000_166368021_avg2600_std3_random_g14.mtx	64000	64000	166368021	4.0617	1904.175
synthetic_64000_64000_166368079_avg2600_std8_random_g14.mtx	64000	64000	166368079	4.0617	1904.176
synthetic_64000_64000_166368040_avg2600_std13_random_g14.mtx	64000	64000	166368040	4.0617	1904.175
synthetic_64000_64000_166368546_avg2600_std125_random_g14.mtx	64000	64000	166368546	4.0617	1904.181
synthetic_68000_68000_176765954_avg2600_std0.02_random_g14.mtx	68000	68000	176765954	3.8228	2023.185
synthetic_68000_68000_176765953_avg2600_std0.2_random_g14.mtx	68000	68000	176765953	3.8228	2023.185
synthetic_68000_68000_176765946_avg2600_std0.64_random_g14.mtx	68000	68000	176765946	3.8228	2023.185
synthetic_68000_68000_176765785_avg2600_std0.84_random_g14.mtx	68000	68000	176765785	3.8228	2023.183
synthetic_68000_68000_176765793_avg2600_std1.6_random_g14.mtx	68000	68000	176765793	3.8228	2023.183
synthetic_68000_68000_176765699_avg2600_std2.25_random_g14.mtx	68000	68000	176765699	3.8228	2023.182
synthetic_68000_68000_176765726_avg2600_std2.5_random_g14.mtx	68000	68000	176765726	3.8228	2023.183
synthetic_68000_68000_176765774_avg2600_std3_random_g14.mtx	68000	68000	176765774	3.8228	2023.183
synthetic_68000_68000_176765457_avg2600_std8_random_g14.mtx	68000	68000	176765457	3.8228	2023.18
synthetic_68000_68000_176765071_avg2600_std13_random_g14.mtx	68000	68000	176765071	3.8228	2023.175
synthetic_68000_68000_176756694_avg2600_std125_random_g14.mtx	68000	68000	176756694	3.8226	2023.079
synthetic_218000_218000_91451089_avg420_std0.02_random_g14.mtx	218000	218000	91451089	0.1924	1047.406
synthetic_218000_218000_91451075_avg420_std0.2_random_g14.mtx	218000	218000	91451075	0.1924	1047.406
synthetic_218000_218000_91451179_avg420_std0.64_random_g14.mtx	218000	218000	91451179	0.1924	1047.407
synthetic_218000_218000_91450996_avg420_std0.84_random_g14.mtx	218000	218000	91450996	0.1924	1047.405
synthetic_218000_218000_91451134_avg420_std1.6_random_g14.mtx	218000	218000	91451134	0.1924	1047.407
synthetic_218000_218000_91451286_avg420_std2.25_random_g14.mtx	218000	218000	91451286	0.1924	1047.409
synthetic_218000_218000_91451048_avg420_std2.5_random_g14.mtx	218000	218000	91451048	0.1924	1047.406
synthetic_218000_218000_91451389_avg420_std3_random_g14.mtx	218000	218000	91451389	0.1924	1047.41
synthetic_218000_218000_91452093_avg420_std8_random_g14.mtx	218000	218000	91452093	0.1924	1047.418
synthetic_218000_218000_91452900_avg420_std13_random_g14.mtx	218000	218000	91452900	0.1924	1047.427
synthetic_218000_218000_91474521_avg420_std125_random_g14.mtx	218000	218000	91474521	0.1925	1047.674
synthetic_268000_268000_112426211_avg420_std0.02_random_g14.mtx	268000	268000	112426211	0.1565	1287.638
synthetic_268000_268000_112426195_avg420_std0.2_random_g14.mtx	268000	268000	112426195	0.1565	1287.638
synthetic_268000_268000_112426265_avg420_std0.64_random_g14.mtx	268000	268000	112426265	0.1565	1287.639
synthetic_268000_268000_112426108_avg420_std0.84_random_g14.mtx	268000	268000	112426108	0.1565	1287.637
synthetic_268000_268000_112426106_avg420_std1.6_random_g14.mtx	268000	268000	112426106	0.1565	1287.637
synthetic_268000_268000_112426306_avg420_std2.25_random_g14.mtx	268000	268000	112426306	0.1565	1287.639
synthetic_268000_268000_112426085_avg420_std2.5_random_g14.mtx	268000	268000	112426085	0.1565	1287.637
synthetic_268000_268000_112426666_avg420_std3_random_g14.mtx	268000	268000	112426666	0.1565	1287.643
synthetic_268000_268000_112427479_avg420_std8_random_g14.mtx	268000	268000	112427479	0.1565	1287.653
synthetic_268000_268000_112428649_avg420_std13_random_g14.mtx	268000	268000	112428649	0.1565	1287.666
synthetic_268000_268000_112461718_avg420_std125_random_g14.mtx	268000	268000	112461718	0.1566	1288.045
synthetic_526000_526000_115457445_avg220_std0.02_random_g14.mtx	526000	526000	115457445	0.0417	1323.312
synthetic_526000_526000_115457392_avg220_std0.2_random_g14.mtx	526000	526000	115457392	0.0417	1323.312
synthetic_526000_526000_115457621_avg220_std0.64_random_g14.mtx	526000	526000	115457621	0.0417	1323.314
synthetic_526000_526000_115457537_avg220_std0.84_random_g14.mtx	526000	526000	115457537	0.0417	1323.313
synthetic_526000_526000_115457907_avg220_std1.6_random_g14.mtx	526000	526000	115457907	0.0417	1323.317
synthetic_526000_526000_115458468_avg220_std2.25_random_g14.mtx	526000	526000	115458468	0.0417	1323.324
synthetic_526000_526000_115458389_avg220_std2.5_random_g14.mtx	526000	526000	115458389	0.0417	1323.323
synthetic_526000_526000_115459057_avg220_std3_random_g14.mtx	526000	526000	115459057	0.0417	1323.331
synthetic_526000_526000_115462048_avg220_std8_random_g14.mtx	526000	526000	115462048	0.0417	1323.365
synthetic_526000_526000_115465357_avg220_std13_random_g14.mtx	526000	526000	115465357	0.0417	1323.403
synthetic_526000_526000_115563388_avg220_std125_random_g14.mtx	526000	526000	115563388	0.0418	1324.525
synthetic_863000_863000_90183919_avg105_std0.02_random_g14.mtx	863000	863000	90183919	0.0121	1035.365
synthetic_863000_863000_90183714_avg105_std0.2_random_g14.mtx	863000	863000	90183714	0.0121	1035.363
synthetic_863000_863000_90183950_avg105_std0.64_random_g14.mtx	863000	863000	90183950	0.0121	1035.365
synthetic_863000_863000_90183331_avg105_std0.84_random_g14.mtx	863000	863000	90183331	0.0121	1035.358
