filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_21000_21000_4609547_avg220_std0.02_random_n14.mtx	21000	21000	4609547	1.0452	52.832
synthetic_21000_21000_4609547_avg220_std0.2_random_n14.mtx	21000	21000	4609547	1.0452	52.832
synthetic_21000_21000_4609570_avg220_std0.64_random_n14.mtx	21000	21000	4609570	1.0453	52.832
synthetic_21000_21000_4609579_avg220_std0.84_random_n14.mtx	21000	21000	4609579	1.0453	52.833
synthetic_21000_21000_4609545_avg220_std1.6_random_n14.mtx	21000	21000	4609545	1.0452	52.832
synthetic_21000_21000_4609569_avg220_std2.25_random_n14.mtx	21000	21000	4609569	1.0453	52.832
synthetic_21000_21000_4609618_avg220_std2.5_random_n14.mtx	21000	21000	4609618	1.0453	52.833
synthetic_21000_21000_4609680_avg220_std3_random_n14.mtx	21000	21000	4609680	1.0453	52.834
synthetic_21000_21000_4609874_avg220_std8_random_n14.mtx	21000	21000	4609874	1.0453	52.836
synthetic_21000_21000_4610033_avg220_std13_random_n14.mtx	21000	21000	4610033	1.0454	52.838
synthetic_21000_21000_4699630_avg220_std125_random_n14.mtx	21000	21000	4699630	1.0657	53.863
synthetic_38000_38000_3776274_avg3.1_std125_random_n14.mtx	38000	38000	3776274	0.2615	43.361
synthetic_38000_38000_3777245_avg4_std125_random_n14.mtx	38000	38000	3777245	0.2616	43.372
synthetic_38000_38000_3779887_avg6_std125_random_n14.mtx	38000	38000	3779887	0.2618	43.402
synthetic_38000_38000_3788129_avg10_std125_random_n14.mtx	38000	38000	3788129	0.2623	43.497
synthetic_38000_38000_3825157_avg20_std125_random_n14.mtx	38000	38000	3825157	0.2649	43.92
synthetic_38000_38000_4018195_avg45_std125_random_n14.mtx	38000	38000	4018195	0.2783	46.13
synthetic_38000_38000_4349990_avg70_std125_random_n14.mtx	38000	38000	4349990	0.3012	49.927
synthetic_38000_38000_3971037_avg105_std0.02_random_n14.mtx	38000	38000	3971037	0.275	45.59
synthetic_38000_38000_3971037_avg105_std0.2_random_n14.mtx	38000	38000	3971037	0.275	45.59
synthetic_38000_38000_3971092_avg105_std0.64_random_n14.mtx	38000	38000	3971092	0.275	45.591
synthetic_38000_38000_3971008_avg105_std0.84_random_n14.mtx	38000	38000	3971008	0.275	45.59
synthetic_38000_38000_3970927_avg105_std1.6_random_n14.mtx	38000	38000	3970927	0.275	45.589
synthetic_38000_38000_3970879_avg105_std2.25_random_n14.mtx	38000	38000	3970879	0.275	45.588
synthetic_38000_38000_3970963_avg105_std2.5_random_n14.mtx	38000	38000	3970963	0.275	45.589
synthetic_38000_38000_3970922_avg105_std3_random_n14.mtx	38000	38000	3970922	0.275	45.589
synthetic_38000_38000_3970724_avg105_std8_random_n14.mtx	38000	38000	3970724	0.275	45.586
synthetic_38000_38000_3970509_avg105_std13_random_n14.mtx	38000	38000	3970509	0.275	45.584
synthetic_38000_38000_5028931_avg105_std125_random_n14.mtx	38000	38000	5028931	0.3483	57.697
synthetic_47000_47000_4666997_avg3.1_std125_random_n14.mtx	47000	47000	4666997	0.2113	53.589
synthetic_47000_47000_4668122_avg4_std125_random_n14.mtx	47000	47000	4668122	0.2113	53.602
synthetic_47000_47000_4671317_avg6_std125_random_n14.mtx	47000	47000	4671317	0.2115	53.638
synthetic_47000_47000_4681386_avg10_std125_random_n14.mtx	47000	47000	4681386	0.2119	53.754
synthetic_47000_47000_4726588_avg20_std125_random_n14.mtx	47000	47000	4726588	0.214	54.271
synthetic_47000_47000_4964339_avg45_std125_random_n14.mtx	47000	47000	4964339	0.2247	56.992
synthetic_47000_47000_3266530_avg70_std0.02_random_n14.mtx	47000	47000	3266530	0.1479	37.562
synthetic_47000_47000_3266530_avg70_std0.2_random_n14.mtx	47000	47000	3266530	0.1479	37.562
synthetic_47000_47000_3266579_avg70_std0.64_random_n14.mtx	47000	47000	3266579	0.1479	37.562
synthetic_47000_47000_3266523_avg70_std0.84_random_n14.mtx	47000	47000	3266523	0.1479	37.562
synthetic_47000_47000_3266500_avg70_std1.6_random_n14.mtx	47000	47000	3266500	0.1479	37.561
synthetic_47000_47000_3266376_avg70_std2.25_random_n14.mtx	47000	47000	3266376	0.1479	37.56
synthetic_47000_47000_3266497_avg70_std2.5_random_n14.mtx	47000	47000	3266497	0.1479	37.561
synthetic_47000_47000_3266480_avg70_std3_random_n14.mtx	47000	47000	3266480	0.1479	37.561
synthetic_47000_47000_3266349_avg70_std8_random_n14.mtx	47000	47000	3266349	0.1479	37.56
synthetic_47000_47000_3266285_avg70_std13_random_n14.mtx	47000	47000	3266285	0.1479	37.559
synthetic_47000_47000_5375190_avg70_std125_random_n14.mtx	47000	47000	5375190	0.2433	61.693
synthetic_47000_47000_4911530_avg105_std0.02_random_n14.mtx	47000	47000	4911530	0.2223	56.387
synthetic_47000_47000_4911530_avg105_std0.2_random_n14.mtx	47000	47000	4911530	0.2223	56.387
synthetic_47000_47000_4911579_avg105_std0.64_random_n14.mtx	47000	47000	4911579	0.2223	56.388
synthetic_47000_47000_4911523_avg105_std0.84_random_n14.mtx	47000	47000	4911523	0.2223	56.387
synthetic_47000_47000_4911500_avg105_std1.6_random_n14.mtx	47000	47000	4911500	0.2223	56.387
synthetic_47000_47000_4911376_avg105_std2.25_random_n14.mtx	47000	47000	4911376	0.2223	56.386
synthetic_47000_47000_4911497_avg105_std2.5_random_n14.mtx	47000	47000	4911497	0.2223	56.387
synthetic_47000_47000_4911480_avg105_std3_random_n14.mtx	47000	47000	4911480	0.2223	56.387
synthetic_47000_47000_4911349_avg105_std8_random_n14.mtx	47000	47000	4911349	0.2223	56.385
synthetic_47000_47000_4911285_avg105_std13_random_n14.mtx	47000	47000	4911285	0.2223	56.384
synthetic_64000_64000_2847993_avg45_std0.02_random_n14.mtx	64000	64000	2847993	0.0695	32.837
synthetic_64000_64000_2847993_avg45_std0.2_random_n14.mtx	64000	64000	2847993	0.0695	32.837
synthetic_64000_64000_2848108_avg45_std0.64_random_n14.mtx	64000	64000	2848108	0.0695	32.838
synthetic_64000_64000_2847983_avg45_std0.84_random_n14.mtx	64000	64000	2847983	0.0695	32.837
synthetic_64000_64000_2847973_avg45_std1.6_random_n14.mtx	64000	64000	2847973	0.0695	32.837
synthetic_64000_64000_2847847_avg45_std2.25_random_n14.mtx	64000	64000	2847847	0.0695	32.835
synthetic_64000_64000_2847877_avg45_std2.5_random_n14.mtx	64000	64000	2847877	0.0695	32.836
synthetic_64000_64000_2847865_avg45_std3_random_n14.mtx	64000	64000	2847865	0.0695	32.835
synthetic_64000_64000_2847578_avg45_std8_random_n14.mtx	64000	64000	2847578	0.0695	32.832
synthetic_64000_64000_2847517_avg45_std13_random_n14.mtx	64000	64000	2847517	0.0695	32.831
synthetic_64000_64000_4447993_avg70_std0.02_random_n14.mtx	64000	64000	4447993	0.1086	51.147
synthetic_64000_64000_4447993_avg70_std0.2_random_n14.mtx	64000	64000	4447993	0.1086	51.147
synthetic_64000_64000_4448108_avg70_std0.64_random_n14.mtx	64000	64000	4448108	0.1086	51.149
synthetic_64000_64000_4447983_avg70_std0.84_random_n14.mtx	64000	64000	4447983	0.1086	51.147
synthetic_64000_64000_4447973_avg70_std1.6_random_n14.mtx	64000	64000	4447973	0.1086	51.147
synthetic_64000_64000_4447847_avg70_std2.25_random_n14.mtx	64000	64000	4447847	0.1086	51.146
synthetic_64000_64000_4447877_avg70_std2.5_random_n14.mtx	64000	64000	4447877	0.1086	51.146
synthetic_64000_64000_4447865_avg70_std3_random_n14.mtx	64000	64000	4447865	0.1086	51.146
synthetic_64000_64000_4447578_avg70_std8_random_n14.mtx	64000	64000	4447578	0.1086	51.143
synthetic_64000_64000_4447404_avg70_std13_random_n14.mtx	64000	64000	4447404	0.1086	51.141
synthetic_68000_68000_3026027_avg45_std0.02_random_n14.mtx	68000	68000	3026027	0.0654	34.89
synthetic_68000_68000_3026027_avg45_std0.2_random_n14.mtx	68000	68000	3026027	0.0654	34.89
synthetic_68000_68000_3026140_avg45_std0.64_random_n14.mtx	68000	68000	3026140	0.0654	34.891
synthetic_68000_68000_3026029_avg45_std0.84_random_n14.mtx	68000	68000	3026029	0.0654	34.89
synthetic_68000_68000_3026083_avg45_std1.6_random_n14.mtx	68000	68000	3026083	0.0654	34.89
synthetic_68000_68000_3026009_avg45_std2.25_random_n14.mtx	68000	68000	3026009	0.0654	34.889
synthetic_68000_68000_3026022_avg45_std2.5_random_n14.mtx	68000	68000	3026022	0.0654	34.889
synthetic_68000_68000_3026089_avg45_std3_random_n14.mtx	68000	68000	3026089	0.0654	34.89
synthetic_68000_68000_3026162_avg45_std8_random_n14.mtx	68000	68000	3026162	0.0654	34.891
synthetic_68000_68000_3026411_avg45_std13_random_n14.mtx	68000	68000	3026411	0.0655	34.894
synthetic_68000_68000_4726027_avg70_std0.02_random_n14.mtx	68000	68000	4726027	0.1022	54.344
synthetic_68000_68000_4726027_avg70_std0.2_random_n14.mtx	68000	68000	4726027	0.1022	54.344
synthetic_68000_68000_4726140_avg70_std0.64_random_n14.mtx	68000	68000	4726140	0.1022	54.346
synthetic_68000_68000_4726029_avg70_std0.84_random_n14.mtx	68000	68000	4726029	0.1022	54.345
synthetic_68000_68000_4726083_avg70_std1.6_random_n14.mtx	68000	68000	4726083	0.1022	54.345
synthetic_68000_68000_4726009_avg70_std2.25_random_n14.mtx	68000	68000	4726009	0.1022	54.344
synthetic_68000_68000_4726022_avg70_std2.5_random_n14.mtx	68000	68000	4726022	0.1022	54.344
synthetic_68000_68000_4726089_avg70_std3_random_n14.mtx	68000	68000	4726089	0.1022	54.345
synthetic_68000_68000_4726162_avg70_std8_random_n14.mtx	68000	68000	4726162	0.1022	54.346
synthetic_68000_68000_4726297_avg70_std13_random_n14.mtx	68000	68000	4726297	0.1022	54.348
synthetic_83000_83000_3693499_avg45_std0.02_random_n14.mtx	83000	83000	3693499	0.0536	42.585
synthetic_83000_83000_3693499_avg45_std0.2_random_n14.mtx	83000	83000	3693499	0.0536	42.585
synthetic_83000_83000_3693598_avg45_std0.64_random_n14.mtx	83000	83000	3693598	0.0536	42.586
synthetic_83000_83000_3693438_avg45_std0.84_random_n14.mtx	83000	83000	3693438	0.0536	42.585
synthetic_83000_83000_3693461_avg45_std1.6_random_n14.mtx	83000	83000	3693461	0.0536	42.585
synthetic_83000_83000_3693356_avg45_std2.25_random_n14.mtx	83000	83000	3693356	0.0536	42.584
synthetic_83000_83000_3693334_avg45_std2.5_random_n14.mtx	83000	83000	3693334	0.0536	42.583
synthetic_83000_83000_3693430_avg45_std3_random_n14.mtx	83000	83000	3693430	0.0536	42.585
synthetic_83000_83000_3693146_avg45_std8_random_n14.mtx	83000	83000	3693146	0.0536	42.581
synthetic_83000_83000_3693161_avg45_std13_random_n14.mtx	83000	83000	3693161	0.0536	42.581
synthetic_121000_121000_5384459_avg45_std0.02_random_n14.mtx	121000	121000	5384459	0.0368	62.082
synthetic_121000_121000_5384459_avg45_std0.2_random_n14.mtx	121000	121000	5384459	0.0368	62.082
synthetic_121000_121000_5384457_avg45_std0.64_random_n14.mtx	121000	121000	5384457	0.0368	62.082
synthetic_121000_121000_5384291_avg45_std0.84_random_n14.mtx	121000	121000	5384291	0.0368	62.08
synthetic_121000_121000_5384119_avg45_std1.6_random_n14.mtx	121000	121000	5384119	0.0368	62.078
synthetic_121000_121000_5383865_avg45_std2.25_random_n14.mtx	121000	121000	5383865	0.0368	62.075
