filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_4000_4000_10398010_avg2600_std0.02_random_n14.mtx	4000	4000	10398010	64.9876	119.011
synthetic_4000_4000_10398010_avg2600_std0.2_random_n14.mtx	4000	4000	10398010	64.9876	119.011
synthetic_4000_4000_10398007_avg2600_std0.64_random_n14.mtx	4000	4000	10398007	64.9875	119.011
synthetic_4000_4000_10397997_avg2600_std0.84_random_n14.mtx	4000	4000	10397997	64.9875	119.011
synthetic_4000_4000_10397943_avg2600_std1.6_random_n14.mtx	4000	4000	10397943	64.9871	119.01
synthetic_4000_4000_10397950_avg2600_std2.25_random_n14.mtx	4000	4000	10397950	64.9872	119.01
synthetic_4000_4000_10397912_avg2600_std2.5_random_n14.mtx	4000	4000	10397912	64.9869	119.01
synthetic_4000_4000_10397918_avg2600_std3_random_n14.mtx	4000	4000	10397918	64.987	119.01
synthetic_4000_4000_10397735_avg2600_std8_random_n14.mtx	4000	4000	10397735	64.9858	119.008
synthetic_4000_4000_10397565_avg2600_std13_random_n14.mtx	4000	4000	10397565	64.9848	119.006
synthetic_4000_4000_10393877_avg2600_std125_random_n14.mtx	4000	4000	10393877	64.9617	118.964
synthetic_21000_21000_8809547_avg420_std0.02_random_n14.mtx	21000	21000	8809547	1.9976	100.897
synthetic_21000_21000_8809547_avg420_std0.2_random_n14.mtx	21000	21000	8809547	1.9976	100.897
synthetic_21000_21000_8809570_avg420_std0.64_random_n14.mtx	21000	21000	8809570	1.9976	100.898
synthetic_21000_21000_8809579_avg420_std0.84_random_n14.mtx	21000	21000	8809579	1.9976	100.898
synthetic_21000_21000_8809545_avg420_std1.6_random_n14.mtx	21000	21000	8809545	1.9976	100.897
synthetic_21000_21000_8809569_avg420_std2.25_random_n14.mtx	21000	21000	8809569	1.9976	100.898
synthetic_21000_21000_8809618_avg420_std2.5_random_n14.mtx	21000	21000	8809618	1.9976	100.898
synthetic_21000_21000_8809680_avg420_std3_random_n14.mtx	21000	21000	8809680	1.9977	100.899
synthetic_21000_21000_8809874_avg420_std8_random_n14.mtx	21000	21000	8809874	1.9977	100.901
synthetic_21000_21000_8810033_avg420_std13_random_n14.mtx	21000	21000	8810033	1.9977	100.903
synthetic_21000_21000_8815069_avg420_std125_random_n14.mtx	21000	21000	8815069	1.9989	100.961
synthetic_38000_38000_8341037_avg220_std0.02_random_n14.mtx	38000	38000	8341037	0.5776	95.601
synthetic_38000_38000_8341037_avg220_std0.2_random_n14.mtx	38000	38000	8341037	0.5776	95.601
synthetic_38000_38000_8341092_avg220_std0.64_random_n14.mtx	38000	38000	8341092	0.5776	95.601
synthetic_38000_38000_8341008_avg220_std0.84_random_n14.mtx	38000	38000	8341008	0.5776	95.6
synthetic_38000_38000_8340927_avg220_std1.6_random_n14.mtx	38000	38000	8340927	0.5776	95.599
synthetic_38000_38000_8340879_avg220_std2.25_random_n14.mtx	38000	38000	8340879	0.5776	95.599
synthetic_38000_38000_8340963_avg220_std2.5_random_n14.mtx	38000	38000	8340963	0.5776	95.6
synthetic_38000_38000_8340922_avg220_std3_random_n14.mtx	38000	38000	8340922	0.5776	95.599
synthetic_38000_38000_8340724_avg220_std8_random_n14.mtx	38000	38000	8340724	0.5776	95.597
synthetic_38000_38000_8340509_avg220_std13_random_n14.mtx	38000	38000	8340509	0.5776	95.595
synthetic_38000_38000_8488779_avg220_std125_random_n14.mtx	38000	38000	8488779	0.5879	97.291
synthetic_47000_47000_6217977_avg105_std125_random_n14.mtx	47000	47000	6217977	0.2815	71.338
synthetic_47000_47000_10316530_avg220_std0.02_random_n14.mtx	47000	47000	10316530	0.467	118.243
synthetic_47000_47000_10316530_avg220_std0.2_random_n14.mtx	47000	47000	10316530	0.467	118.243
synthetic_47000_47000_10316579_avg220_std0.64_random_n14.mtx	47000	47000	10316579	0.467	118.243
synthetic_47000_47000_10316523_avg220_std0.84_random_n14.mtx	47000	47000	10316523	0.467	118.243
synthetic_47000_47000_10316500_avg220_std1.6_random_n14.mtx	47000	47000	10316500	0.467	118.242
synthetic_47000_47000_10316376_avg220_std2.25_random_n14.mtx	47000	47000	10316376	0.467	118.241
