filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_4000_4000_417986_avg105_std0.02_random_g14.mtx	4000	4000	417986	2.6124	4.799
synthetic_4000_4000_417985_avg105_std0.2_random_g14.mtx	4000	4000	417985	2.6124	4.799
synthetic_4000_4000_417958_avg105_std0.64_random_g14.mtx	4000	4000	417958	2.6122	4.798
synthetic_4000_4000_417924_avg105_std0.84_random_g14.mtx	4000	4000	417924	2.612	4.798
synthetic_4000_4000_417840_avg105_std1.6_random_g14.mtx	4000	4000	417840	2.6115	4.797
synthetic_4000_4000_417778_avg105_std2.25_random_g14.mtx	4000	4000	417778	2.6111	4.796
synthetic_4000_4000_417726_avg105_std2.5_random_g14.mtx	4000	4000	417726	2.6108	4.796
synthetic_4000_4000_417693_avg105_std3_random_g14.mtx	4000	4000	417693	2.6106	4.795
synthetic_4000_4000_417197_avg105_std8_random_g14.mtx	4000	4000	417197	2.6075	4.79
synthetic_4000_4000_416768_avg105_std13_random_g14.mtx	4000	4000	416768	2.6048	4.785
synthetic_4000_4000_426162_avg105_std125_random_g14.mtx	4000	4000	426162	2.6635	4.892
synthetic_21000_21000_409563_avg20_std0.02_random_g14.mtx	21000	21000	409563	0.0929	4.767
synthetic_21000_21000_409535_avg20_std0.2_random_g14.mtx	21000	21000	409535	0.0929	4.767
synthetic_21000_21000_409531_avg20_std0.64_random_g14.mtx	21000	21000	409531	0.0929	4.767
synthetic_21000_21000_409460_avg20_std0.84_random_g14.mtx	21000	21000	409460	0.0928	4.766
synthetic_21000_21000_409511_avg20_std1.6_random_g14.mtx	21000	21000	409511	0.0929	4.767
synthetic_21000_21000_409559_avg20_std2.25_random_g14.mtx	21000	21000	409559	0.0929	4.767
synthetic_21000_21000_409572_avg20_std2.5_random_g14.mtx	21000	21000	409572	0.0929	4.767
synthetic_21000_21000_409651_avg20_std3_random_g14.mtx	21000	21000	409651	0.0929	4.768
synthetic_21000_21000_409658_avg20_std8_random_g14.mtx	21000	21000	409658	0.0929	4.768
synthetic_21000_21000_409554_avg20_std13_random_g14.mtx	21000	21000	409554	0.0929	4.767
synthetic_21000_21000_420657_avg20_std125_random_g14.mtx	21000	21000	420657	0.0954	4.894
synthetic_38000_38000_360971_avg10_std0.02_random_g14.mtx	38000	38000	360971	0.025	4.276
synthetic_38000_38000_360878_avg10_std0.2_random_g14.mtx	38000	38000	360878	0.025	4.275
