filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_4000_4000_877986_avg220_std0.02_random_g14.mtx	4000	4000	877986	5.4874	10.063
synthetic_4000_4000_877986_avg220_std0.2_random_g14.mtx	4000	4000	877986	5.4874	10.063
synthetic_4000_4000_877961_avg220_std0.64_random_g14.mtx	4000	4000	877961	5.4873	10.063
synthetic_4000_4000_877925_avg220_std0.84_random_g14.mtx	4000	4000	877925	5.487	10.062
synthetic_4000_4000_877834_avg220_std1.6_random_g14.mtx	4000	4000	877834	5.4865	10.061
synthetic_4000_4000_877783_avg220_std2.25_random_g14.mtx	4000	4000	877783	5.4861	10.061
synthetic_4000_4000_877726_avg220_std2.5_random_g14.mtx	4000	4000	877726	5.4858	10.06
synthetic_4000_4000_877691_avg220_std3_random_g14.mtx	4000	4000	877691	5.4856	10.06
synthetic_4000_4000_877197_avg220_std8_random_g14.mtx	4000	4000	877197	5.4825	10.054
synthetic_4000_4000_876698_avg220_std13_random_g14.mtx	4000	4000	876698	5.4794	10.048
synthetic_4000_4000_867818_avg220_std125_random_g14.mtx	4000	4000	867818	5.4239	9.947
synthetic_21000_21000_934564_avg45_std0.02_random_g14.mtx	21000	21000	934564	0.2119	10.775
synthetic_21000_21000_934548_avg45_std0.2_random_g14.mtx	21000	21000	934548	0.2119	10.775
synthetic_21000_21000_934539_avg45_std0.64_random_g14.mtx	21000	21000	934539	0.2119	10.775
synthetic_21000_21000_934474_avg45_std0.84_random_g14.mtx	21000	21000	934474	0.2119	10.774
synthetic_21000_21000_934514_avg45_std1.6_random_g14.mtx	21000	21000	934514	0.2119	10.775
synthetic_21000_21000_934564_avg45_std2.25_random_g14.mtx	21000	21000	934564	0.2119	10.775
synthetic_21000_21000_934570_avg45_std2.5_random_g14.mtx	21000	21000	934570	0.2119	10.775
synthetic_21000_21000_934627_avg45_std3_random_g14.mtx	21000	21000	934627	0.2119	10.776
synthetic_21000_21000_934715_avg45_std8_random_g14.mtx	21000	21000	934715	0.212	10.777
synthetic_21000_21000_935050_avg45_std13_random_g14.mtx	21000	21000	935050	0.212	10.781
synthetic_21000_21000_935603_avg45_std125_random_g14.mtx	21000	21000	935603	0.2122	10.787
synthetic_38000_38000_740975_avg20_std0.02_random_g14.mtx	38000	38000	740975	0.0513	8.625
synthetic_38000_38000_740934_avg20_std0.2_random_g14.mtx	38000	38000	740934	0.0513	8.624
synthetic_38000_38000_740954_avg20_std0.64_random_g14.mtx	38000	38000	740954	0.0513	8.625
synthetic_38000_38000_740842_avg20_std0.84_random_g14.mtx	38000	38000	740842	0.0513	8.623
