filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_64000_64000_26847993_avg420_std0.02_random_n14.mtx	64000	64000	26847993	0.6555	307.495
synthetic_64000_64000_26847993_avg420_std0.2_random_n14.mtx	64000	64000	26847993	0.6555	307.495
synthetic_64000_64000_26848108_avg420_std0.64_random_n14.mtx	64000	64000	26848108	0.6555	307.496
synthetic_64000_64000_26847983_avg420_std0.84_random_n14.mtx	64000	64000	26847983	0.6555	307.495
synthetic_64000_64000_26847973_avg420_std1.6_random_n14.mtx	64000	64000	26847973	0.6555	307.495
synthetic_64000_64000_26847847_avg420_std2.25_random_n14.mtx	64000	64000	26847847	0.6555	307.493
synthetic_64000_64000_26847877_avg420_std2.5_random_n14.mtx	64000	64000	26847877	0.6555	307.494
synthetic_64000_64000_26847865_avg420_std3_random_n14.mtx	64000	64000	26847865	0.6555	307.494
synthetic_64000_64000_26847578_avg420_std8_random_n14.mtx	64000	64000	26847578	0.6555	307.49
synthetic_64000_64000_26847404_avg420_std13_random_n14.mtx	64000	64000	26847404	0.6555	307.488
synthetic_64000_64000_26843052_avg420_std125_random_n14.mtx	64000	64000	26843052	0.6553	307.438
synthetic_68000_68000_28526027_avg420_std0.02_random_n14.mtx	68000	68000	28526027	0.6169	326.714
synthetic_68000_68000_28526027_avg420_std0.2_random_n14.mtx	68000	68000	28526027	0.6169	326.714
synthetic_68000_68000_28526140_avg420_std0.64_random_n14.mtx	68000	68000	28526140	0.6169	326.715
synthetic_68000_68000_28526029_avg420_std0.84_random_n14.mtx	68000	68000	28526029	0.6169	326.714
synthetic_68000_68000_28526083_avg420_std1.6_random_n14.mtx	68000	68000	28526083	0.6169	326.715
synthetic_68000_68000_28526009_avg420_std2.25_random_n14.mtx	68000	68000	28526009	0.6169	326.714
synthetic_68000_68000_28526022_avg420_std2.5_random_n14.mtx	68000	68000	28526022	0.6169	326.714
synthetic_68000_68000_28526089_avg420_std3_random_n14.mtx	68000	68000	28526089	0.6169	326.715
synthetic_68000_68000_28526162_avg420_std8_random_n14.mtx	68000	68000	28526162	0.6169	326.715
synthetic_68000_68000_28526297_avg420_std13_random_n14.mtx	68000	68000	28526297	0.6169	326.717
synthetic_68000_68000_28529769_avg420_std125_random_n14.mtx	68000	68000	28529769	0.617	326.757
synthetic_83000_83000_34818499_avg420_std0.02_random_n14.mtx	83000	83000	34818499	0.5054	398.783
synthetic_83000_83000_34818499_avg420_std0.2_random_n14.mtx	83000	83000	34818499	0.5054	398.783
synthetic_83000_83000_34818598_avg420_std0.64_random_n14.mtx	83000	83000	34818598	0.5054	398.784
synthetic_83000_83000_34818438_avg420_std0.84_random_n14.mtx	83000	83000	34818438	0.5054	398.782
synthetic_83000_83000_34818461_avg420_std1.6_random_n14.mtx	83000	83000	34818461	0.5054	398.782
synthetic_83000_83000_34818356_avg420_std2.25_random_n14.mtx	83000	83000	34818356	0.5054	398.781
synthetic_83000_83000_34818334_avg420_std2.5_random_n14.mtx	83000	83000	34818334	0.5054	398.781
synthetic_83000_83000_34818430_avg420_std3_random_n14.mtx	83000	83000	34818430	0.5054	398.782
synthetic_83000_83000_34818146_avg420_std8_random_n14.mtx	83000	83000	34818146	0.5054	398.779
synthetic_83000_83000_34818032_avg420_std13_random_n14.mtx	83000	83000	34818032	0.5054	398.777
synthetic_83000_83000_34814650_avg420_std125_random_n14.mtx	83000	83000	34814650	0.5054	398.739
synthetic_121000_121000_26559459_avg220_std0.02_random_n14.mtx	121000	121000	26559459	0.1814	304.41
synthetic_121000_121000_26559459_avg220_std0.2_random_n14.mtx	121000	121000	26559459	0.1814	304.41
synthetic_121000_121000_26559457_avg220_std0.64_random_n14.mtx	121000	121000	26559457	0.1814	304.41
synthetic_121000_121000_26559291_avg220_std0.84_random_n14.mtx	121000	121000	26559291	0.1814	304.409
synthetic_121000_121000_26559119_avg220_std1.6_random_n14.mtx	121000	121000	26559119	0.1814	304.407
synthetic_121000_121000_26558865_avg220_std2.25_random_n14.mtx	121000	121000	26558865	0.1814	304.404
synthetic_121000_121000_26558853_avg220_std2.5_random_n14.mtx	121000	121000	26558853	0.1814	304.404
synthetic_121000_121000_26558873_avg220_std3_random_n14.mtx	121000	121000	26558873	0.1814	304.404
synthetic_121000_121000_26557636_avg220_std8_random_n14.mtx	121000	121000	26557636	0.1814	304.39
synthetic_121000_121000_26556601_avg220_std13_random_n14.mtx	121000	121000	26556601	0.1814	304.378
synthetic_121000_121000_27020401_avg220_std125_random_n14.mtx	121000	121000	27020401	0.1846	309.686
synthetic_141000_141000_30949515_avg220_std0.02_random_n14.mtx	141000	141000	30949515	0.1557	354.727
synthetic_141000_141000_30949515_avg220_std0.2_random_n14.mtx	141000	141000	30949515	0.1557	354.727
synthetic_141000_141000_30949512_avg220_std0.64_random_n14.mtx	141000	141000	30949512	0.1557	354.727
synthetic_141000_141000_30949435_avg220_std0.84_random_n14.mtx	141000	141000	30949435	0.1557	354.726
synthetic_141000_141000_30949294_avg220_std1.6_random_n14.mtx	141000	141000	30949294	0.1557	354.724
synthetic_141000_141000_30949040_avg220_std2.25_random_n14.mtx	141000	141000	30949040	0.1557	354.722
synthetic_141000_141000_30949082_avg220_std2.5_random_n14.mtx	141000	141000	30949082	0.1557	354.722
synthetic_141000_141000_30949030_avg220_std3_random_n14.mtx	141000	141000	30949030	0.1557	354.721
synthetic_141000_141000_30948247_avg220_std8_random_n14.mtx	141000	141000	30948247	0.1557	354.712
synthetic_141000_141000_30947656_avg220_std13_random_n14.mtx	141000	141000	30947656	0.1557	354.706
synthetic_141000_141000_31497434_avg220_std125_random_n14.mtx	141000	141000	31497434	0.1584	360.997
synthetic_161000_161000_35339454_avg220_std0.02_random_n14.mtx	161000	161000	35339454	0.1363	405.042
synthetic_161000_161000_35339454_avg220_std0.2_random_n14.mtx	161000	161000	35339454	0.1363	405.042
synthetic_161000_161000_35339436_avg220_std0.64_random_n14.mtx	161000	161000	35339436	0.1363	405.042
synthetic_161000_161000_35339380_avg220_std0.84_random_n14.mtx	161000	161000	35339380	0.1363	405.041
synthetic_161000_161000_35339253_avg220_std1.6_random_n14.mtx	161000	161000	35339253	0.1363	405.04
synthetic_161000_161000_35338982_avg220_std2.25_random_n14.mtx	161000	161000	35338982	0.1363	405.037
synthetic_161000_161000_35338973_avg220_std2.5_random_n14.mtx	161000	161000	35338973	0.1363	405.037
synthetic_161000_161000_35338925_avg220_std3_random_n14.mtx	161000	161000	35338925	0.1363	405.036
synthetic_161000_161000_35338193_avg220_std8_random_n14.mtx	161000	161000	35338193	0.1363	405.028
synthetic_161000_161000_35337661_avg220_std13_random_n14.mtx	161000	161000	35337661	0.1363	405.022
synthetic_161000_161000_35970425_avg220_std125_random_n14.mtx	161000	161000	35970425	0.1388	412.263
synthetic_171000_171000_22644684_avg105_std125_random_n14.mtx	171000	171000	22644684	0.0774	259.8
synthetic_171000_171000_37534470_avg220_std0.02_random_n14.mtx	171000	171000	37534470	0.1284	430.2
synthetic_171000_171000_37534470_avg220_std0.2_random_n14.mtx	171000	171000	37534470	0.1284	430.2
synthetic_171000_171000_37534453_avg220_std0.64_random_n14.mtx	171000	171000	37534453	0.1284	430.2
synthetic_171000_171000_37534393_avg220_std0.84_random_n14.mtx	171000	171000	37534393	0.1284	430.199
synthetic_171000_171000_37534328_avg220_std1.6_random_n14.mtx	171000	171000	37534328	0.1284	430.199
synthetic_171000_171000_37534006_avg220_std2.25_random_n14.mtx	171000	171000	37534006	0.1284	430.195
synthetic_171000_171000_37534045_avg220_std2.5_random_n14.mtx	171000	171000	37534045	0.1284	430.195
synthetic_171000_171000_37534005_avg220_std3_random_n14.mtx	171000	171000	37534005	0.1284	430.195
synthetic_171000_171000_37533453_avg220_std8_random_n14.mtx	171000	171000	37533453	0.1284	430.189
synthetic_171000_171000_37533027_avg220_std13_random_n14.mtx	171000	171000	37533027	0.1284	430.184
synthetic_171000_171000_38211600_avg220_std125_random_n14.mtx	171000	171000	38211600	0.1307	437.949
synthetic_186000_186000_24635913_avg105_std125_random_n14.mtx	186000	186000	24635913	0.0712	282.645
synthetic_186000_186000_40827024_avg220_std0.02_random_n14.mtx	186000	186000	40827024	0.118	467.938
synthetic_186000_186000_40827024_avg220_std0.2_random_n14.mtx	186000	186000	40827024	0.118	467.938
synthetic_186000_186000_40827047_avg220_std0.64_random_n14.mtx	186000	186000	40827047	0.118	467.938
synthetic_186000_186000_40826933_avg220_std0.84_random_n14.mtx	186000	186000	40826933	0.118	467.937
synthetic_186000_186000_40826868_avg220_std1.6_random_n14.mtx	186000	186000	40826868	0.118	467.936
synthetic_186000_186000_40826523_avg220_std2.25_random_n14.mtx	186000	186000	40826523	0.118	467.932
synthetic_186000_186000_40826634_avg220_std2.5_random_n14.mtx	186000	186000	40826634	0.118	467.933
synthetic_186000_186000_40826609_avg220_std3_random_n14.mtx	186000	186000	40826609	0.118	467.933
synthetic_186000_186000_40826195_avg220_std8_random_n14.mtx	186000	186000	40826195	0.118	467.928
synthetic_186000_186000_40825863_avg220_std13_random_n14.mtx	186000	186000	40825863	0.118	467.924
synthetic_186000_186000_41566045_avg220_std125_random_n14.mtx	186000	186000	41566045	0.1201	476.395
synthetic_207000_207000_23656505_avg70_std125_random_n14.mtx	207000	207000	23656505	0.0552	271.517
synthetic_207000_207000_27392790_avg105_std125_random_n14.mtx	207000	207000	27392790	0.0639	314.275
synthetic_218000_218000_22980712_avg45_std125_random_n14.mtx	218000	218000	22980712	0.0484	263.825
synthetic_218000_218000_24909957_avg70_std125_random_n14.mtx	218000	218000	24909957	0.0524	285.903
synthetic_218000_218000_22780969_avg105_std0.02_random_n14.mtx	218000	218000	22780969	0.0479	261.539
synthetic_218000_218000_22780969_avg105_std0.2_random_n14.mtx	218000	218000	22780969	0.0479	261.539
synthetic_218000_218000_22780947_avg105_std0.64_random_n14.mtx	218000	218000	22780947	0.0479	261.539
synthetic_218000_218000_22780911_avg105_std0.84_random_n14.mtx	218000	218000	22780911	0.0479	261.538
synthetic_218000_218000_22780664_avg105_std1.6_random_n14.mtx	218000	218000	22780664	0.0479	261.536
synthetic_218000_218000_22780409_avg105_std2.25_random_n14.mtx	218000	218000	22780409	0.0479	261.533
synthetic_218000_218000_22780462_avg105_std2.5_random_n14.mtx	218000	218000	22780462	0.0479	261.533
synthetic_218000_218000_22780476_avg105_std3_random_n14.mtx	218000	218000	22780476	0.0479	261.533
synthetic_218000_218000_22779605_avg105_std8_random_n14.mtx	218000	218000	22779605	0.0479	261.523
synthetic_218000_218000_22779005_avg105_std13_random_n14.mtx	218000	218000	22779005	0.0479	261.517
synthetic_218000_218000_28844760_avg105_std125_random_n14.mtx	218000	218000	28844760	0.0607	330.934
synthetic_268000_268000_26558161_avg3.1_std125_random_n14.mtx	268000	268000	26558161	0.037	304.956
synthetic_268000_268000_26563950_avg4_std125_random_n14.mtx	268000	268000	26563950	0.037	305.023
synthetic_268000_268000_26581785_avg6_std125_random_n14.mtx	268000	268000	26581785	0.037	305.227
synthetic_268000_268000_26637869_avg10_std125_random_n14.mtx	268000	268000	26637869	0.0371	305.869
synthetic_268000_268000_26896372_avg20_std125_random_n14.mtx	268000	268000	26896372	0.0374	308.827
synthetic_268000_268000_28276568_avg45_std125_random_n14.mtx	268000	268000	28276568	0.0394	324.622
synthetic_268000_268000_30650695_avg70_std125_random_n14.mtx	268000	268000	30650695	0.0427	351.792
synthetic_268000_268000_28006098_avg105_std0.02_random_n14.mtx	268000	268000	28006098	0.039	321.527
