filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_4000_4000_10397986_avg2600_std0.02_random_g14.mtx	4000	4000	10397986	64.9874	119.011
synthetic_4000_4000_10397986_avg2600_std0.2_random_g14.mtx	4000	4000	10397986	64.9874	119.011
synthetic_4000_4000_10397960_avg2600_std0.64_random_g14.mtx	4000	4000	10397960	64.9872	119.01
synthetic_4000_4000_10397926_avg2600_std0.84_random_g14.mtx	4000	4000	10397926	64.987	119.01
synthetic_4000_4000_10397836_avg2600_std1.6_random_g14.mtx	4000	4000	10397836	64.9865	119.009
synthetic_4000_4000_10397783_avg2600_std2.25_random_g14.mtx	4000	4000	10397783	64.9861	119.008
synthetic_4000_4000_10397728_avg2600_std2.5_random_g14.mtx	4000	4000	10397728	64.9858	119.008
synthetic_4000_4000_10397687_avg2600_std3_random_g14.mtx	4000	4000	10397687	64.9855	119.007
synthetic_4000_4000_10397168_avg2600_std8_random_g14.mtx	4000	4000	10397168	64.9823	119.001
synthetic_4000_4000_10396605_avg2600_std13_random_g14.mtx	4000	4000	10396605	64.9788	118.995
synthetic_4000_4000_10385410_avg2600_std125_random_g14.mtx	4000	4000	10385410	64.9088	118.867
synthetic_21000_21000_8809564_avg420_std0.02_random_g14.mtx	21000	21000	8809564	1.9976	100.898
synthetic_21000_21000_8809564_avg420_std0.2_random_g14.mtx	21000	21000	8809564	1.9976	100.898
synthetic_21000_21000_8809545_avg420_std0.64_random_g14.mtx	21000	21000	8809545	1.9976	100.897
synthetic_21000_21000_8809490_avg420_std0.84_random_g14.mtx	21000	21000	8809490	1.9976	100.897
synthetic_21000_21000_8809538_avg420_std1.6_random_g14.mtx	21000	21000	8809538	1.9976	100.897
synthetic_21000_21000_8809557_avg420_std2.25_random_g14.mtx	21000	21000	8809557	1.9976	100.897
synthetic_21000_21000_8809572_avg420_std2.5_random_g14.mtx	21000	21000	8809572	1.9976	100.898
synthetic_21000_21000_8809600_avg420_std3_random_g14.mtx	21000	21000	8809600	1.9976	100.898
synthetic_21000_21000_8809753_avg420_std8_random_g14.mtx	21000	21000	8809753	1.9977	100.9
