filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_38000_38000_15941037_avg420_std0.02_random_n14.mtx	38000	38000	15941037	1.1039	182.576
synthetic_38000_38000_15941037_avg420_std0.2_random_n14.mtx	38000	38000	15941037	1.1039	182.576
synthetic_38000_38000_15941092_avg420_std0.64_random_n14.mtx	38000	38000	15941092	1.104	182.576
synthetic_38000_38000_15941008_avg420_std0.84_random_n14.mtx	38000	38000	15941008	1.1039	182.575
synthetic_38000_38000_15940927_avg420_std1.6_random_n14.mtx	38000	38000	15940927	1.1039	182.574
synthetic_38000_38000_15940879_avg420_std2.25_random_n14.mtx	38000	38000	15940879	1.1039	182.574
synthetic_38000_38000_15940963_avg420_std2.5_random_n14.mtx	38000	38000	15940963	1.1039	182.575
synthetic_38000_38000_15940922_avg420_std3_random_n14.mtx	38000	38000	15940922	1.1039	182.574
synthetic_38000_38000_15940724_avg420_std8_random_n14.mtx	38000	38000	15940724	1.1039	182.572
synthetic_38000_38000_15940509_avg420_std13_random_n14.mtx	38000	38000	15940509	1.1039	182.57
synthetic_38000_38000_15937139_avg420_std125_random_n14.mtx	38000	38000	15937139	1.1037	182.531
synthetic_47000_47000_19716530_avg420_std0.02_random_n14.mtx	47000	47000	19716530	0.8926	225.817
synthetic_47000_47000_19716530_avg420_std0.2_random_n14.mtx	47000	47000	19716530	0.8926	225.817
synthetic_47000_47000_19716579_avg420_std0.64_random_n14.mtx	47000	47000	19716579	0.8926	225.818
synthetic_47000_47000_19716523_avg420_std0.84_random_n14.mtx	47000	47000	19716523	0.8926	225.817
synthetic_47000_47000_19716500_avg420_std1.6_random_n14.mtx	47000	47000	19716500	0.8926	225.817
synthetic_47000_47000_19716376_avg420_std2.25_random_n14.mtx	47000	47000	19716376	0.8925	225.815
synthetic_47000_47000_19716497_avg420_std2.5_random_n14.mtx	47000	47000	19716497	0.8926	225.817
synthetic_47000_47000_19716480_avg420_std3_random_n14.mtx	47000	47000	19716480	0.8926	225.817
synthetic_47000_47000_19716349_avg420_std8_random_n14.mtx	47000	47000	19716349	0.8925	225.815
synthetic_47000_47000_19716285_avg420_std13_random_n14.mtx	47000	47000	19716285	0.8925	225.814
synthetic_47000_47000_19715544_avg420_std125_random_n14.mtx	47000	47000	19715544	0.8925	225.806
synthetic_64000_64000_14047993_avg220_std0.02_random_n14.mtx	64000	64000	14047993	0.343	161.011
synthetic_64000_64000_14047993_avg220_std0.2_random_n14.mtx	64000	64000	14047993	0.343	161.011
