filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_21000_21000_4609564_avg220_std0.02_random_g14.mtx	21000	21000	4609564	1.0453	52.832
synthetic_21000_21000_4609563_avg220_std0.2_random_g14.mtx	21000	21000	4609563	1.0453	52.832
synthetic_21000_21000_4609543_avg220_std0.64_random_g14.mtx	21000	21000	4609543	1.0452	52.832
synthetic_21000_21000_4609486_avg220_std0.84_random_g14.mtx	21000	21000	4609486	1.0452	52.831
synthetic_21000_21000_4609533_avg220_std1.6_random_g14.mtx	21000	21000	4609533	1.0452	52.832
synthetic_21000_21000_4609563_avg220_std2.25_random_g14.mtx	21000	21000	4609563	1.0453	52.832
synthetic_21000_21000_4609562_avg220_std2.5_random_g14.mtx	21000	21000	4609562	1.0453	52.832
synthetic_21000_21000_4609573_avg220_std3_random_g14.mtx	21000	21000	4609573	1.0453	52.832
synthetic_21000_21000_4609787_avg220_std8_random_g14.mtx	21000	21000	4609787	1.0453	52.835
synthetic_21000_21000_4609992_avg220_std13_random_g14.mtx	21000	21000	4609992	1.0453	52.837
synthetic_21000_21000_4610999_avg220_std125_random_g14.mtx	21000	21000	4610999	1.0456	52.849
synthetic_38000_38000_3970978_avg105_std0.02_random_g14.mtx	38000	38000	3970978	0.275	45.589
synthetic_38000_38000_3970971_avg105_std0.2_random_g14.mtx	38000	38000	3970971	0.275	45.589
synthetic_38000_38000_3970960_avg105_std0.64_random_g14.mtx	38000	38000	3970960	0.275	45.589
synthetic_38000_38000_3970881_avg105_std0.84_random_g14.mtx	38000	38000	3970881	0.275	45.588
synthetic_38000_38000_3970951_avg105_std1.6_random_g14.mtx	38000	38000	3970951	0.275	45.589
synthetic_38000_38000_3970871_avg105_std2.25_random_g14.mtx	38000	38000	3970871	0.275	45.588
synthetic_38000_38000_3970821_avg105_std2.5_random_g14.mtx	38000	38000	3970821	0.275	45.587
synthetic_38000_38000_3970848_avg105_std3_random_g14.mtx	38000	38000	3970848	0.275	45.588
synthetic_38000_38000_3970605_avg105_std8_random_g14.mtx	38000	38000	3970605	0.275	45.585
synthetic_38000_38000_3970515_avg105_std13_random_g14.mtx	38000	38000	3970515	0.275	45.584
synthetic_38000_38000_3963602_avg105_std125_random_g14.mtx	38000	38000	3963602	0.2745	45.505
synthetic_47000_47000_3266464_avg70_std0.02_random_g14.mtx	47000	47000	3266464	0.1479	37.561
synthetic_47000_47000_3266451_avg70_std0.2_random_g14.mtx	47000	47000	3266451	0.1479	37.561
