filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_21000_21000_2088323_avg3.1_std125_random_n14.mtx	21000	21000	2088323	0.4735	16.013
synthetic_21000_21000_2088908_avg4_std125_random_n14.mtx	21000	21000	2088908	0.4737	16.017
synthetic_21000_21000_2090451_avg6_std125_random_n14.mtx	21000	21000	2090451	0.474	16.029
synthetic_21000_21000_2095077_avg10_std125_random_n14.mtx	21000	21000	2095077	0.4751	16.064
synthetic_21000_21000_2115839_avg20_std125_random_n14.mtx	21000	21000	2115839	0.4798	16.223
synthetic_21000_21000_2224438_avg45_std125_random_n14.mtx	21000	21000	2224438	0.5044	17.051
synthetic_21000_21000_2408530_avg70_std125_random_n14.mtx	21000	21000	2408530	0.5462	18.456
synthetic_21000_21000_2194547_avg105_std0.02_random_n14.mtx	21000	21000	2194547	0.4976	16.823
synthetic_21000_21000_2194547_avg105_std0.2_random_n14.mtx	21000	21000	2194547	0.4976	16.823
synthetic_21000_21000_2194570_avg105_std0.64_random_n14.mtx	21000	21000	2194570	0.4976	16.823
synthetic_21000_21000_2194579_avg105_std0.84_random_n14.mtx	21000	21000	2194579	0.4976	16.823
synthetic_21000_21000_2194545_avg105_std1.6_random_n14.mtx	21000	21000	2194545	0.4976	16.823
synthetic_21000_21000_2194569_avg105_std2.25_random_n14.mtx	21000	21000	2194569	0.4976	16.823
synthetic_21000_21000_2194618_avg105_std2.5_random_n14.mtx	21000	21000	2194618	0.4976	16.824
synthetic_21000_21000_2194680_avg105_std3_random_n14.mtx	21000	21000	2194680	0.4977	16.824
synthetic_21000_21000_2194874_avg105_std8_random_n14.mtx	21000	21000	2194874	0.4977	16.826
synthetic_21000_21000_2195033_avg105_std13_random_n14.mtx	21000	21000	2195033	0.4977	16.827
synthetic_21000_21000_2783601_avg105_std125_random_n14.mtx	21000	21000	2783601	0.6312	21.317
synthetic_38000_38000_3776274_avg3.1_std125_random_n14.mtx	38000	38000	3776274	0.2615	28.956
synthetic_38000_38000_3777245_avg4_std125_random_n14.mtx	38000	38000	3777245	0.2616	28.963
synthetic_38000_38000_3779887_avg6_std125_random_n14.mtx	38000	38000	3779887	0.2618	28.983
synthetic_38000_38000_3788129_avg10_std125_random_n14.mtx	38000	38000	3788129	0.2623	29.046
synthetic_38000_38000_3825157_avg20_std125_random_n14.mtx	38000	38000	3825157	0.2649	29.329
synthetic_38000_38000_4018195_avg45_std125_random_n14.mtx	38000	38000	4018195	0.2783	30.801
synthetic_38000_38000_2641037_avg70_std0.02_random_n14.mtx	38000	38000	2641037	0.1829	20.294
synthetic_38000_38000_2641037_avg70_std0.2_random_n14.mtx	38000	38000	2641037	0.1829	20.294
synthetic_38000_38000_2641092_avg70_std0.64_random_n14.mtx	38000	38000	2641092	0.1829	20.295
synthetic_38000_38000_2641008_avg70_std0.84_random_n14.mtx	38000	38000	2641008	0.1829	20.294
synthetic_38000_38000_2640927_avg70_std1.6_random_n14.mtx	38000	38000	2640927	0.1829	20.294
synthetic_38000_38000_2640879_avg70_std2.25_random_n14.mtx	38000	38000	2640879	0.1829	20.293
synthetic_38000_38000_2640963_avg70_std2.5_random_n14.mtx	38000	38000	2640963	0.1829	20.294
synthetic_38000_38000_2640922_avg70_std3_random_n14.mtx	38000	38000	2640922	0.1829	20.294
synthetic_38000_38000_2640724_avg70_std8_random_n14.mtx	38000	38000	2640724	0.1829	20.292
synthetic_38000_38000_2640509_avg70_std13_random_n14.mtx	38000	38000	2640509	0.1829	20.29
synthetic_38000_38000_3971037_avg105_std0.02_random_n14.mtx	38000	38000	3971037	0.275	30.442
synthetic_38000_38000_3971037_avg105_std0.2_random_n14.mtx	38000	38000	3971037	0.275	30.442
synthetic_38000_38000_3971092_avg105_std0.64_random_n14.mtx	38000	38000	3971092	0.275	30.442
synthetic_38000_38000_3971008_avg105_std0.84_random_n14.mtx	38000	38000	3971008	0.275	30.441
synthetic_38000_38000_3970927_avg105_std1.6_random_n14.mtx	38000	38000	3970927	0.275	30.441
synthetic_38000_38000_3970879_avg105_std2.25_random_n14.mtx	38000	38000	3970879	0.275	30.44
synthetic_38000_38000_3970963_avg105_std2.5_random_n14.mtx	38000	38000	3970963	0.275	30.441
synthetic_38000_38000_3970922_avg105_std3_random_n14.mtx	38000	38000	3970922	0.275	30.441
synthetic_38000_38000_3970724_avg105_std8_random_n14.mtx	38000	38000	3970724	0.275	30.439
synthetic_38000_38000_3970509_avg105_std13_random_n14.mtx	38000	38000	3970509	0.275	30.438
synthetic_47000_47000_2091530_avg45_std0.02_random_n14.mtx	47000	47000	2091530	0.0947	16.136
synthetic_47000_47000_2091530_avg45_std0.2_random_n14.mtx	47000	47000	2091530	0.0947	16.136
synthetic_47000_47000_2091579_avg45_std0.64_random_n14.mtx	47000	47000	2091579	0.0947	16.137
synthetic_47000_47000_2091523_avg45_std0.84_random_n14.mtx	47000	47000	2091523	0.0947	16.136
synthetic_47000_47000_2091500_avg45_std1.6_random_n14.mtx	47000	47000	2091500	0.0947	16.136
synthetic_47000_47000_2091376_avg45_std2.25_random_n14.mtx	47000	47000	2091376	0.0947	16.135
synthetic_47000_47000_2091497_avg45_std2.5_random_n14.mtx	47000	47000	2091497	0.0947	16.136
synthetic_47000_47000_2091480_avg45_std3_random_n14.mtx	47000	47000	2091480	0.0947	16.136
synthetic_47000_47000_2091349_avg45_std8_random_n14.mtx	47000	47000	2091349	0.0947	16.135
synthetic_47000_47000_2091354_avg45_std13_random_n14.mtx	47000	47000	2091354	0.0947	16.135
synthetic_47000_47000_3266530_avg70_std0.02_random_n14.mtx	47000	47000	3266530	0.1479	25.101
synthetic_47000_47000_3266530_avg70_std0.2_random_n14.mtx	47000	47000	3266530	0.1479	25.101
synthetic_47000_47000_3266579_avg70_std0.64_random_n14.mtx	47000	47000	3266579	0.1479	25.101
synthetic_47000_47000_3266523_avg70_std0.84_random_n14.mtx	47000	47000	3266523	0.1479	25.101
synthetic_47000_47000_3266500_avg70_std1.6_random_n14.mtx	47000	47000	3266500	0.1479	25.101
synthetic_47000_47000_3266376_avg70_std2.25_random_n14.mtx	47000	47000	3266376	0.1479	25.1
synthetic_47000_47000_3266497_avg70_std2.5_random_n14.mtx	47000	47000	3266497	0.1479	25.101
synthetic_47000_47000_3266480_avg70_std3_random_n14.mtx	47000	47000	3266480	0.1479	25.101
synthetic_47000_47000_3266349_avg70_std8_random_n14.mtx	47000	47000	3266349	0.1479	25.1
synthetic_47000_47000_3266285_avg70_std13_random_n14.mtx	47000	47000	3266285	0.1479	25.099
synthetic_64000_64000_2847993_avg45_std0.02_random_n14.mtx	64000	64000	2847993	0.0695	21.973
synthetic_64000_64000_2847993_avg45_std0.2_random_n14.mtx	64000	64000	2847993	0.0695	21.973
synthetic_64000_64000_2848108_avg45_std0.64_random_n14.mtx	64000	64000	2848108	0.0695	21.973
synthetic_64000_64000_2847983_avg45_std0.84_random_n14.mtx	64000	64000	2847983	0.0695	21.973
synthetic_64000_64000_2847973_avg45_std1.6_random_n14.mtx	64000	64000	2847973	0.0695	21.972
synthetic_64000_64000_2847847_avg45_std2.25_random_n14.mtx	64000	64000	2847847	0.0695	21.971
synthetic_64000_64000_2847877_avg45_std2.5_random_n14.mtx	64000	64000	2847877	0.0695	21.972
synthetic_64000_64000_2847865_avg45_std3_random_n14.mtx	64000	64000	2847865	0.0695	21.972
synthetic_64000_64000_2847578_avg45_std8_random_n14.mtx	64000	64000	2847578	0.0695	21.969
synthetic_64000_64000_2847517_avg45_std13_random_n14.mtx	64000	64000	2847517	0.0695	21.969
synthetic_68000_68000_3026027_avg45_std0.02_random_n14.mtx	68000	68000	3026027	0.0654	23.346
synthetic_68000_68000_3026027_avg45_std0.2_random_n14.mtx	68000	68000	3026027	0.0654	23.346
synthetic_68000_68000_3026140_avg45_std0.64_random_n14.mtx	68000	68000	3026140	0.0654	23.347
synthetic_68000_68000_3026029_avg45_std0.84_random_n14.mtx	68000	68000	3026029	0.0654	23.346
synthetic_68000_68000_3026083_avg45_std1.6_random_n14.mtx	68000	68000	3026083	0.0654	23.347
synthetic_68000_68000_3026009_avg45_std2.25_random_n14.mtx	68000	68000	3026009	0.0654	23.346
synthetic_68000_68000_3026022_avg45_std2.5_random_n14.mtx	68000	68000	3026022	0.0654	23.346
synthetic_68000_68000_3026089_avg45_std3_random_n14.mtx	68000	68000	3026089	0.0654	23.347
synthetic_68000_68000_3026162_avg45_std8_random_n14.mtx	68000	68000	3026162	0.0654	23.347
synthetic_68000_68000_3026411_avg45_std13_random_n14.mtx	68000	68000	3026411	0.0655	23.349
synthetic_83000_83000_3693499_avg45_std0.02_random_n14.mtx	83000	83000	3693499	0.0536	28.496
synthetic_83000_83000_3693499_avg45_std0.2_random_n14.mtx	83000	83000	3693499	0.0536	28.496
synthetic_83000_83000_3693598_avg45_std0.64_random_n14.mtx	83000	83000	3693598	0.0536	28.497
synthetic_83000_83000_3693438_avg45_std0.84_random_n14.mtx	83000	83000	3693438	0.0536	28.495
synthetic_83000_83000_3693461_avg45_std1.6_random_n14.mtx	83000	83000	3693461	0.0536	28.495
synthetic_83000_83000_3693356_avg45_std2.25_random_n14.mtx	83000	83000	3693356	0.0536	28.495
synthetic_83000_83000_3693334_avg45_std2.5_random_n14.mtx	83000	83000	3693334	0.0536	28.495
synthetic_83000_83000_3693430_avg45_std3_random_n14.mtx	83000	83000	3693430	0.0536	28.495
synthetic_83000_83000_3693146_avg45_std8_random_n14.mtx	83000	83000	3693146	0.0536	28.493
synthetic_83000_83000_3693161_avg45_std13_random_n14.mtx	83000	83000	3693161	0.0536	28.493
synthetic_121000_121000_2359459_avg20_std0.02_random_n14.mtx	121000	121000	2359459	0.0161	18.463
synthetic_121000_121000_2359459_avg20_std0.2_random_n14.mtx	121000	121000	2359459	0.0161	18.463
synthetic_121000_121000_2359457_avg20_std0.64_random_n14.mtx	121000	121000	2359457	0.0161	18.463
synthetic_121000_121000_2359291_avg20_std0.84_random_n14.mtx	121000	121000	2359291	0.0161	18.462
synthetic_121000_121000_2359119_avg20_std1.6_random_n14.mtx	121000	121000	2359119	0.0161	18.46
synthetic_121000_121000_2358865_avg20_std2.25_random_n14.mtx	121000	121000	2358865	0.0161	18.458
synthetic_121000_121000_2358853_avg20_std2.5_random_n14.mtx	121000	121000	2358853	0.0161	18.458
synthetic_121000_121000_2358873_avg20_std3_random_n14.mtx	121000	121000	2358873	0.0161	18.458
synthetic_121000_121000_2361908_avg20_std8_random_n14.mtx	121000	121000	2361908	0.0161	18.482
synthetic_121000_121000_2442348_avg20_std13_random_n14.mtx	121000	121000	2442348	0.0167	19.095
