filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_47000_47000_19716464_avg420_std0.02_random_g14.mtx	47000	47000	19716464	0.8926	150.604
synthetic_47000_47000_19716464_avg420_std0.2_random_g14.mtx	47000	47000	19716464	0.8926	150.604
synthetic_47000_47000_19716460_avg420_std0.64_random_g14.mtx	47000	47000	19716460	0.8926	150.604
synthetic_47000_47000_19716310_avg420_std0.84_random_g14.mtx	47000	47000	19716310	0.8925	150.603
synthetic_47000_47000_19716326_avg420_std1.6_random_g14.mtx	47000	47000	19716326	0.8925	150.603
synthetic_47000_47000_19716261_avg420_std2.25_random_g14.mtx	47000	47000	19716261	0.8925	150.602
synthetic_47000_47000_19716163_avg420_std2.5_random_g14.mtx	47000	47000	19716163	0.8925	150.602
synthetic_47000_47000_19716273_avg420_std3_random_g14.mtx	47000	47000	19716273	0.8925	150.603
synthetic_47000_47000_19715729_avg420_std8_random_g14.mtx	47000	47000	19715729	0.8925	150.598
synthetic_47000_47000_19715286_avg420_std13_random_g14.mtx	47000	47000	19715286	0.8925	150.595
synthetic_47000_47000_19707342_avg420_std125_random_g14.mtx	47000	47000	19707342	0.8921	150.534
synthetic_64000_64000_26847995_avg420_std0.02_random_g14.mtx	64000	64000	26847995	0.6555	205.078
synthetic_64000_64000_26847994_avg420_std0.2_random_g14.mtx	64000	64000	26847994	0.6555	205.078
synthetic_64000_64000_26848014_avg420_std0.64_random_g14.mtx	64000	64000	26848014	0.6555	205.078
synthetic_64000_64000_26847868_avg420_std0.84_random_g14.mtx	64000	64000	26847868	0.6555	205.077
synthetic_64000_64000_26847920_avg420_std1.6_random_g14.mtx	64000	64000	26847920	0.6555	205.078
synthetic_64000_64000_26847902_avg420_std2.25_random_g14.mtx	64000	64000	26847902	0.6555	205.077
synthetic_64000_64000_26847908_avg420_std2.5_random_g14.mtx	64000	64000	26847908	0.6555	205.077
synthetic_64000_64000_26848036_avg420_std3_random_g14.mtx	64000	64000	26848036	0.6555	205.078
synthetic_64000_64000_26847990_avg420_std8_random_g14.mtx	64000	64000	26847990	0.6555	205.078
synthetic_64000_64000_26847962_avg420_std13_random_g14.mtx	64000	64000	26847962	0.6555	205.078
synthetic_64000_64000_26849414_avg420_std125_random_g14.mtx	64000	64000	26849414	0.6555	205.089
synthetic_68000_68000_28525953_avg420_std0.02_random_g14.mtx	68000	68000	28525953	0.6169	217.895
synthetic_68000_68000_28525952_avg420_std0.2_random_g14.mtx	68000	68000	28525952	0.6169	217.895
synthetic_68000_68000_28525943_avg420_std0.64_random_g14.mtx	68000	68000	28525943	0.6169	217.895
synthetic_68000_68000_28525794_avg420_std0.84_random_g14.mtx	68000	68000	28525794	0.6169	217.894
synthetic_68000_68000_28525797_avg420_std1.6_random_g14.mtx	68000	68000	28525797	0.6169	217.894
synthetic_68000_68000_28525693_avg420_std2.25_random_g14.mtx	68000	68000	28525693	0.6169	217.893
synthetic_68000_68000_28525713_avg420_std2.5_random_g14.mtx	68000	68000	28525713	0.6169	217.893
synthetic_68000_68000_28525785_avg420_std3_random_g14.mtx	68000	68000	28525785	0.6169	217.894
synthetic_68000_68000_28525373_avg420_std8_random_g14.mtx	68000	68000	28525373	0.6169	217.891
synthetic_68000_68000_28524964_avg420_std13_random_g14.mtx	68000	68000	28524964	0.6169	217.888
synthetic_68000_68000_28522001_avg420_std125_random_g14.mtx	68000	68000	28522001	0.6168	217.865
synthetic_83000_83000_18218499_avg220_std0.02_random_g14.mtx	83000	83000	18218499	0.2645	139.313
synthetic_83000_83000_18218494_avg220_std0.2_random_g14.mtx	83000	83000	18218494	0.2645	139.313
synthetic_83000_83000_18218505_avg220_std0.64_random_g14.mtx	83000	83000	18218505	0.2645	139.313
synthetic_83000_83000_18218394_avg220_std0.84_random_g14.mtx	83000	83000	18218394	0.2645	139.312
synthetic_83000_83000_18218402_avg220_std1.6_random_g14.mtx	83000	83000	18218402	0.2645	139.312
synthetic_83000_83000_18218366_avg220_std2.25_random_g14.mtx	83000	83000	18218366	0.2645	139.312
synthetic_83000_83000_18218431_avg220_std2.5_random_g14.mtx	83000	83000	18218431	0.2645	139.312
synthetic_83000_83000_18218440_avg220_std3_random_g14.mtx	83000	83000	18218440	0.2645	139.312
synthetic_83000_83000_18218357_avg220_std8_random_g14.mtx	83000	83000	18218357	0.2645	139.312
synthetic_83000_83000_18218324_avg220_std13_random_g14.mtx	83000	83000	18218324	0.2645	139.311
synthetic_83000_83000_18225990_avg220_std125_random_g14.mtx	83000	83000	18225990	0.2646	139.37
synthetic_121000_121000_26559550_avg220_std0.02_random_g14.mtx	121000	121000	26559550	0.1814	203.095
synthetic_121000_121000_26559542_avg220_std0.2_random_g14.mtx	121000	121000	26559542	0.1814	203.095
