filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_21000_21000_4609547_avg220_std0.02_random_n14.mtx	21000	21000	4609547	1.0452	35.248
synthetic_21000_21000_4609547_avg220_std0.2_random_n14.mtx	21000	21000	4609547	1.0452	35.248
synthetic_21000_21000_4609570_avg220_std0.64_random_n14.mtx	21000	21000	4609570	1.0453	35.248
synthetic_21000_21000_4609579_avg220_std0.84_random_n14.mtx	21000	21000	4609579	1.0453	35.248
synthetic_21000_21000_4609545_avg220_std1.6_random_n14.mtx	21000	21000	4609545	1.0452	35.248
synthetic_21000_21000_4609569_avg220_std2.25_random_n14.mtx	21000	21000	4609569	1.0453	35.248
synthetic_21000_21000_4609618_avg220_std2.5_random_n14.mtx	21000	21000	4609618	1.0453	35.249
synthetic_21000_21000_4609680_avg220_std3_random_n14.mtx	21000	21000	4609680	1.0453	35.249
synthetic_21000_21000_4609874_avg220_std8_random_n14.mtx	21000	21000	4609874	1.0453	35.251
synthetic_21000_21000_4610033_avg220_std13_random_n14.mtx	21000	21000	4610033	1.0454	35.252
synthetic_21000_21000_4699630_avg220_std125_random_n14.mtx	21000	21000	4699630	1.0657	35.935
synthetic_38000_38000_4349990_avg70_std125_random_n14.mtx	38000	38000	4349990	0.3012	33.333
synthetic_38000_38000_5028931_avg105_std125_random_n14.mtx	38000	38000	5028931	0.3483	38.513
synthetic_38000_38000_8341037_avg220_std0.02_random_n14.mtx	38000	38000	8341037	0.5776	63.782
synthetic_38000_38000_8341037_avg220_std0.2_random_n14.mtx	38000	38000	8341037	0.5776	63.782
synthetic_38000_38000_8341092_avg220_std0.64_random_n14.mtx	38000	38000	8341092	0.5776	63.782
synthetic_38000_38000_8341008_avg220_std0.84_random_n14.mtx	38000	38000	8341008	0.5776	63.782
synthetic_38000_38000_8340927_avg220_std1.6_random_n14.mtx	38000	38000	8340927	0.5776	63.781
synthetic_38000_38000_8340879_avg220_std2.25_random_n14.mtx	38000	38000	8340879	0.5776	63.781
synthetic_38000_38000_8340963_avg220_std2.5_random_n14.mtx	38000	38000	8340963	0.5776	63.781
synthetic_38000_38000_8340922_avg220_std3_random_n14.mtx	38000	38000	8340922	0.5776	63.781
synthetic_38000_38000_8340724_avg220_std8_random_n14.mtx	38000	38000	8340724	0.5776	63.78
synthetic_38000_38000_8340509_avg220_std13_random_n14.mtx	38000	38000	8340509	0.5776	63.778
synthetic_47000_47000_4666997_avg3.1_std125_random_n14.mtx	47000	47000	4666997	0.2113	35.786
synthetic_47000_47000_4668122_avg4_std125_random_n14.mtx	47000	47000	4668122	0.2113	35.794
synthetic_47000_47000_4671317_avg6_std125_random_n14.mtx	47000	47000	4671317	0.2115	35.819
synthetic_47000_47000_4681386_avg10_std125_random_n14.mtx	47000	47000	4681386	0.2119	35.895
synthetic_47000_47000_4726588_avg20_std125_random_n14.mtx	47000	47000	4726588	0.214	36.24
synthetic_47000_47000_4964339_avg45_std125_random_n14.mtx	47000	47000	4964339	0.2247	38.054
synthetic_47000_47000_5375190_avg70_std125_random_n14.mtx	47000	47000	5375190	0.2433	41.189
synthetic_47000_47000_4911530_avg105_std0.02_random_n14.mtx	47000	47000	4911530	0.2223	37.651
synthetic_47000_47000_4911530_avg105_std0.2_random_n14.mtx	47000	47000	4911530	0.2223	37.651
synthetic_47000_47000_4911579_avg105_std0.64_random_n14.mtx	47000	47000	4911579	0.2223	37.652
synthetic_47000_47000_4911523_avg105_std0.84_random_n14.mtx	47000	47000	4911523	0.2223	37.651
synthetic_47000_47000_4911500_avg105_std1.6_random_n14.mtx	47000	47000	4911500	0.2223	37.651
synthetic_47000_47000_4911376_avg105_std2.25_random_n14.mtx	47000	47000	4911376	0.2223	37.65
synthetic_47000_47000_4911497_avg105_std2.5_random_n14.mtx	47000	47000	4911497	0.2223	37.651
synthetic_47000_47000_4911480_avg105_std3_random_n14.mtx	47000	47000	4911480	0.2223	37.651
synthetic_47000_47000_4911349_avg105_std8_random_n14.mtx	47000	47000	4911349	0.2223	37.65
synthetic_47000_47000_4911285_avg105_std13_random_n14.mtx	47000	47000	4911285	0.2223	37.649
synthetic_47000_47000_6217977_avg105_std125_random_n14.mtx	47000	47000	6217977	0.2815	47.619
synthetic_64000_64000_6338788_avg3.1_std125_random_n14.mtx	64000	64000	6338788	0.1548	48.605
synthetic_64000_64000_6340216_avg4_std125_random_n14.mtx	64000	64000	6340216	0.1548	48.616
synthetic_64000_64000_6344323_avg6_std125_random_n14.mtx	64000	64000	6344323	0.1549	48.647
synthetic_64000_64000_6357656_avg10_std125_random_n14.mtx	64000	64000	6357656	0.1552	48.749
synthetic_64000_64000_6418359_avg20_std125_random_n14.mtx	64000	64000	6418359	0.1567	49.212
synthetic_64000_64000_6741090_avg45_std125_random_n14.mtx	64000	64000	6741090	0.1646	51.675
synthetic_64000_64000_4447993_avg70_std0.02_random_n14.mtx	64000	64000	4447993	0.1086	34.18
synthetic_64000_64000_4447993_avg70_std0.2_random_n14.mtx	64000	64000	4447993	0.1086	34.18
synthetic_64000_64000_4448108_avg70_std0.64_random_n14.mtx	64000	64000	4448108	0.1086	34.181
synthetic_64000_64000_4447983_avg70_std0.84_random_n14.mtx	64000	64000	4447983	0.1086	34.18
synthetic_64000_64000_4447973_avg70_std1.6_random_n14.mtx	64000	64000	4447973	0.1086	34.179
synthetic_64000_64000_4447847_avg70_std2.25_random_n14.mtx	64000	64000	4447847	0.1086	34.179
synthetic_64000_64000_4447877_avg70_std2.5_random_n14.mtx	64000	64000	4447877	0.1086	34.179
synthetic_64000_64000_4447865_avg70_std3_random_n14.mtx	64000	64000	4447865	0.1086	34.179
synthetic_64000_64000_4447578_avg70_std8_random_n14.mtx	64000	64000	4447578	0.1086	34.176
synthetic_64000_64000_4447404_avg70_std13_random_n14.mtx	64000	64000	4447404	0.1086	34.175
synthetic_64000_64000_7302051_avg70_std125_random_n14.mtx	64000	64000	7302051	0.1783	55.954
synthetic_64000_64000_6687993_avg105_std0.02_random_n14.mtx	64000	64000	6687993	0.1633	51.269
synthetic_64000_64000_6687993_avg105_std0.2_random_n14.mtx	64000	64000	6687993	0.1633	51.269
synthetic_64000_64000_6688108_avg105_std0.64_random_n14.mtx	64000	64000	6688108	0.1633	51.27
synthetic_64000_64000_6687983_avg105_std0.84_random_n14.mtx	64000	64000	6687983	0.1633	51.269
synthetic_64000_64000_6687973_avg105_std1.6_random_n14.mtx	64000	64000	6687973	0.1633	51.269
synthetic_64000_64000_6687847_avg105_std2.25_random_n14.mtx	64000	64000	6687847	0.1633	51.268
synthetic_64000_64000_6687877_avg105_std2.5_random_n14.mtx	64000	64000	6687877	0.1633	51.269
synthetic_64000_64000_6687865_avg105_std3_random_n14.mtx	64000	64000	6687865	0.1633	51.269
synthetic_64000_64000_6687578_avg105_std8_random_n14.mtx	64000	64000	6687578	0.1633	51.266
synthetic_64000_64000_6687404_avg105_std13_random_n14.mtx	64000	64000	6687404	0.1633	51.265
synthetic_68000_68000_6736242_avg3.1_std125_random_n14.mtx	68000	68000	6736242	0.1457	51.653
synthetic_68000_68000_6737837_avg4_std125_random_n14.mtx	68000	68000	6737837	0.1457	51.665
synthetic_68000_68000_6742323_avg6_std125_random_n14.mtx	68000	68000	6742323	0.1458	51.699
synthetic_68000_68000_6756735_avg10_std125_random_n14.mtx	68000	68000	6756735	0.1461	51.809
synthetic_68000_68000_6822255_avg20_std125_random_n14.mtx	68000	68000	6822255	0.1475	52.309
synthetic_68000_68000_7167321_avg45_std125_random_n14.mtx	68000	68000	7167321	0.155	54.942
synthetic_68000_68000_4726027_avg70_std0.02_random_n14.mtx	68000	68000	4726027	0.1022	36.316
synthetic_68000_68000_4726027_avg70_std0.2_random_n14.mtx	68000	68000	4726027	0.1022	36.316
synthetic_68000_68000_4726140_avg70_std0.64_random_n14.mtx	68000	68000	4726140	0.1022	36.317
synthetic_68000_68000_4726029_avg70_std0.84_random_n14.mtx	68000	68000	4726029	0.1022	36.316
synthetic_68000_68000_4726083_avg70_std1.6_random_n14.mtx	68000	68000	4726083	0.1022	36.317
synthetic_68000_68000_4726009_avg70_std2.25_random_n14.mtx	68000	68000	4726009	0.1022	36.316
synthetic_68000_68000_4726022_avg70_std2.5_random_n14.mtx	68000	68000	4726022	0.1022	36.316
synthetic_68000_68000_4726089_avg70_std3_random_n14.mtx	68000	68000	4726089	0.1022	36.317
synthetic_68000_68000_4726162_avg70_std8_random_n14.mtx	68000	68000	4726162	0.1022	36.317
synthetic_68000_68000_4726297_avg70_std13_random_n14.mtx	68000	68000	4726297	0.1022	36.318
synthetic_68000_68000_7764445_avg70_std125_random_n14.mtx	68000	68000	7764445	0.1679	59.497
synthetic_68000_68000_7106027_avg105_std0.02_random_n14.mtx	68000	68000	7106027	0.1537	54.474
synthetic_68000_68000_7106027_avg105_std0.2_random_n14.mtx	68000	68000	7106027	0.1537	54.474
synthetic_68000_68000_7106140_avg105_std0.64_random_n14.mtx	68000	68000	7106140	0.1537	54.475
synthetic_68000_68000_7106029_avg105_std0.84_random_n14.mtx	68000	68000	7106029	0.1537	54.474
synthetic_68000_68000_7106083_avg105_std1.6_random_n14.mtx	68000	68000	7106083	0.1537	54.475
synthetic_68000_68000_7106009_avg105_std2.25_random_n14.mtx	68000	68000	7106009	0.1537	54.474
synthetic_68000_68000_7106022_avg105_std2.5_random_n14.mtx	68000	68000	7106022	0.1537	54.474
synthetic_68000_68000_7106089_avg105_std3_random_n14.mtx	68000	68000	7106089	0.1537	54.475
synthetic_68000_68000_7106162_avg105_std8_random_n14.mtx	68000	68000	7106162	0.1537	54.475
synthetic_68000_68000_7106297_avg105_std13_random_n14.mtx	68000	68000	7106297	0.1537	54.476
synthetic_83000_83000_8238400_avg3.1_std125_random_n14.mtx	83000	83000	8238400	0.1196	63.171
synthetic_83000_83000_8240274_avg4_std125_random_n14.mtx	83000	83000	8240274	0.1196	63.185
synthetic_83000_83000_8245689_avg6_std125_random_n14.mtx	83000	83000	8245689	0.1197	63.226
synthetic_83000_83000_8263006_avg10_std125_random_n14.mtx	83000	83000	8263006	0.1199	63.358
synthetic_83000_83000_8342299_avg20_std125_random_n14.mtx	83000	83000	8342299	0.1211	63.963
synthetic_83000_83000_5768499_avg70_std0.02_random_n14.mtx	83000	83000	5768499	0.0837	44.327
synthetic_83000_83000_5768499_avg70_std0.2_random_n14.mtx	83000	83000	5768499	0.0837	44.327
synthetic_83000_83000_5768598_avg70_std0.64_random_n14.mtx	83000	83000	5768598	0.0837	44.328
synthetic_83000_83000_5768438_avg70_std0.84_random_n14.mtx	83000	83000	5768438	0.0837	44.326
synthetic_83000_83000_5768461_avg70_std1.6_random_n14.mtx	83000	83000	5768461	0.0837	44.326
synthetic_83000_83000_5768356_avg70_std2.25_random_n14.mtx	83000	83000	5768356	0.0837	44.326
synthetic_83000_83000_5768334_avg70_std2.5_random_n14.mtx	83000	83000	5768334	0.0837	44.326
synthetic_83000_83000_5768430_avg70_std3_random_n14.mtx	83000	83000	5768430	0.0837	44.326
synthetic_83000_83000_5768146_avg70_std8_random_n14.mtx	83000	83000	5768146	0.0837	44.324
synthetic_83000_83000_5768032_avg70_std13_random_n14.mtx	83000	83000	5768032	0.0837	44.323
synthetic_121000_121000_5384459_avg45_std0.02_random_n14.mtx	121000	121000	5384459	0.0368	41.542
synthetic_121000_121000_5384459_avg45_std0.2_random_n14.mtx	121000	121000	5384459	0.0368	41.542
synthetic_121000_121000_5384457_avg45_std0.64_random_n14.mtx	121000	121000	5384457	0.0368	41.542
synthetic_121000_121000_5384291_avg45_std0.84_random_n14.mtx	121000	121000	5384291	0.0368	41.54
synthetic_121000_121000_5384119_avg45_std1.6_random_n14.mtx	121000	121000	5384119	0.0368	41.539
synthetic_121000_121000_5383865_avg45_std2.25_random_n14.mtx	121000	121000	5383865	0.0368	41.537
synthetic_121000_121000_5383853_avg45_std2.5_random_n14.mtx	121000	121000	5383853	0.0368	41.537
synthetic_121000_121000_5383873_avg45_std3_random_n14.mtx	121000	121000	5383873	0.0368	41.537
synthetic_121000_121000_5382636_avg45_std8_random_n14.mtx	121000	121000	5382636	0.0368	41.528
synthetic_121000_121000_5381819_avg45_std13_random_n14.mtx	121000	121000	5381819	0.0368	41.522
synthetic_141000_141000_6274515_avg45_std0.02_random_n14.mtx	141000	141000	6274515	0.0316	48.409
synthetic_141000_141000_6274515_avg45_std0.2_random_n14.mtx	141000	141000	6274515	0.0316	48.409
synthetic_141000_141000_6274512_avg45_std0.64_random_n14.mtx	141000	141000	6274512	0.0316	48.409
synthetic_141000_141000_6274435_avg45_std0.84_random_n14.mtx	141000	141000	6274435	0.0316	48.408
synthetic_141000_141000_6274294_avg45_std1.6_random_n14.mtx	141000	141000	6274294	0.0316	48.407
synthetic_141000_141000_6274040_avg45_std2.25_random_n14.mtx	141000	141000	6274040	0.0316	48.405
synthetic_141000_141000_6274082_avg45_std2.5_random_n14.mtx	141000	141000	6274082	0.0316	48.405
synthetic_141000_141000_6274030_avg45_std3_random_n14.mtx	141000	141000	6274030	0.0316	48.405
synthetic_141000_141000_6273247_avg45_std8_random_n14.mtx	141000	141000	6273247	0.0316	48.399
synthetic_141000_141000_6272900_avg45_std13_random_n14.mtx	141000	141000	6272900	0.0316	48.396
synthetic_161000_161000_7164454_avg45_std0.02_random_n14.mtx	161000	161000	7164454	0.0276	55.275
synthetic_161000_161000_7164454_avg45_std0.2_random_n14.mtx	161000	161000	7164454	0.0276	55.275
synthetic_161000_161000_7164436_avg45_std0.64_random_n14.mtx	161000	161000	7164436	0.0276	55.274
synthetic_161000_161000_7164380_avg45_std0.84_random_n14.mtx	161000	161000	7164380	0.0276	55.274
synthetic_161000_161000_7164253_avg45_std1.6_random_n14.mtx	161000	161000	7164253	0.0276	55.273
synthetic_161000_161000_7163982_avg45_std2.25_random_n14.mtx	161000	161000	7163982	0.0276	55.271
synthetic_161000_161000_7163973_avg45_std2.5_random_n14.mtx	161000	161000	7163973	0.0276	55.271
synthetic_161000_161000_7163925_avg45_std3_random_n14.mtx	161000	161000	7163925	0.0276	55.271
synthetic_161000_161000_7163193_avg45_std8_random_n14.mtx	161000	161000	7163193	0.0276	55.265
synthetic_161000_161000_7162930_avg45_std13_random_n14.mtx	161000	161000	7162930	0.0276	55.263
synthetic_171000_171000_7609470_avg45_std0.02_random_n14.mtx	171000	171000	7609470	0.026	58.708
