filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_4000_4000_10398010_avg2600_std0.02_random_n14.mtx	4000	4000	10398010	64.9876	79.346
synthetic_4000_4000_10398010_avg2600_std0.2_random_n14.mtx	4000	4000	10398010	64.9876	79.346
synthetic_4000_4000_10398007_avg2600_std0.64_random_n14.mtx	4000	4000	10398007	64.9875	79.346
synthetic_4000_4000_10397997_avg2600_std0.84_random_n14.mtx	4000	4000	10397997	64.9875	79.346
synthetic_4000_4000_10397943_avg2600_std1.6_random_n14.mtx	4000	4000	10397943	64.9871	79.345
synthetic_4000_4000_10397950_avg2600_std2.25_random_n14.mtx	4000	4000	10397950	64.9872	79.345
synthetic_4000_4000_10397912_avg2600_std2.5_random_n14.mtx	4000	4000	10397912	64.9869	79.345
synthetic_4000_4000_10397918_avg2600_std3_random_n14.mtx	4000	4000	10397918	64.987	79.345
synthetic_4000_4000_10397735_avg2600_std8_random_n14.mtx	4000	4000	10397735	64.9858	79.344
synthetic_4000_4000_10397565_avg2600_std13_random_n14.mtx	4000	4000	10397565	64.9848	79.342
synthetic_4000_4000_10393877_avg2600_std125_random_n14.mtx	4000	4000	10393877	64.9617	79.314
synthetic_21000_21000_8809547_avg420_std0.02_random_n14.mtx	21000	21000	8809547	1.9976	67.292
synthetic_21000_21000_8809547_avg420_std0.2_random_n14.mtx	21000	21000	8809547	1.9976	67.292
synthetic_21000_21000_8809570_avg420_std0.64_random_n14.mtx	21000	21000	8809570	1.9976	67.292
synthetic_21000_21000_8809579_avg420_std0.84_random_n14.mtx	21000	21000	8809579	1.9976	67.292
synthetic_21000_21000_8809545_avg420_std1.6_random_n14.mtx	21000	21000	8809545	1.9976	67.292
synthetic_21000_21000_8809569_avg420_std2.25_random_n14.mtx	21000	21000	8809569	1.9976	67.292
synthetic_21000_21000_8809618_avg420_std2.5_random_n14.mtx	21000	21000	8809618	1.9976	67.292
synthetic_21000_21000_8809680_avg420_std3_random_n14.mtx	21000	21000	8809680	1.9977	67.293
synthetic_21000_21000_8809874_avg420_std8_random_n14.mtx	21000	21000	8809874	1.9977	67.294
synthetic_21000_21000_8810033_avg420_std13_random_n14.mtx	21000	21000	8810033	1.9977	67.295
synthetic_21000_21000_8815069_avg420_std125_random_n14.mtx	21000	21000	8815069	1.9989	67.334
synthetic_38000_38000_8488779_avg220_std125_random_n14.mtx	38000	38000	8488779	0.5879	64.909
synthetic_38000_38000_15941037_avg420_std0.02_random_n14.mtx	38000	38000	15941037	1.1039	121.765
synthetic_38000_38000_15941037_avg420_std0.2_random_n14.mtx	38000	38000	15941037	1.1039	121.765
