filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_47000_47000_19716530_avg420_std0.02_random_n14.mtx	47000	47000	19716530	0.8926	150.604
synthetic_47000_47000_19716530_avg420_std0.2_random_n14.mtx	47000	47000	19716530	0.8926	150.604
synthetic_47000_47000_19716579_avg420_std0.64_random_n14.mtx	47000	47000	19716579	0.8926	150.605
synthetic_47000_47000_19716523_avg420_std0.84_random_n14.mtx	47000	47000	19716523	0.8926	150.604
synthetic_47000_47000_19716500_avg420_std1.6_random_n14.mtx	47000	47000	19716500	0.8926	150.604
synthetic_47000_47000_19716376_avg420_std2.25_random_n14.mtx	47000	47000	19716376	0.8925	150.603
synthetic_47000_47000_19716497_avg420_std2.5_random_n14.mtx	47000	47000	19716497	0.8926	150.604
synthetic_47000_47000_19716480_avg420_std3_random_n14.mtx	47000	47000	19716480	0.8926	150.604
synthetic_47000_47000_19716349_avg420_std8_random_n14.mtx	47000	47000	19716349	0.8925	150.603
synthetic_47000_47000_19716285_avg420_std13_random_n14.mtx	47000	47000	19716285	0.8925	150.603
synthetic_47000_47000_19715544_avg420_std125_random_n14.mtx	47000	47000	19715544	0.8925	150.597
synthetic_64000_64000_26847993_avg420_std0.02_random_n14.mtx	64000	64000	26847993	0.6555	205.078
synthetic_64000_64000_26847993_avg420_std0.2_random_n14.mtx	64000	64000	26847993	0.6555	205.078
synthetic_64000_64000_26848108_avg420_std0.64_random_n14.mtx	64000	64000	26848108	0.6555	205.079
synthetic_64000_64000_26847983_avg420_std0.84_random_n14.mtx	64000	64000	26847983	0.6555	205.078
synthetic_64000_64000_26847973_avg420_std1.6_random_n14.mtx	64000	64000	26847973	0.6555	205.078
synthetic_64000_64000_26847847_avg420_std2.25_random_n14.mtx	64000	64000	26847847	0.6555	205.077
synthetic_64000_64000_26847877_avg420_std2.5_random_n14.mtx	64000	64000	26847877	0.6555	205.077
synthetic_64000_64000_26847865_avg420_std3_random_n14.mtx	64000	64000	26847865	0.6555	205.077
synthetic_64000_64000_26847578_avg420_std8_random_n14.mtx	64000	64000	26847578	0.6555	205.075
synthetic_64000_64000_26847404_avg420_std13_random_n14.mtx	64000	64000	26847404	0.6555	205.074
synthetic_64000_64000_26843052_avg420_std125_random_n14.mtx	64000	64000	26843052	0.6553	205.04
synthetic_68000_68000_28526027_avg420_std0.02_random_n14.mtx	68000	68000	28526027	0.6169	217.896
synthetic_68000_68000_28526027_avg420_std0.2_random_n14.mtx	68000	68000	28526027	0.6169	217.896
synthetic_68000_68000_28526140_avg420_std0.64_random_n14.mtx	68000	68000	28526140	0.6169	217.897
synthetic_68000_68000_28526029_avg420_std0.84_random_n14.mtx	68000	68000	28526029	0.6169	217.896
synthetic_68000_68000_28526083_avg420_std1.6_random_n14.mtx	68000	68000	28526083	0.6169	217.896
synthetic_68000_68000_28526009_avg420_std2.25_random_n14.mtx	68000	68000	28526009	0.6169	217.896
synthetic_68000_68000_28526022_avg420_std2.5_random_n14.mtx	68000	68000	28526022	0.6169	217.896
synthetic_68000_68000_28526089_avg420_std3_random_n14.mtx	68000	68000	28526089	0.6169	217.896
synthetic_68000_68000_28526162_avg420_std8_random_n14.mtx	68000	68000	28526162	0.6169	217.897
synthetic_68000_68000_28526297_avg420_std13_random_n14.mtx	68000	68000	28526297	0.6169	217.898
synthetic_68000_68000_28529769_avg420_std125_random_n14.mtx	68000	68000	28529769	0.617	217.924
synthetic_83000_83000_18218499_avg220_std0.02_random_n14.mtx	83000	83000	18218499	0.2645	139.313
synthetic_83000_83000_18218499_avg220_std0.2_random_n14.mtx	83000	83000	18218499	0.2645	139.313
synthetic_83000_83000_18218598_avg220_std0.64_random_n14.mtx	83000	83000	18218598	0.2645	139.313
synthetic_83000_83000_18218438_avg220_std0.84_random_n14.mtx	83000	83000	18218438	0.2645	139.312
synthetic_83000_83000_18218461_avg220_std1.6_random_n14.mtx	83000	83000	18218461	0.2645	139.312
synthetic_83000_83000_18218356_avg220_std2.25_random_n14.mtx	83000	83000	18218356	0.2645	139.312
synthetic_83000_83000_18218334_avg220_std2.5_random_n14.mtx	83000	83000	18218334	0.2645	139.311
synthetic_83000_83000_18218430_avg220_std3_random_n14.mtx	83000	83000	18218430	0.2645	139.312
synthetic_83000_83000_18218146_avg220_std8_random_n14.mtx	83000	83000	18218146	0.2645	139.31
synthetic_83000_83000_18218032_avg220_std13_random_n14.mtx	83000	83000	18218032	0.2645	139.309
synthetic_83000_83000_18541663_avg220_std125_random_n14.mtx	83000	83000	18541663	0.2691	141.778
synthetic_121000_121000_26559459_avg220_std0.02_random_n14.mtx	121000	121000	26559459	0.1814	203.094
synthetic_121000_121000_26559459_avg220_std0.2_random_n14.mtx	121000	121000	26559459	0.1814	203.094
