filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint
synthetic_4000_4000_1677986_avg420_std0.02_random_g14.mtx	4000	4000	1677986	10.4874	12.817
synthetic_4000_4000_1677986_avg420_std0.2_random_g14.mtx	4000	4000	1677986	10.4874	12.817
synthetic_4000_4000_1677961_avg420_std0.64_random_g14.mtx	4000	4000	1677961	10.4873	12.817
synthetic_4000_4000_1677926_avg420_std0.84_random_g14.mtx	4000	4000	1677926	10.487	12.817
synthetic_4000_4000_1677835_avg420_std1.6_random_g14.mtx	4000	4000	1677835	10.4865	12.816
synthetic_4000_4000_1677780_avg420_std2.25_random_g14.mtx	4000	4000	1677780	10.4861	12.816
synthetic_4000_4000_1677729_avg420_std2.5_random_g14.mtx	4000	4000	1677729	10.4858	12.815
synthetic_4000_4000_1677694_avg420_std3_random_g14.mtx	4000	4000	1677694	10.4856	12.815
synthetic_4000_4000_1677171_avg420_std8_random_g14.mtx	4000	4000	1677171	10.4823	12.811
synthetic_4000_4000_1676643_avg420_std13_random_g14.mtx	4000	4000	1676643	10.479	12.807
synthetic_4000_4000_1668622_avg420_std125_random_g14.mtx	4000	4000	1668622	10.4289	12.746
synthetic_21000_21000_1459564_avg70_std0.02_random_g14.mtx	21000	21000	1459564	0.331	11.216
synthetic_21000_21000_1459556_avg70_std0.2_random_g14.mtx	21000	21000	1459556	0.331	11.216
synthetic_21000_21000_1459542_avg70_std0.64_random_g14.mtx	21000	21000	1459542	0.331	11.216
synthetic_21000_21000_1459483_avg70_std0.84_random_g14.mtx	21000	21000	1459483	0.3309	11.215
synthetic_21000_21000_1459525_avg70_std1.6_random_g14.mtx	21000	21000	1459525	0.331	11.215
synthetic_21000_21000_1459542_avg70_std2.25_random_g14.mtx	21000	21000	1459542	0.331	11.216
synthetic_21000_21000_1459551_avg70_std2.5_random_g14.mtx	21000	21000	1459551	0.331	11.216
synthetic_21000_21000_1459602_avg70_std3_random_g14.mtx	21000	21000	1459602	0.331	11.216
synthetic_21000_21000_1459790_avg70_std8_random_g14.mtx	21000	21000	1459790	0.331	11.217
synthetic_21000_21000_1459759_avg70_std13_random_g14.mtx	21000	21000	1459759	0.331	11.217
synthetic_21000_21000_1465687_avg70_std125_random_g14.mtx	21000	21000	1465687	0.3324	11.262
synthetic_38000_38000_1690978_avg45_std0.02_random_g14.mtx	38000	38000	1690978	0.1171	13.046
synthetic_38000_38000_1690956_avg45_std0.2_random_g14.mtx	38000	38000	1690956	0.1171	13.046
synthetic_38000_38000_1690959_avg45_std0.64_random_g14.mtx	38000	38000	1690959	0.1171	13.046
synthetic_38000_38000_1690875_avg45_std0.84_random_g14.mtx	38000	38000	1690875	0.1171	13.045
