synthetic_4000_4000_avg105_std0.39_random_g14,4000,4000,417976,4000,4000,1662016,297.634,128,0.0189027,0.147677,5.66067,22.5088,13.5731
synthetic_4000_4000_avg105_std0.39_diagonal_0.5_g14,4000,4000,417976,4000,4000,1188128,184.257,128,0.0150051,0.117227,7.13105,20.2705,9.70361
synthetic_4000_4000_avg105_std0.39_diagonal_0.05_g14,4000,4000,417976,4000,4000,1647456,294.151,128,0.0188969,0.147632,5.66239,22.3184,13.4543
synthetic_4000_4000_avg105_std0.39_diagonal_0.005_g14,4000,4000,417976,4000,4000,1662016,297.634,128,0.0191053,0.14926,5.60064,22.2701,13.5731
synthetic_4000_4000_avg105_std0.43_random_g14,4000,4000,417977,4000,4000,1662080,297.649,128,0.0191153,0.149338,5.59772,22.2593,13.5735
synthetic_4000_4000_avg105_std0.43_diagonal_0.5_g14,4000,4000,417977,4000,4000,1188096,184.249,128,0.0149573,0.116854,7.15386,20.3348,9.70322
synthetic_4000_4000_avg105_std0.43_diagonal_0.05_g14,4000,4000,417977,4000,4000,1647360,294.127,128,0.0189453,0.14801,5.64795,22.2601,13.4535
synthetic_4000_4000_avg105_std0.43_diagonal_0.005_g14,4000,4000,417977,4000,4000,1662080,297.649,128,0.0191201,0.149376,5.5963,22.2536,13.5735
synthetic_4000_4000_avg105_std0.55_random_g14,4000,4000,417965,4000,4000,1662080,297.66,128,0.0190609,0.148914,5.61352,22.3227,13.5737
synthetic_4000_4000_avg105_std0.55_diagonal_0.5_g14,4000,4000,417965,4000,4000,1188256,184.296,128,0.015072,0.11775,7.09917,20.1826,9.70456
synthetic_4000_4000_avg105_std0.55_diagonal_0.05_g14,4000,4000,417965,4000,4000,1647040,294.062,128,0.0187582,0.146549,5.70412,22.4777,13.4509
synthetic_4000_4000_avg105_std0.55_diagonal_0.005_g14,4000,4000,417965,4000,4000,1662080,297.66,128,0.0190595,0.148902,5.61394,22.3244,13.5737
synthetic_4000_4000_avg105_std0.64_random_g14,4000,4000,417958,4000,4000,1662208,297.697,128,0.0196308,0.153365,5.45049,21.6764,13.5746
synthetic_4000_4000_avg105_std0.64_diagonal_0.5_g14,4000,4000,417958,4000,4000,1188576,184.377,128,0.0150384,0.117487,7.11495,20.2333,9.70721
synthetic_4000_4000_avg105_std0.64_diagonal_0.05_g14,4000,4000,417958,4000,4000,1646944,294.045,128,0.0188912,0.147588,5.66385,22.3181,13.45
synthetic_4000_4000_avg105_std0.64_diagonal_0.005_g14,4000,4000,417958,4000,4000,1662208,297.697,128,0.0190705,0.148988,5.61063,22.3133,13.5746
synthetic_4000_4000_avg105_std0.72_random_g14,4000,4000,417933,4000,4000,1662304,297.744,128,0.0191084,0.149284,5.59916,22.2703,13.5755
synthetic_4000_4000_avg105_std0.72_diagonal_0.5_g14,4000,4000,417933,4000,4000,1188704,184.425,128,0.0150282,0.117407,7.11936,20.2492,9.70819
synthetic_4000_4000_avg105_std0.72_diagonal_0.05_g14,4000,4000,417933,4000,4000,1646816,294.038,128,0.0189093,0.147729,5.6581,22.2951,13.4489
synthetic_4000_4000_avg105_std0.72_diagonal_0.005_g14,4000,4000,417933,4000,4000,1662304,297.744,128,0.0190541,0.14886,5.61512,22.3338,13.5755
synthetic_4000_4000_avg105_std0.78_random_g14,4000,4000,417950,4000,4000,1662336,297.736,128,0.019053,0.148851,5.61567,22.3355,13.5758
synthetic_4000_4000_avg105_std0.78_diagonal_0.5_g14,4000,4000,417950,4000,4000,1188544,184.375,128,0.0150275,0.117402,7.11998,20.2474,9.70694
synthetic_4000_4000_avg105_std0.78_diagonal_0.05_g14,4000,4000,417950,4000,4000,1646848,294.03,128,0.0189431,0.147993,5.64824,22.2557,13.4492
synthetic_4000_4000_avg105_std0.78_diagonal_0.005_g14,4000,4000,417950,4000,4000,1662336,297.736,128,0.0192284,0.150222,5.56445,22.1318,13.5758
synthetic_4000_4000_avg105_std0.84_random_g14,4000,4000,417924,4000,4000,1662144,297.714,128,0.0190425,0.14877,5.6184,22.3452,13.5742
synthetic_4000_4000_avg105_std0.84_diagonal_0.5_g14,4000,4000,417924,4000,4000,1188608,184.408,128,0.015025,0.117383,7.12072,20.2519,9.7074
synthetic_4000_4000_avg105_std0.84_diagonal_0.05_g14,4000,4000,417924,4000,4000,1646432,293.955,128,0.0189248,0.14785,5.65334,22.2716,13.4459
synthetic_4000_4000_avg105_std0.84_diagonal_0.005_g14,4000,4000,417924,4000,4000,1662144,297.714,128,0.0190672,0.148962,5.61114,22.3163,13.5742
synthetic_4000_4000_avg105_std0.98_random_g14,4000,4000,417905,4000,4000,1661984,297.694,128,0.0191305,0.149457,5.59231,22.2403,13.5729
synthetic_4000_4000_avg105_std0.98_diagonal_0.5_g14,4000,4000,417905,4000,4000,1188640,184.428,128,0.0150687,0.117724,7.09974,20.1937,9.7077
synthetic_4000_4000_avg105_std0.98_diagonal_0.05_g14,4000,4000,417905,4000,4000,1646016,293.873,128,0.0189287,0.147881,5.65192,22.2614,13.4425
synthetic_4000_4000_avg105_std0.98_diagonal_0.005_g14,4000,4000,417905,4000,4000,1661984,297.694,128,0.0190602,0.148908,5.61292,22.3223,13.5729
synthetic_4000_4000_avg105_std1.14_random_g14,4000,4000,417894,4000,4000,1661888,297.682,128,0.0191013,0.149229,5.60072,22.273,13.572
synthetic_4000_4000_avg105_std1.14_diagonal_0.5_g14,4000,4000,417894,4000,4000,1188224,184.336,128,0.0150759,0.11778,7.09617,20.177,9.70432
synthetic_4000_4000_avg105_std1.14_diagonal_0.05_g14,4000,4000,417894,4000,4000,1645408,293.738,128,0.0188894,0.147573,5.66355,22.2995,13.4376
synthetic_4000_4000_avg105_std1.14_diagonal_0.005_g14,4000,4000,417894,4000,4000,1661888,297.682,128,0.0191058,0.149264,5.5994,22.2678,13.572
synthetic_4000_4000_avg105_std1.32_random_g14,4000,4000,417887,4000,4000,1662048,297.727,128,0.0190604,0.14891,5.61263,22.3229,13.5734
synthetic_4000_4000_avg105_std1.32_diagonal_0.5_g14,4000,4000,417887,4000,4000,1188736,184.464,128,0.0150741,0.117767,7.09686,20.188,9.70853
synthetic_4000_4000_avg105_std1.32_diagonal_0.05_g14,4000,4000,417887,4000,4000,1645120,293.676,128,0.0189259,0.147859,5.65253,22.2526,13.4352
synthetic_4000_4000_avg105_std1.32_diagonal_0.005_g14,4000,4000,417887,4000,4000,1662048,297.727,128,0.0190769,0.149038,5.60778,22.3036,13.5734
synthetic_4000_4000_avg105_std1.5_random_g14,4000,4000,417857,4000,4000,1662112,297.771,128,0.0191128,0.149319,5.59684,22.2626,13.574
synthetic_4000_4000_avg105_std1.5_diagonal_0.5_g14,4000,4000,417857,4000,4000,1188512,184.43,128,0.0150973,0.117948,7.08546,20.1532,9.70667
synthetic_4000_4000_avg105_std1.5_diagonal_0.05_g14,4000,4000,417857,4000,4000,1644896,293.65,128,0.018923,0.147836,5.65298,22.253,13.4333
synthetic_4000_4000_avg105_std1.5_diagonal_0.005_g14,4000,4000,417857,4000,4000,1662112,297.771,128,0.0190831,0.149087,5.60554,22.2972,13.574
synthetic_4000_4000_avg105_std1.6_random_g14,4000,4000,417840,4000,4000,1661984,297.756,128,0.0190534,0.148855,5.61406,22.3303,13.5729
synthetic_4000_4000_avg105_std1.6_diagonal_0.5_g14,4000,4000,417840,4000,4000,1188640,184.473,128,0.0149668,0.116928,7.14696,20.3311,9.7077
synthetic_4000_4000_avg105_std1.6_diagonal_0.05_g14,4000,4000,417840,4000,4000,1644672,293.613,128,0.0189123,0.147752,5.65595,22.2625,13.4315
synthetic_4000_4000_avg105_std1.6_diagonal_0.005_g14,4000,4000,417840,4000,4000,1661984,297.756,128,0.0190326,0.148692,5.62019,22.3547,13.5729
synthetic_4000_4000_avg105_std2.25_random_g14,4000,4000,417778,4000,4000,1661632,297.731,128,0.0190698,0.148983,5.6084,22.3063,13.57
synthetic_4000_4000_avg105_std2.25_diagonal_0.5_g14,4000,4000,417778,4000,4000,1189056,184.614,128,0.0150369,0.117476,7.11259,20.2434,9.71106
synthetic_4000_4000_avg105_std2.25_diagonal_0.05_g14,4000,4000,417778,4000,4000,1642368,293.12,128,0.0189332,0.147916,5.64887,22.2068,13.4127
synthetic_4000_4000_avg105_std2.25_diagonal_0.005_g14,4000,4000,417778,4000,4000,1661632,297.731,128,0.0191023,0.149237,5.59885,22.2684,13.57
synthetic_4000_4000_avg105_std2.5_random_g14,4000,4000,417726,4000,4000,1661504,297.75,128,0.0191408,0.149537,5.58692,22.2219,13.569
synthetic_4000_4000_avg105_std2.5_diagonal_0.5_g14,4000,4000,417726,4000,4000,1188032,184.405,128,0.0150207,0.117349,7.11938,20.2478,9.70276
synthetic_4000_4000_avg105_std2.5_diagonal_0.05_g14,4000,4000,417726,4000,4000,1642240,293.138,128,0.0188927,0.147599,5.66028,22.2527,13.4116
synthetic_4000_4000_avg105_std2.5_diagonal_0.005_g14,4000,4000,417726,4000,4000,1661504,297.75,128,0.0190907,0.149146,5.60157,22.2802,13.569
synthetic_4000_4000_avg105_std3_random_g14,4000,4000,417693,4000,4000,1661536,297.789,128,0.0188761,0.14747,5.6648,22.5339,13.5692
synthetic_4000_4000_avg105_std3_diagonal_0.5_g14,4000,4000,417693,4000,4000,1187392,184.274,128,0.0150219,0.117358,7.11825,20.2353,9.69751
synthetic_4000_4000_avg105_std3_diagonal_0.05_g14,4000,4000,417693,4000,4000,1641376,292.962,128,0.0189089,0.147725,5.65499,22.222,13.4046
synthetic_4000_4000_avg105_std3_diagonal_0.005_g14,4000,4000,417693,4000,4000,1661536,297.789,128,0.0191159,0.149343,5.59375,22.2513,13.5692
synthetic_4000_4000_avg105_std8_random_g14,4000,4000,417197,4000,4000,1659840,297.855,128,0.0192436,0.150341,5.55002,22.081,13.5553
synthetic_4000_4000_avg105_std8_diagonal_0.5_g14,4000,4000,417197,4000,4000,1188288,184.827,128,0.0151202,0.118127,7.06355,20.1189,9.7049
synthetic_4000_4000_avg105_std8_diagonal_0.05_g14,4000,4000,417197,4000,4000,1638752,292.801,128,0.0190633,0.148932,5.6025,22.0067,13.3832
synthetic_4000_4000_avg105_std8_diagonal_0.005_g14,4000,4000,417197,4000,4000,1659840,297.855,128,0.019034,0.148703,5.61113,22.3242,13.5553
synthetic_4000_4000_avg105_std13_random_g14,4000,4000,416768,4000,4000,1657408,297.681,128,0.0190926,0.149161,5.58815,22.223,13.5355
synthetic_4000_4000_avg105_std13_diagonal_0.5_g14,4000,4000,416768,4000,4000,1186144,184.605,128,0.0155103,0.121174,6.87883,19.5775,9.68723
synthetic_4000_4000_avg105_std13_diagonal_0.05_g14,4000,4000,416768,4000,4000,1637280,292.852,128,0.0188493,0.14726,5.6603,22.2366,13.3712
synthetic_4000_4000_avg105_std13_diagonal_0.005_g14,4000,4000,416768,4000,4000,1657408,297.681,128,0.0190726,0.149005,5.59403,22.2464,13.5355
synthetic_4000_4000_avg105_std125_random_g14,4000,4000,426162,4000,4000,1608064,277.336,128,0.0187043,0.146128,5.83274,22.009,13.1325
synthetic_4000_4000_avg105_std125_diagonal_0.5_g14,4000,4000,426162,4000,4000,1191456,179.578,128,0.0150316,0.117434,7.25788,20.2914,9.73059
synthetic_4000_4000_avg105_std125_diagonal_0.05_g14,4000,4000,426162,4000,4000,1597376,274.828,128,0.0186553,0.145744,5.84808,21.9203,13.0453
synthetic_4000_4000_avg105_std125_diagonal_0.005_g14,4000,4000,426162,4000,4000,1608000,277.321,128,0.0191085,0.149286,5.70935,21.5426,13.132
synthetic_4000_4000_avg120_std0.02_random_g14,4000,4000,477986,4000,4000,1894688,296.39,128,0.0211882,0.165533,5.77513,22.892,15.4732
synthetic_4000_4000_avg120_std0.02_diagonal_0.5_g14,4000,4000,477986,4000,4000,1350656,182.572,128,0.0172075,0.134434,7.11111,20.094,11.0307
synthetic_4000_4000_avg120_std0.02_diagonal_0.05_g14,4000,4000,477986,4000,4000,1871872,291.616,128,0.020902,0.163297,5.8542,22.926,15.2867
synthetic_4000_4000_avg120_std0.02_diagonal_0.005_g14,4000,4000,477986,4000,4000,1894688,296.39,128,0.021454,0.167609,5.70358,22.6084,15.4732
synthetic_4000_4000_avg120_std0.09_random_g14,4000,4000,477986,4000,4000,1894688,296.39,128,0.0210814,0.164699,5.80437,23.0079,15.4732
synthetic_4000_4000_avg120_std0.09_diagonal_0.5_g14,4000,4000,477986,4000,4000,1350656,182.572,128,0.0164417,0.12845,7.44234,21.03,11.0307
synthetic_4000_4000_avg120_std0.09_diagonal_0.05_g14,4000,4000,477986,4000,4000,1871872,291.616,128,0.0210442,0.164408,5.81463,22.7711,15.2867
synthetic_4000_4000_avg120_std0.09_diagonal_0.005_g14,4000,4000,477986,4000,4000,1894688,296.39,128,0.0210989,0.164836,5.79955,22.9888,15.4732
synthetic_4000_4000_avg120_std0.2_random_g14,4000,4000,477985,4000,4000,1894688,296.391,128,0.020942,0.163609,5.843,23.1611,15.4732
synthetic_4000_4000_avg120_std0.2_diagonal_0.5_g14,4000,4000,477985,4000,4000,1350688,182.58,128,0.0168116,0.131341,7.27854,20.5677,11.031
synthetic_4000_4000_avg120_std0.2_diagonal_0.05_g14,4000,4000,477985,4000,4000,1871840,291.611,128,0.0213908,0.167116,5.72041,22.4017,15.2864
synthetic_4000_4000_avg120_std0.2_diagonal_0.005_g14,4000,4000,477985,4000,4000,1894688,296.391,128,0.0211401,0.165157,5.78825,22.9441,15.4732
synthetic_4000_4000_avg120_std0.25_random_g14,4000,4000,477985,4000,4000,1894688,296.391,128,0.0211195,0.164996,5.79391,22.9665,15.4732
synthetic_4000_4000_avg120_std0.25_diagonal_0.5_g14,4000,4000,477985,4000,4000,1350688,182.58,128,0.0164832,0.128775,7.42357,20.9775,11.031
synthetic_4000_4000_avg120_std0.25_diagonal_0.05_g14,4000,4000,477985,4000,4000,1871840,291.611,128,0.0208922,0.163221,5.85692,22.9363,15.2864
synthetic_4000_4000_avg120_std0.25_diagonal_0.005_g14,4000,4000,477985,4000,4000,1894688,296.391,128,0.021126,0.165047,5.7921,22.9594,15.4732
synthetic_4000_4000_avg120_std0.3_random_g14,4000,4000,477984,4000,4000,1894656,296.385,128,0.0210779,0.164671,5.80532,23.0114,15.4729
synthetic_4000_4000_avg120_std0.3_diagonal_0.5_g14,4000,4000,477984,4000,4000,1350720,182.587,128,0.0166421,0.130016,7.35269,20.7777,11.0312
synthetic_4000_4000_avg120_std0.3_diagonal_0.05_g14,4000,4000,477984,4000,4000,1871776,291.598,128,0.0209084,0.163347,5.85237,22.9178,15.2859
synthetic_4000_4000_avg120_std0.3_diagonal_0.005_g14,4000,4000,477984,4000,4000,1894656,296.385,128,0.0211773,0.165448,5.77806,22.9034,15.4729
synthetic_4000_4000_avg120_std0.39_random_g14,4000,4000,477976,4000,4000,1894528,296.365,128,0.0211915,0.165559,5.77409,22.8865,15.4719
