synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw3060.1363_skew1.4026_neigh0.0413_cross0.046_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,3060.1363088426033,1133.4536824607637,0.046694686943505044,0.017295394559559987,0.01774930483219721,0.12426781037670974,1163.2006921780442,8143.890953037673,1.4026323186156497,0.041281208373559496,0.04601250453975499
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw2872.6561_skew1.4026_neigh0.0383_cross0.4224_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,2872.656122682536,1201.6485828926213,0.04383392267769186,0.018335982038492734,0.017906401621481625,0.123661561088663,1173.4960302637983,8104.160405945529,1.4026323186156497,0.03830549071844945,0.4224043078188058
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw2388.6447_skew1.4026_neigh0.0291_cross0.7977_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,2388.644724193179,1409.014068142109,0.03644838214989211,0.021500176518533743,0.019694913284227608,0.12253752004758331,1290.7061420818563,8030.496376318372,1.4026323186156497,0.029091153503036822,0.7976751605372234
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw3020.1407_skew1.4026_neigh0.3994_cross0.0449_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,3020.1406729228656,1400.6756521979676,0.046084392659233475,0.021372940447058328,0.04203761243487377,0.19469364278597642,2754.9349309194527,12759.247879978964,1.4026323186156497,0.3993999682264234,0.044912877572859194
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw2887.7458_skew1.4026_neigh0.3667_cross0.4266_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,2887.745784695201,1422.6204383947083,0.04406417616075686,0.021707796420152716,0.03836379642234782,0.18487167996754958,2514.1713985385645,12115.565546673362,1.4026323186156497,0.36671595644575883,0.4265978937966843
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw2544.5624_skew1.4026_neigh0.2494_cross0.8084_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,2544.562355992981,1559.586783001759,0.03882753270760633,0.02379776887162217,0.031179917255923617,0.16114459008030332,2043.3758773669542,10560.610710912679,1.4026323186156497,0.24936147331630595,0.8084083795703509
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw2979.18_skew1.4026_neigh0.7563_cross0.0442_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,2979.1800106813153,1841.1731695966912,0.04545937301718647,0.028094501710485865,0.10557655724056986,0.30259765456526205,6918.959678760745,19830.73729193445,1.4026323186156497,0.7563211086534114,0.04416857424741687
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw2944.5024_skew1.4026_neigh0.701_cross0.4357_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,2944.5024338139924,1826.1236981158631,0.04493022711244361,0.0278648614956262,0.0949291288224116,0.28778278379016065,6221.180457376744,18859.844735688177,1.4026323186156497,0.7010350853609356,0.4357361858900439
synthetic_65535_65535_327316_avg4.9945_std1.6829_random_bw2874.662_skew1.4026_neigh0.4831_cross0.8169_n14.mtx,normal,random,14,65535,65535,327316,0.007621152073150356,3.9958343505859375,[2-4],4.994522011139086,1.6828633921513043,2874.6619821469444,1873.6015696793067,0.04386453013118096,0.028589327377421328,0.05294611992214417,0.2149912501716137,3469.8239690977184,14089.451579996703,1.4026323186156497,0.48309890136748584,0.8168655935392765
synthetic_65535_65535_328678_avg5.0153_std2.2727_random_bw3245.9779_skew100.6887_neigh0.042_cross0.0526_n14.mtx,normal,random,14,65535,65535,328678,0.00765286457459737,4.011421203613281,[4-8],5.0153047989623865,2.2727085335636237,3245.9779354543375,890.8026894730173,0.04953044839329118,0.013592777744304833,0.0017319612375038126,0.0009792807131970252,113.50407969981235,64.17716153936705,100.68873487121134,0.04202897668843062,0.05256000876535276
synthetic_65535_65535_328678_avg5.0153_std2.2727_random_bw3245.1658_skew100.6887_neigh0.0417_cross0.4949_n14.mtx,normal,random,14,65535,65535,328678,0.00765286457459737,4.011421203613281,[4-8],5.0153047989623865,2.2727085335636237,3245.1658045319296,889.7780127173751,0.04951805606976317,0.013577142179253453,0.001733531631188593,0.0012172319916560143,113.60699544994445,79.77129857317689,100.68873487121134,0.04172472754489196,0.4948676391838401
