filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_64000_64000_166367993_avg2600_std0.02_random_n14.mtx	64000	64000	166367993	4.0617	1269.531	 	0.0179
synthetic_64000_64000_166367993_avg2600_std0.09_random_n14.mtx	64000	64000	166367993	4.0617	1269.531	 	0.0165
synthetic_64000_64000_166367993_avg2600_std0.2_random_n14.mtx	64000	64000	166367993	4.0617	1269.531	 	0.0167
synthetic_64000_64000_166367993_avg2600_std0.25_random_n14.mtx	64000	64000	166367993	4.0617	1269.531	 	0.0164
synthetic_64000_64000_166367985_avg2600_std0.3_random_n14.mtx	64000	64000	166367985	4.0617	1269.531	 	0.0164
synthetic_64000_64000_166367933_avg2600_std0.39_random_n14.mtx	64000	64000	166367933	4.0617	1269.531	 	0.0166
synthetic_64000_64000_166367952_avg2600_std0.43_random_n14.mtx	64000	64000	166367952	4.0617	1269.531	 	0.0173
synthetic_64000_64000_166368107_avg2600_std0.55_random_n14.mtx	64000	64000	166368107	4.0617	1269.532	 	0.0169
synthetic_64000_64000_166368108_avg2600_std0.64_random_n14.mtx	64000	64000	166368108	4.0617	1269.532	 	0.0177
synthetic_64000_64000_166368020_avg2600_std0.72_random_n14.mtx	64000	64000	166368020	4.0617	1269.531	 	0.0164
synthetic_64000_64000_166367921_avg2600_std0.78_random_n14.mtx	64000	64000	166367921	4.0617	1269.531	 	0.0175
synthetic_64000_64000_166367983_avg2600_std0.84_random_n14.mtx	64000	64000	166367983	4.0617	1269.531	 	0.018
synthetic_64000_64000_166368027_avg2600_std0.98_random_n14.mtx	64000	64000	166368027	4.0617	1269.531	 	0.0182
synthetic_64000_64000_166368016_avg2600_std1.14_random_n14.mtx	64000	64000	166368016	4.0617	1269.531	 	0.0204
synthetic_64000_64000_166368118_avg2600_std1.32_random_n14.mtx	64000	64000	166368118	4.0617	1269.532	 	0.0167
synthetic_64000_64000_166367944_avg2600_std1.5_random_n14.mtx	64000	64000	166367944	4.0617	1269.531	 	0.0166
synthetic_64000_64000_166367973_avg2600_std1.6_random_n14.mtx	64000	64000	166367973	4.0617	1269.531	 	0.0203
synthetic_64000_64000_166367847_avg2600_std2.25_random_n14.mtx	64000	64000	166367847	4.0617	1269.53	 	0.0188
synthetic_64000_64000_166367877_avg2600_std2.5_random_n14.mtx	64000	64000	166367877	4.0617	1269.53	 	0.0188
synthetic_64000_64000_166367865_avg2600_std3_random_n14.mtx	64000	64000	166367865	4.0617	1269.53	 	0.0174
synthetic_64000_64000_166367578_avg2600_std8_random_n14.mtx	64000	64000	166367578	4.0617	1269.528	 	0.017
synthetic_64000_64000_166367404_avg2600_std13_random_n14.mtx	64000	64000	166367404	4.0617	1269.527	 	0.017
synthetic_64000_64000_166361476_avg2600_std125_random_n14.mtx	64000	64000	166361476	4.0616	1269.481	 	0.0199
synthetic_68000_68000_176766027_avg2600_std0.02_random_n14.mtx	68000	68000	176766027	3.8228	1348.877	 	0.0174
synthetic_68000_68000_176766027_avg2600_std0.09_random_n14.mtx	68000	68000	176766027	3.8228	1348.877	 	0.0175
synthetic_68000_68000_176766027_avg2600_std0.2_random_n14.mtx	68000	68000	176766027	3.8228	1348.877	 	0.0174
synthetic_68000_68000_176766027_avg2600_std0.25_random_n14.mtx	68000	68000	176766027	3.8228	1348.877	 	0.0172
synthetic_68000_68000_176766018_avg2600_std0.3_random_n14.mtx	68000	68000	176766018	3.8228	1348.877	 	0.0173
synthetic_68000_68000_176765959_avg2600_std0.39_random_n14.mtx	68000	68000	176765959	3.8228	1348.877	 	0.0175
synthetic_68000_68000_176765978_avg2600_std0.43_random_n14.mtx	68000	68000	176765978	3.8228	1348.877	 	0.0178
synthetic_68000_68000_176766130_avg2600_std0.55_random_n14.mtx	68000	68000	176766130	3.8228	1348.878	 	0.018
synthetic_68000_68000_176766140_avg2600_std0.64_random_n14.mtx	68000	68000	176766140	3.8228	1348.878	 	0.0173
synthetic_68000_68000_176766070_avg2600_std0.72_random_n14.mtx	68000	68000	176766070	3.8228	1348.877	 	0.0181
synthetic_68000_68000_176765978_avg2600_std0.78_random_n14.mtx	68000	68000	176765978	3.8228	1348.877	 	0.0202
synthetic_68000_68000_176766029_avg2600_std0.84_random_n14.mtx	68000	68000	176766029	3.8228	1348.877	 	0.0179
synthetic_68000_68000_176766098_avg2600_std0.98_random_n14.mtx	68000	68000	176766098	3.8228	1348.878	 	0.0178
synthetic_68000_68000_176766118_avg2600_std1.14_random_n14.mtx	68000	68000	176766118	3.8228	1348.878	 	0.0174
synthetic_68000_68000_176766240_avg2600_std1.32_random_n14.mtx	68000	68000	176766240	3.8228	1348.879	 	0.0208
synthetic_68000_68000_176766089_avg2600_std1.5_random_n14.mtx	68000	68000	176766089	3.8228	1348.878	 	0.0188
synthetic_68000_68000_176766083_avg2600_std1.6_random_n14.mtx	68000	68000	176766083	3.8228	1348.878	 	0.0175
synthetic_68000_68000_176766009_avg2600_std2.25_random_n14.mtx	68000	68000	176766009	3.8228	1348.877	 	0.0205
synthetic_68000_68000_176766022_avg2600_std2.5_random_n14.mtx	68000	68000	176766022	3.8228	1348.877	 	0.0174
synthetic_68000_68000_176766089_avg2600_std3_random_n14.mtx	68000	68000	176766089	3.8228	1348.878	 	0.0185
synthetic_68000_68000_176766162_avg2600_std8_random_n14.mtx	68000	68000	176766162	3.8228	1348.878	 	0.0182
synthetic_68000_68000_176766297_avg2600_std13_random_n14.mtx	68000	68000	176766297	3.8228	1348.879	 	0.0185
synthetic_68000_68000_176768166_avg2600_std125_random_n14.mtx	68000	68000	176768166	3.8228	1348.893	 	0.0186
synthetic_83000_83000_215758499_avg2600_std0.02_random_n14.mtx	83000	83000	215758499	3.1319	1646.423	 	0.0271
synthetic_83000_83000_215758499_avg2600_std0.09_random_n14.mtx	83000	83000	215758499	3.1319	1646.423	 	0.0299
synthetic_83000_83000_215758499_avg2600_std0.2_random_n14.mtx	83000	83000	215758499	3.1319	1646.423	 	0.0247
synthetic_83000_83000_215758499_avg2600_std0.25_random_n14.mtx	83000	83000	215758499	3.1319	1646.423	 	0.0245
synthetic_83000_83000_215758486_avg2600_std0.3_random_n14.mtx	83000	83000	215758486	3.1319	1646.423	 	0.0232
synthetic_83000_83000_215758429_avg2600_std0.39_random_n14.mtx	83000	83000	215758429	3.1319	1646.423	 	0.0254
synthetic_83000_83000_215758442_avg2600_std0.43_random_n14.mtx	83000	83000	215758442	3.1319	1646.423	 	0.0232
synthetic_83000_83000_215758588_avg2600_std0.55_random_n14.mtx	83000	83000	215758588	3.1319	1646.424	 	0.025
synthetic_83000_83000_215758598_avg2600_std0.64_random_n14.mtx	83000	83000	215758598	3.1319	1646.424	 	0.0242
synthetic_83000_83000_215758509_avg2600_std0.72_random_n14.mtx	83000	83000	215758509	3.1319	1646.423	 	0.0284
synthetic_83000_83000_215758399_avg2600_std0.78_random_n14.mtx	83000	83000	215758399	3.1319	1646.423	 	0.0223
synthetic_83000_83000_215758438_avg2600_std0.84_random_n14.mtx	83000	83000	215758438	3.1319	1646.423	 	0.0232
synthetic_83000_83000_215758514_avg2600_std0.98_random_n14.mtx	83000	83000	215758514	3.1319	1646.423	 	0.0223
synthetic_83000_83000_215758551_avg2600_std1.14_random_n14.mtx	83000	83000	215758551	3.1319	1646.424	 	0.0278
synthetic_83000_83000_215758665_avg2600_std1.32_random_n14.mtx	83000	83000	215758665	3.1319	1646.425	 	0.0228
synthetic_83000_83000_215758461_avg2600_std1.5_random_n14.mtx	83000	83000	215758461	3.1319	1646.423	 	0.0223
synthetic_83000_83000_215758461_avg2600_std1.6_random_n14.mtx	83000	83000	215758461	3.1319	1646.423	 	0.0258
synthetic_83000_83000_215758356_avg2600_std2.25_random_n14.mtx	83000	83000	215758356	3.1319	1646.422	 	0.0229
synthetic_83000_83000_215758334_avg2600_std2.5_random_n14.mtx	83000	83000	215758334	3.1319	1646.422	 	0.0236
synthetic_83000_83000_215758430_avg2600_std3_random_n14.mtx	83000	83000	215758430	3.1319	1646.423	 	0.0229
synthetic_83000_83000_215758146_avg2600_std8_random_n14.mtx	83000	83000	215758146	3.1319	1646.421	 	0.0224
synthetic_83000_83000_215758032_avg2600_std13_random_n14.mtx	83000	83000	215758032	3.1319	1646.42	 	0.023
synthetic_83000_83000_215752753_avg2600_std125_random_n14.mtx	83000	83000	215752753	3.1318	1646.379	 	0.0227
synthetic_526000_526000_220657366_avg420_std0.02_random_n14.mtx	526000	526000	220657366	0.0798	1685.489	 	0.1394
synthetic_526000_526000_220657366_avg420_std0.09_random_n14.mtx	526000	526000	220657366	0.0798	1685.489	 	0.1413
synthetic_526000_526000_220657366_avg420_std0.2_random_n14.mtx	526000	526000	220657366	0.0798	1685.489	 	0.1435
synthetic_526000_526000_220657359_avg420_std0.25_random_n14.mtx	526000	526000	220657359	0.0798	1685.489	 	0.1418
synthetic_526000_526000_220657329_avg420_std0.3_random_n14.mtx	526000	526000	220657329	0.0798	1685.488	 	0.1406
synthetic_526000_526000_220657102_avg420_std0.39_random_n14.mtx	526000	526000	220657102	0.0798	1685.487	 	0.1406
synthetic_526000_526000_220657156_avg420_std0.43_random_n14.mtx	526000	526000	220657156	0.0798	1685.487	 	0.14
synthetic_526000_526000_220657361_avg420_std0.55_random_n14.mtx	526000	526000	220657361	0.0798	1685.489	 	0.1416
synthetic_526000_526000_220657304_avg420_std0.64_random_n14.mtx	526000	526000	220657304	0.0798	1685.488	 	0.1451
synthetic_526000_526000_220657514_avg420_std0.72_random_n14.mtx	526000	526000	220657514	0.0798	1685.49	 	0.1432
synthetic_526000_526000_220657369_avg420_std0.78_random_n14.mtx	526000	526000	220657369	0.0798	1685.489	 	0.1412
synthetic_526000_526000_220657446_avg420_std0.84_random_n14.mtx	526000	526000	220657446	0.0798	1685.489	 	0.1419
synthetic_526000_526000_220657553_avg420_std0.98_random_n14.mtx	526000	526000	220657553	0.0798	1685.49	 	0.1397
synthetic_526000_526000_220657394_avg420_std1.14_random_n14.mtx	526000	526000	220657394	0.0798	1685.489	 	0.142
synthetic_526000_526000_220657122_avg420_std1.32_random_n14.mtx	526000	526000	220657122	0.0798	1685.487	 	0.1412
synthetic_526000_526000_220657230_avg420_std1.5_random_n14.mtx	526000	526000	220657230	0.0798	1685.488	 	0.1413
