filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_38000_38000_98781037_avg2600_std0.02_random_n14.mtx	38000	38000	98781037	6.8408	753.784	 	0.0097
synthetic_38000_38000_98781037_avg2600_std0.09_random_n14.mtx	38000	38000	98781037	6.8408	753.784	 	0.0097
synthetic_38000_38000_98781037_avg2600_std0.2_random_n14.mtx	38000	38000	98781037	6.8408	753.784	 	0.0097
synthetic_38000_38000_98781038_avg2600_std0.25_random_n14.mtx	38000	38000	98781038	6.8408	753.784	 	0.0097
synthetic_38000_38000_98781031_avg2600_std0.3_random_n14.mtx	38000	38000	98781031	6.8408	753.784	 	0.0095
synthetic_38000_38000_98781000_avg2600_std0.39_random_n14.mtx	38000	38000	98781000	6.8408	753.784	 	0.0098
synthetic_38000_38000_98781016_avg2600_std0.43_random_n14.mtx	38000	38000	98781016	6.8408	753.784	 	0.0095
synthetic_38000_38000_98781082_avg2600_std0.55_random_n14.mtx	38000	38000	98781082	6.8408	753.785	 	0.0106
synthetic_38000_38000_98781092_avg2600_std0.64_random_n14.mtx	38000	38000	98781092	6.8408	753.785	 	0.0108
synthetic_38000_38000_98781001_avg2600_std0.72_random_n14.mtx	38000	38000	98781001	6.8408	753.784	 	0.0114
synthetic_38000_38000_98780936_avg2600_std0.78_random_n14.mtx	38000	38000	98780936	6.8408	753.784	 	0.01
synthetic_38000_38000_98781008_avg2600_std0.84_random_n14.mtx	38000	38000	98781008	6.8408	753.784	 	0.0097
synthetic_38000_38000_98781018_avg2600_std0.98_random_n14.mtx	38000	38000	98781018	6.8408	753.784	 	0.0103
synthetic_38000_38000_98781022_avg2600_std1.14_random_n14.mtx	38000	38000	98781022	6.8408	753.784	 	0.0097
synthetic_38000_38000_98781024_avg2600_std1.32_random_n14.mtx	38000	38000	98781024	6.8408	753.784	 	0.0097
synthetic_38000_38000_98780921_avg2600_std1.5_random_n14.mtx	38000	38000	98780921	6.8408	753.784	 	0.0096
synthetic_38000_38000_98780927_avg2600_std1.6_random_n14.mtx	38000	38000	98780927	6.8408	753.784	 	0.0096
synthetic_38000_38000_98780879_avg2600_std2.25_random_n14.mtx	38000	38000	98780879	6.8408	753.783	 	0.0107
synthetic_38000_38000_98780963_avg2600_std2.5_random_n14.mtx	38000	38000	98780963	6.8408	753.784	 	0.0104
synthetic_38000_38000_98780922_avg2600_std3_random_n14.mtx	38000	38000	98780922	6.8408	753.784	 	0.01
synthetic_38000_38000_98780724_avg2600_std8_random_n14.mtx	38000	38000	98780724	6.8408	753.782	 	0.0098
synthetic_38000_38000_98780509_avg2600_std13_random_n14.mtx	38000	38000	98780509	6.8408	753.78	 	0.0097
synthetic_38000_38000_98776295_avg2600_std125_random_n14.mtx	38000	38000	98776295	6.8405	753.748	 	0.0097
synthetic_47000_47000_122176530_avg2600_std0.02_random_n14.mtx	47000	47000	122176530	5.5309	932.312	 	0.014
synthetic_47000_47000_122176530_avg2600_std0.09_random_n14.mtx	47000	47000	122176530	5.5309	932.312	 	0.0132
synthetic_47000_47000_122176530_avg2600_std0.2_random_n14.mtx	47000	47000	122176530	5.5309	932.312	 	0.0122
synthetic_47000_47000_122176531_avg2600_std0.25_random_n14.mtx	47000	47000	122176531	5.5309	932.312	 	0.014
synthetic_47000_47000_122176524_avg2600_std0.3_random_n14.mtx	47000	47000	122176524	5.5309	932.312	 	0.0139
synthetic_47000_47000_122176484_avg2600_std0.39_random_n14.mtx	47000	47000	122176484	5.5309	932.312	 	0.0127
synthetic_47000_47000_122176504_avg2600_std0.43_random_n14.mtx	47000	47000	122176504	5.5309	932.312	 	0.0128
synthetic_47000_47000_122176593_avg2600_std0.55_random_n14.mtx	47000	47000	122176593	5.5309	932.313	 	0.0124
synthetic_47000_47000_122176579_avg2600_std0.64_random_n14.mtx	47000	47000	122176579	5.5309	932.313	 	0.0131
synthetic_47000_47000_122176494_avg2600_std0.72_random_n14.mtx	47000	47000	122176494	5.5309	932.312	 	0.0139
synthetic_47000_47000_122176455_avg2600_std0.78_random_n14.mtx	47000	47000	122176455	5.5308	932.312	 	0.0122
synthetic_47000_47000_122176523_avg2600_std0.84_random_n14.mtx	47000	47000	122176523	5.5309	932.312	 	0.0121
synthetic_47000_47000_122176555_avg2600_std0.98_random_n14.mtx	47000	47000	122176555	5.5309	932.312	 	0.012
synthetic_47000_47000_122176511_avg2600_std1.14_random_n14.mtx	47000	47000	122176511	5.5309	932.312	 	0.0122
synthetic_47000_47000_122176569_avg2600_std1.32_random_n14.mtx	47000	47000	122176569	5.5309	932.313	 	0.0138
synthetic_47000_47000_122176454_avg2600_std1.5_random_n14.mtx	47000	47000	122176454	5.5308	932.312	 	0.0121
synthetic_47000_47000_122176500_avg2600_std1.6_random_n14.mtx	47000	47000	122176500	5.5309	932.312	 	0.012
synthetic_47000_47000_122176376_avg2600_std2.25_random_n14.mtx	47000	47000	122176376	5.5308	932.311	 	0.0119
synthetic_47000_47000_122176497_avg2600_std2.5_random_n14.mtx	47000	47000	122176497	5.5309	932.312	 	0.0121
synthetic_47000_47000_122176480_avg2600_std3_random_n14.mtx	47000	47000	122176480	5.5309	932.312	 	0.0119
synthetic_47000_47000_122176349_avg2600_std8_random_n14.mtx	47000	47000	122176349	5.5308	932.311	 	0.0127
synthetic_47000_47000_122176285_avg2600_std13_random_n14.mtx	47000	47000	122176285	5.5308	932.31	 	0.0122
synthetic_47000_47000_122174552_avg2600_std125_random_n14.mtx	47000	47000	122174552	5.5308	932.297	 	0.012
synthetic_161000_161000_67539454_avg420_std0.02_random_n14.mtx	161000	161000	67539454	0.2606	515.899	 	0.0433
synthetic_161000_161000_67539454_avg420_std0.09_random_n14.mtx	161000	161000	67539454	0.2606	515.899	 	0.0434
synthetic_161000_161000_67539454_avg420_std0.2_random_n14.mtx	161000	161000	67539454	0.2606	515.899	 	0.0431
synthetic_161000_161000_67539454_avg420_std0.25_random_n14.mtx	161000	161000	67539454	0.2606	515.899	 	0.0436
synthetic_161000_161000_67539431_avg420_std0.3_random_n14.mtx	161000	161000	67539431	0.2606	515.899	 	0.0434
synthetic_161000_161000_67539323_avg420_std0.39_random_n14.mtx	161000	161000	67539323	0.2606	515.898	 	0.0439
synthetic_161000_161000_67539345_avg420_std0.43_random_n14.mtx	161000	161000	67539345	0.2606	515.898	 	0.0432
synthetic_161000_161000_67539443_avg420_std0.55_random_n14.mtx	161000	161000	67539443	0.2606	515.899	 	0.043
synthetic_161000_161000_67539436_avg420_std0.64_random_n14.mtx	161000	161000	67539436	0.2606	515.899	 	0.0448
synthetic_161000_161000_67539423_avg420_std0.72_random_n14.mtx	161000	161000	67539423	0.2606	515.899	 	0.0434
