filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_4000_4000_10397986_avg2600_std0.02_random_g14.mtx	4000	4000	10397986	64.9874	79.346	 	0.0016
synthetic_4000_4000_10397986_avg2600_std0.09_random_g14.mtx	4000	4000	10397986	64.9874	79.346	 	0.0016
synthetic_4000_4000_10397986_avg2600_std0.2_random_g14.mtx	4000	4000	10397986	64.9874	79.346	 	0.0016
synthetic_4000_4000_10397986_avg2600_std0.25_random_g14.mtx	4000	4000	10397986	64.9874	79.346	 	0.0016
synthetic_4000_4000_10397985_avg2600_std0.3_random_g14.mtx	4000	4000	10397985	64.9874	79.346	 	0.0016
synthetic_4000_4000_10397977_avg2600_std0.39_random_g14.mtx	4000	4000	10397977	64.9874	79.346	 	0.0016
synthetic_4000_4000_10397979_avg2600_std0.43_random_g14.mtx	4000	4000	10397979	64.9874	79.346	 	0.0016
synthetic_4000_4000_10397967_avg2600_std0.55_random_g14.mtx	4000	4000	10397967	64.9873	79.345	 	0.0016
synthetic_4000_4000_10397960_avg2600_std0.64_random_g14.mtx	4000	4000	10397960	64.9872	79.345	 	0.0018
synthetic_4000_4000_10397934_avg2600_std0.72_random_g14.mtx	4000	4000	10397934	64.9871	79.345	 	0.0016
synthetic_4000_4000_10397950_avg2600_std0.78_random_g14.mtx	4000	4000	10397950	64.9872	79.345	 	0.0016
synthetic_4000_4000_10397926_avg2600_std0.84_random_g14.mtx	4000	4000	10397926	64.987	79.345	 	0.0016
synthetic_4000_4000_10397904_avg2600_std0.98_random_g14.mtx	4000	4000	10397904	64.9869	79.345	 	0.0016
synthetic_4000_4000_10397891_avg2600_std1.14_random_g14.mtx	4000	4000	10397891	64.9868	79.345	 	0.0016
synthetic_4000_4000_10397891_avg2600_std1.32_random_g14.mtx	4000	4000	10397891	64.9868	79.345	 	0.0022
synthetic_4000_4000_10397850_avg2600_std1.5_random_g14.mtx	4000	4000	10397850	64.9866	79.345	 	0.0017
synthetic_4000_4000_10397836_avg2600_std1.6_random_g14.mtx	4000	4000	10397836	64.9865	79.344	 	0.0016
synthetic_4000_4000_10397783_avg2600_std2.25_random_g14.mtx	4000	4000	10397783	64.9861	79.344	 	0.0016
synthetic_4000_4000_10397728_avg2600_std2.5_random_g14.mtx	4000	4000	10397728	64.9858	79.344	 	0.0016
synthetic_4000_4000_10397687_avg2600_std3_random_g14.mtx	4000	4000	10397687	64.9855	79.343	 	0.0016
synthetic_4000_4000_10397168_avg2600_std8_random_g14.mtx	4000	4000	10397168	64.9823	79.339	 	0.0016
synthetic_4000_4000_10396605_avg2600_std13_random_g14.mtx	4000	4000	10396605	64.9788	79.335	 	0.0016
synthetic_4000_4000_10385410_avg2600_std125_random_g14.mtx	4000	4000	10385410	64.9088	79.25	 	0.0016
synthetic_21000_21000_8809564_avg420_std0.02_random_g14.mtx	21000	21000	8809564	1.9976	67.292	 	0.0078
synthetic_21000_21000_8809564_avg420_std0.09_random_g14.mtx	21000	21000	8809564	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809564_avg420_std0.2_random_g14.mtx	21000	21000	8809564	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809564_avg420_std0.25_random_g14.mtx	21000	21000	8809564	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809558_avg420_std0.3_random_g14.mtx	21000	21000	8809558	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809543_avg420_std0.39_random_g14.mtx	21000	21000	8809543	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809539_avg420_std0.43_random_g14.mtx	21000	21000	8809539	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809553_avg420_std0.55_random_g14.mtx	21000	21000	8809553	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809545_avg420_std0.64_random_g14.mtx	21000	21000	8809545	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809480_avg420_std0.72_random_g14.mtx	21000	21000	8809480	1.9976	67.291	 	0.0077
synthetic_21000_21000_8809475_avg420_std0.78_random_g14.mtx	21000	21000	8809475	1.9976	67.291	 	0.0077
synthetic_21000_21000_8809490_avg420_std0.84_random_g14.mtx	21000	21000	8809490	1.9976	67.291	 	0.0077
synthetic_21000_21000_8809557_avg420_std0.98_random_g14.mtx	21000	21000	8809557	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809572_avg420_std1.14_random_g14.mtx	21000	21000	8809572	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809588_avg420_std1.32_random_g14.mtx	21000	21000	8809588	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809521_avg420_std1.5_random_g14.mtx	21000	21000	8809521	1.9976	67.291	 	0.0077
synthetic_21000_21000_8809538_avg420_std1.6_random_g14.mtx	21000	21000	8809538	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809557_avg420_std2.25_random_g14.mtx	21000	21000	8809557	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809572_avg420_std2.5_random_g14.mtx	21000	21000	8809572	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809600_avg420_std3_random_g14.mtx	21000	21000	8809600	1.9976	67.292	 	0.0077
synthetic_21000_21000_8809753_avg420_std8_random_g14.mtx	21000	21000	8809753	1.9977	67.293	 	0.0077
synthetic_21000_21000_8809925_avg420_std13_random_g14.mtx	21000	21000	8809925	1.9977	67.295	 	0.0077
synthetic_21000_21000_8815433_avg420_std125_random_g14.mtx	21000	21000	8815433	1.999	67.337	 	0.0077
synthetic_38000_38000_15940978_avg420_std0.02_random_g14.mtx	38000	38000	15940978	1.1039	121.765	 	0.0138
synthetic_38000_38000_15940978_avg420_std0.09_random_g14.mtx	38000	38000	15940978	1.1039	121.765	 	0.0137
synthetic_38000_38000_15940978_avg420_std0.2_random_g14.mtx	38000	38000	15940978	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940978_avg420_std0.25_random_g14.mtx	38000	38000	15940978	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940975_avg420_std0.3_random_g14.mtx	38000	38000	15940975	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940956_avg420_std0.39_random_g14.mtx	38000	38000	15940956	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940944_avg420_std0.43_random_g14.mtx	38000	38000	15940944	1.1039	121.765	 	0.0136
synthetic_38000_38000_15941016_avg420_std0.55_random_g14.mtx	38000	38000	15941016	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940964_avg420_std0.64_random_g14.mtx	38000	38000	15940964	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940898_avg420_std0.72_random_g14.mtx	38000	38000	15940898	1.1039	121.764	 	0.0136
synthetic_38000_38000_15940876_avg420_std0.78_random_g14.mtx	38000	38000	15940876	1.1039	121.764	 	0.0136
synthetic_38000_38000_15940885_avg420_std0.84_random_g14.mtx	38000	38000	15940885	1.1039	121.764	 	0.0136
synthetic_38000_38000_15940996_avg420_std0.98_random_g14.mtx	38000	38000	15940996	1.1039	121.765	 	0.0138
synthetic_38000_38000_15941012_avg420_std1.14_random_g14.mtx	38000	38000	15941012	1.1039	121.765	 	0.0138
synthetic_38000_38000_15941028_avg420_std1.32_random_g14.mtx	38000	38000	15941028	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940969_avg420_std1.5_random_g14.mtx	38000	38000	15940969	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940958_avg420_std1.6_random_g14.mtx	38000	38000	15940958	1.1039	121.765	 	0.0136
synthetic_38000_38000_15940867_avg420_std2.25_random_g14.mtx	38000	38000	15940867	1.1039	121.764	 	0.0136
synthetic_38000_38000_15940830_avg420_std2.5_random_g14.mtx	38000	38000	15940830	1.1039	121.764	 	0.0136
synthetic_38000_38000_15940879_avg420_std3_random_g14.mtx	38000	38000	15940879	1.1039	121.764	 	0.0136
synthetic_38000_38000_15940591_avg420_std8_random_g14.mtx	38000	38000	15940591	1.1039	121.762	 	0.0137
synthetic_38000_38000_15940384_avg420_std13_random_g14.mtx	38000	38000	15940384	1.1039	121.76	 	0.0137
