filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_47000_47000_19716464_avg420_std0.02_random_g14.mtx	47000	47000	19716464	0.8926	150.604	 	0.0171
synthetic_47000_47000_19716464_avg420_std0.09_random_g14.mtx	47000	47000	19716464	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716464_avg420_std0.2_random_g14.mtx	47000	47000	19716464	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716464_avg420_std0.25_random_g14.mtx	47000	47000	19716464	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716460_avg420_std0.3_random_g14.mtx	47000	47000	19716460	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716438_avg420_std0.39_random_g14.mtx	47000	47000	19716438	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716427_avg420_std0.43_random_g14.mtx	47000	47000	19716427	0.8925	150.604	 	0.0169
synthetic_47000_47000_19716486_avg420_std0.55_random_g14.mtx	47000	47000	19716486	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716460_avg420_std0.64_random_g14.mtx	47000	47000	19716460	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716376_avg420_std0.72_random_g14.mtx	47000	47000	19716376	0.8925	150.603	 	0.0169
synthetic_47000_47000_19716332_avg420_std0.78_random_g14.mtx	47000	47000	19716332	0.8925	150.603	 	0.0169
synthetic_47000_47000_19716310_avg420_std0.84_random_g14.mtx	47000	47000	19716310	0.8925	150.603	 	0.0169
synthetic_47000_47000_19716427_avg420_std0.98_random_g14.mtx	47000	47000	19716427	0.8925	150.604	 	0.0169
synthetic_47000_47000_19716453_avg420_std1.14_random_g14.mtx	47000	47000	19716453	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716454_avg420_std1.32_random_g14.mtx	47000	47000	19716454	0.8926	150.604	 	0.0169
synthetic_47000_47000_19716378_avg420_std1.5_random_g14.mtx	47000	47000	19716378	0.8925	150.603	 	0.0169
synthetic_47000_47000_19716326_avg420_std1.6_random_g14.mtx	47000	47000	19716326	0.8925	150.603	 	0.0169
synthetic_47000_47000_19716261_avg420_std2.25_random_g14.mtx	47000	47000	19716261	0.8925	150.602	 	0.0169
synthetic_47000_47000_19716163_avg420_std2.5_random_g14.mtx	47000	47000	19716163	0.8925	150.602	 	0.0169
synthetic_47000_47000_19716273_avg420_std3_random_g14.mtx	47000	47000	19716273	0.8925	150.603	 	0.0169
synthetic_47000_47000_19715729_avg420_std8_random_g14.mtx	47000	47000	19715729	0.8925	150.598	 	0.0169
synthetic_47000_47000_19715286_avg420_std13_random_g14.mtx	47000	47000	19715286	0.8925	150.595	 	0.0169
synthetic_47000_47000_19707342_avg420_std125_random_g14.mtx	47000	47000	19707342	0.8921	150.534	 	0.0169
synthetic_64000_64000_26847995_avg420_std0.02_random_g14.mtx	64000	64000	26847995	0.6555	205.078	 	0.0232
synthetic_64000_64000_26847995_avg420_std0.09_random_g14.mtx	64000	64000	26847995	0.6555	205.078	 	0.023
synthetic_64000_64000_26847994_avg420_std0.2_random_g14.mtx	64000	64000	26847994	0.6555	205.078	 	0.023
synthetic_64000_64000_26847993_avg420_std0.25_random_g14.mtx	64000	64000	26847993	0.6555	205.078	 	0.023
synthetic_64000_64000_26847992_avg420_std0.3_random_g14.mtx	64000	64000	26847992	0.6555	205.078	 	0.023
