filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_21000_21000_2194564_avg105_std0.02_random_g14.mtx	21000	21000	2194564	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194563_avg105_std0.09_random_g14.mtx	21000	21000	2194563	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194559_avg105_std0.2_random_g14.mtx	21000	21000	2194559	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194559_avg105_std0.25_random_g14.mtx	21000	21000	2194559	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194550_avg105_std0.3_random_g14.mtx	21000	21000	2194550	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194536_avg105_std0.39_random_g14.mtx	21000	21000	2194536	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194532_avg105_std0.43_random_g14.mtx	21000	21000	2194532	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194544_avg105_std0.55_random_g14.mtx	21000	21000	2194544	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194539_avg105_std0.64_random_g14.mtx	21000	21000	2194539	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194476_avg105_std0.72_random_g14.mtx	21000	21000	2194476	0.4976	16.823	 	0.0073
synthetic_21000_21000_2194469_avg105_std0.78_random_g14.mtx	21000	21000	2194469	0.4976	16.823	 	0.0073
synthetic_21000_21000_2194483_avg105_std0.84_random_g14.mtx	21000	21000	2194483	0.4976	16.823	 	0.0073
synthetic_21000_21000_2194553_avg105_std0.98_random_g14.mtx	21000	21000	2194553	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194576_avg105_std1.14_random_g14.mtx	21000	21000	2194576	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194587_avg105_std1.32_random_g14.mtx	21000	21000	2194587	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194507_avg105_std1.5_random_g14.mtx	21000	21000	2194507	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194540_avg105_std1.6_random_g14.mtx	21000	21000	2194540	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194549_avg105_std2.25_random_g14.mtx	21000	21000	2194549	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194544_avg105_std2.5_random_g14.mtx	21000	21000	2194544	0.4976	16.823	 	0.0072
synthetic_21000_21000_2194594_avg105_std3_random_g14.mtx	21000	21000	2194594	0.4976	16.824	 	0.0072
synthetic_21000_21000_2194828_avg105_std8_random_g14.mtx	21000	21000	2194828	0.4977	16.825	 	0.0072
synthetic_21000_21000_2195079_avg105_std13_random_g14.mtx	21000	21000	2195079	0.4978	16.827	 	0.0072
synthetic_21000_21000_2210595_avg105_std125_random_g14.mtx	21000	21000	2210595	0.5013	16.946	 	0.0096
synthetic_21000_21000_2509564_avg120_std0.02_random_g14.mtx	21000	21000	2509564	0.5691	19.227	 	0.0072
synthetic_21000_21000_2509563_avg120_std0.09_random_g14.mtx	21000	21000	2509563	0.5691	19.227	 	0.0072
synthetic_21000_21000_2509559_avg120_std0.2_random_g14.mtx	21000	21000	2509559	0.5691	19.227	 	0.0072
synthetic_21000_21000_2509559_avg120_std0.25_random_g14.mtx	21000	21000	2509559	0.5691	19.227	 	0.0072
synthetic_21000_21000_2509553_avg120_std0.3_random_g14.mtx	21000	21000	2509553	0.5691	19.226	 	0.0072
synthetic_21000_21000_2509538_avg120_std0.39_random_g14.mtx	21000	21000	2509538	0.5691	19.226	 	0.0076
synthetic_21000_21000_2509533_avg120_std0.43_random_g14.mtx	21000	21000	2509533	0.5691	19.226	 	0.0075
synthetic_21000_21000_2509545_avg120_std0.55_random_g14.mtx	21000	21000	2509545	0.5691	19.226	 	0.0072
synthetic_21000_21000_2509537_avg120_std0.64_random_g14.mtx	21000	21000	2509537	0.5691	19.226	 	0.0073
synthetic_21000_21000_2509477_avg120_std0.72_random_g14.mtx	21000	21000	2509477	0.569	19.226	 	0.0072
synthetic_21000_21000_2509467_avg120_std0.78_random_g14.mtx	21000	21000	2509467	0.569	19.226	 	0.0072
synthetic_21000_21000_2509482_avg120_std0.84_random_g14.mtx	21000	21000	2509482	0.569	19.226	 	0.0072
synthetic_21000_21000_2509555_avg120_std0.98_random_g14.mtx	21000	21000	2509555	0.5691	19.226	 	0.0072
