filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_21000_21000_2088323_avg3.1_std125_random_n14.mtx	21000	21000	2088323	0.4735	16.013	 	0.0051
synthetic_21000_21000_2088908_avg4_std125_random_n14.mtx	21000	21000	2088908	0.4737	16.017	 	0.0051
synthetic_21000_21000_2089042_avg4.3_std125_random_n14.mtx	21000	21000	2089042	0.4737	16.018	 	0.0059
synthetic_21000_21000_2090078_avg5.6_std125_random_n14.mtx	21000	21000	2090078	0.4739	16.026	 	0.0055
synthetic_21000_21000_2090451_avg6_std125_random_n14.mtx	21000	21000	2090451	0.474	16.029	 	0.0051
synthetic_21000_21000_2095077_avg10_std125_random_n14.mtx	21000	21000	2095077	0.4751	16.064	 	0.0057
synthetic_21000_21000_2098228_avg12_std125_random_n14.mtx	21000	21000	2098228	0.4758	16.088	 	0.005
synthetic_21000_21000_2115839_avg20_std125_random_n14.mtx	21000	21000	2115839	0.4798	16.223	 	0.0053
synthetic_21000_21000_2121561_avg22_std125_random_n14.mtx	21000	21000	2121561	0.4811	16.266	 	0.005
synthetic_21000_21000_2191153_avg39_std125_random_n14.mtx	21000	21000	2191153	0.4969	16.797	 	0.0056
synthetic_21000_21000_2224438_avg45_std125_random_n14.mtx	21000	21000	2224438	0.5044	17.051	 	0.0052
synthetic_21000_21000_2255447_avg50_std125_random_n14.mtx	21000	21000	2255447	0.5114	17.288	 	0.005
synthetic_21000_21000_2289299_avg55_std125_random_n14.mtx	21000	21000	2289299	0.5191	17.546	 	0.0053
synthetic_21000_21000_2365982_avg65_std125_random_n14.mtx	21000	21000	2365982	0.5365	18.131	 	0.0052
synthetic_21000_21000_2408530_avg70_std125_random_n14.mtx	21000	21000	2408530	0.5462	18.456	 	0.0055
synthetic_21000_21000_2502163_avg80_std125_random_n14.mtx	21000	21000	2502163	0.5674	19.17	 	0.0069
synthetic_21000_21000_2194547_avg105_std0.02_random_n14.mtx	21000	21000	2194547	0.4976	16.823	 	0.0059
synthetic_21000_21000_2194547_avg105_std0.09_random_n14.mtx	21000	21000	2194547	0.4976	16.823	 	0.0055
synthetic_21000_21000_2194547_avg105_std0.2_random_n14.mtx	21000	21000	2194547	0.4976	16.823	 	0.0054
synthetic_21000_21000_2194548_avg105_std0.25_random_n14.mtx	21000	21000	2194548	0.4976	16.823	 	0.0058
synthetic_21000_21000_2194542_avg105_std0.3_random_n14.mtx	21000	21000	2194542	0.4976	16.823	 	0.0053
