filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_21000_21000_54589547_avg2600_std0.02_random_n14.mtx	21000	21000	54589547	12.3786	416.565	 	0.0062
synthetic_21000_21000_54589547_avg2600_std0.09_random_n14.mtx	21000	21000	54589547	12.3786	416.565	 	0.0054
synthetic_21000_21000_54589547_avg2600_std0.2_random_n14.mtx	21000	21000	54589547	12.3786	416.565	 	0.0064
synthetic_21000_21000_54589548_avg2600_std0.25_random_n14.mtx	21000	21000	54589548	12.3786	416.565	 	0.0057
synthetic_21000_21000_54589542_avg2600_std0.3_random_n14.mtx	21000	21000	54589542	12.3786	416.565	 	0.0067
synthetic_21000_21000_54589540_avg2600_std0.39_random_n14.mtx	21000	21000	54589540	12.3786	416.565	 	0.0061
synthetic_21000_21000_54589541_avg2600_std0.43_random_n14.mtx	21000	21000	54589541	12.3786	416.565	 	0.0075
synthetic_21000_21000_54589570_avg2600_std0.55_random_n14.mtx	21000	21000	54589570	12.3786	416.565	 	0.0063
synthetic_21000_21000_54589570_avg2600_std0.64_random_n14.mtx	21000	21000	54589570	12.3786	416.565	 	0.0057
synthetic_21000_21000_54589526_avg2600_std0.72_random_n14.mtx	21000	21000	54589526	12.3786	416.565	 	0.0064
synthetic_21000_21000_54589556_avg2600_std0.78_random_n14.mtx	21000	21000	54589556	12.3786	416.565	 	0.0059
synthetic_21000_21000_54589579_avg2600_std0.84_random_n14.mtx	21000	21000	54589579	12.3786	416.566	 	0.0058
synthetic_21000_21000_54589642_avg2600_std0.98_random_n14.mtx	21000	21000	54589642	12.3786	416.566	 	0.0065
synthetic_21000_21000_54589598_avg2600_std1.14_random_n14.mtx	21000	21000	54589598	12.3786	416.566	 	0.0071
synthetic_21000_21000_54589519_avg2600_std1.32_random_n14.mtx	21000	21000	54589519	12.3786	416.565	 	0.0056
synthetic_21000_21000_54589518_avg2600_std1.5_random_n14.mtx	21000	21000	54589518	12.3786	416.565	 	0.0055
synthetic_21000_21000_54589545_avg2600_std1.6_random_n14.mtx	21000	21000	54589545	12.3786	416.565	 	0.0056
synthetic_21000_21000_54589569_avg2600_std2.25_random_n14.mtx	21000	21000	54589569	12.3786	416.565	 	0.0058
synthetic_21000_21000_54589618_avg2600_std2.5_random_n14.mtx	21000	21000	54589618	12.3786	416.566	 	0.0072
synthetic_21000_21000_54589680_avg2600_std3_random_n14.mtx	21000	21000	54589680	12.3786	416.566	 	0.006
synthetic_21000_21000_54589874_avg2600_std8_random_n14.mtx	21000	21000	54589874	12.3787	416.568	 	0.0058
synthetic_21000_21000_54590033_avg2600_std13_random_n14.mtx	21000	21000	54590033	12.3787	416.569	 	0.0061
synthetic_21000_21000_54594718_avg2600_std125_random_n14.mtx	21000	21000	54594718	12.3798	416.605	 	0.0059
synthetic_83000_83000_34818499_avg420_std0.02_random_n14.mtx	83000	83000	34818499	0.5054	265.961	 	0.0229
synthetic_83000_83000_34818499_avg420_std0.09_random_n14.mtx	83000	83000	34818499	0.5054	265.961	 	0.0253
synthetic_83000_83000_34818499_avg420_std0.2_random_n14.mtx	83000	83000	34818499	0.5054	265.961	 	0.0227
