filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_21000_21000_54589564_avg2600_std0.02_random_g14.mtx	21000	21000	54589564	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589564_avg2600_std0.09_random_g14.mtx	21000	21000	54589564	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589564_avg2600_std0.2_random_g14.mtx	21000	21000	54589564	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589564_avg2600_std0.25_random_g14.mtx	21000	21000	54589564	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589558_avg2600_std0.3_random_g14.mtx	21000	21000	54589558	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589544_avg2600_std0.39_random_g14.mtx	21000	21000	54589544	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589538_avg2600_std0.43_random_g14.mtx	21000	21000	54589538	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589552_avg2600_std0.55_random_g14.mtx	21000	21000	54589552	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589547_avg2600_std0.64_random_g14.mtx	21000	21000	54589547	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589476_avg2600_std0.72_random_g14.mtx	21000	21000	54589476	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589476_avg2600_std0.78_random_g14.mtx	21000	21000	54589476	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589490_avg2600_std0.84_random_g14.mtx	21000	21000	54589490	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589557_avg2600_std0.98_random_g14.mtx	21000	21000	54589557	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589571_avg2600_std1.14_random_g14.mtx	21000	21000	54589571	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589592_avg2600_std1.32_random_g14.mtx	21000	21000	54589592	12.3786	416.566	 	0.0077
synthetic_21000_21000_54589516_avg2600_std1.5_random_g14.mtx	21000	21000	54589516	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589542_avg2600_std1.6_random_g14.mtx	21000	21000	54589542	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589558_avg2600_std2.25_random_g14.mtx	21000	21000	54589558	12.3786	416.565	 	0.0077
synthetic_21000_21000_54589579_avg2600_std2.5_random_g14.mtx	21000	21000	54589579	12.3786	416.566	 	0.0077
synthetic_21000_21000_54589584_avg2600_std3_random_g14.mtx	21000	21000	54589584	12.3786	416.566	 	0.0077
synthetic_21000_21000_54589801_avg2600_std8_random_g14.mtx	21000	21000	54589801	12.3786	416.567	 	0.0077
synthetic_21000_21000_54589966_avg2600_std13_random_g14.mtx	21000	21000	54589966	12.3787	416.569	 	0.0077
synthetic_21000_21000_54594541_avg2600_std125_random_g14.mtx	21000	21000	54594541	12.3797	416.603	 	0.0077
synthetic_83000_83000_34818499_avg420_std0.02_random_g14.mtx	83000	83000	34818499	0.5054	265.961	 	0.03
synthetic_83000_83000_34818499_avg420_std0.09_random_g14.mtx	83000	83000	34818499	0.5054	265.961	 	0.0298
synthetic_83000_83000_34818498_avg420_std0.2_random_g14.mtx	83000	83000	34818498	0.5054	265.961	 	0.0298
synthetic_83000_83000_34818498_avg420_std0.25_random_g14.mtx	83000	83000	34818498	0.5054	265.961	 	0.0298
synthetic_83000_83000_34818492_avg420_std0.3_random_g14.mtx	83000	83000	34818492	0.5054	265.961	 	0.0297
synthetic_83000_83000_34818441_avg420_std0.39_random_g14.mtx	83000	83000	34818441	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818429_avg420_std0.43_random_g14.mtx	83000	83000	34818429	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818452_avg420_std0.55_random_g14.mtx	83000	83000	34818452	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818503_avg420_std0.64_random_g14.mtx	83000	83000	34818503	0.5054	265.961	 	0.0298
synthetic_83000_83000_34818413_avg420_std0.72_random_g14.mtx	83000	83000	34818413	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818400_avg420_std0.78_random_g14.mtx	83000	83000	34818400	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818401_avg420_std0.84_random_g14.mtx	83000	83000	34818401	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818502_avg420_std0.98_random_g14.mtx	83000	83000	34818502	0.5054	265.961	 	0.0298
synthetic_83000_83000_34818520_avg420_std1.14_random_g14.mtx	83000	83000	34818520	0.5054	265.961	 	0.0298
synthetic_83000_83000_34818641_avg420_std1.32_random_g14.mtx	83000	83000	34818641	0.5054	265.962	 	0.0298
synthetic_83000_83000_34818490_avg420_std1.5_random_g14.mtx	83000	83000	34818490	0.5054	265.961	 	0.03
synthetic_83000_83000_34818408_avg420_std1.6_random_g14.mtx	83000	83000	34818408	0.5054	265.96	 	0.0297
synthetic_83000_83000_34818362_avg420_std2.25_random_g14.mtx	83000	83000	34818362	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818428_avg420_std2.5_random_g14.mtx	83000	83000	34818428	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818469_avg420_std3_random_g14.mtx	83000	83000	34818469	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818415_avg420_std8_random_g14.mtx	83000	83000	34818415	0.5054	265.96	 	0.0298
synthetic_83000_83000_34818418_avg420_std13_random_g14.mtx	83000	83000	34818418	0.5054	265.96	 	0.0299
synthetic_83000_83000_34818948_avg420_std125_random_g14.mtx	83000	83000	34818948	0.5054	265.964	 	0.0298
synthetic_121000_121000_50759551_avg420_std0.02_random_g14.mtx	121000	121000	50759551	0.3467	387.726	 	0.044
synthetic_121000_121000_50759548_avg420_std0.09_random_g14.mtx	121000	121000	50759548	0.3467	387.726	 	0.0439
synthetic_121000_121000_50759546_avg420_std0.2_random_g14.mtx	121000	121000	50759546	0.3467	387.726	 	0.0438
synthetic_121000_121000_50759545_avg420_std0.25_random_g14.mtx	121000	121000	50759545	0.3467	387.726	 	0.0438
synthetic_121000_121000_50759540_avg420_std0.3_random_g14.mtx	121000	121000	50759540	0.3467	387.726	 	0.0438
synthetic_121000_121000_50759488_avg420_std0.39_random_g14.mtx	121000	121000	50759488	0.3467	387.726	 	0.0438
synthetic_121000_121000_50759485_avg420_std0.43_random_g14.mtx	121000	121000	50759485	0.3467	387.726	 	0.0438
synthetic_121000_121000_50759554_avg420_std0.55_random_g14.mtx	121000	121000	50759554	0.3467	387.726	 	0.0443
synthetic_121000_121000_50759655_avg420_std0.64_random_g14.mtx	121000	121000	50759655	0.3467	387.727	 	0.0439
synthetic_121000_121000_50759565_avg420_std0.72_random_g14.mtx	121000	121000	50759565	0.3467	387.726	 	0.0439
synthetic_121000_121000_50759511_avg420_std0.78_random_g14.mtx	121000	121000	50759511	0.3467	387.726	 	0.0438
synthetic_121000_121000_50759584_avg420_std0.84_random_g14.mtx	121000	121000	50759584	0.3467	387.726	 	0.0439
synthetic_121000_121000_50759718_avg420_std0.98_random_g14.mtx	121000	121000	50759718	0.3467	387.727	 	0.044
synthetic_121000_121000_50759720_avg420_std1.14_random_g14.mtx	121000	121000	50759720	0.3467	387.728	 	0.0439
synthetic_121000_121000_50759877_avg420_std1.32_random_g14.mtx	121000	121000	50759877	0.3467	387.729	 	0.0439
synthetic_121000_121000_50759832_avg420_std1.5_random_g14.mtx	121000	121000	50759832	0.3467	387.728	 	0.0439
synthetic_121000_121000_50759705_avg420_std1.6_random_g14.mtx	121000	121000	50759705	0.3467	387.727	 	0.0439
synthetic_121000_121000_50759814_avg420_std2.25_random_g14.mtx	121000	121000	50759814	0.3467	387.728	 	0.0438
synthetic_121000_121000_50759995_avg420_std2.5_random_g14.mtx	121000	121000	50759995	0.3467	387.73	 	0.0439
synthetic_121000_121000_50760129_avg420_std3_random_g14.mtx	121000	121000	50760129	0.3467	387.731	 	0.0439
synthetic_121000_121000_50761192_avg420_std8_random_g14.mtx	121000	121000	50761192	0.3467	387.739	 	0.0439
synthetic_121000_121000_50762454_avg420_std13_random_g14.mtx	121000	121000	50762454	0.3467	387.748	 	0.044
synthetic_121000_121000_50784562_avg420_std125_random_g14.mtx	121000	121000	50784562	0.3469	387.917	 	0.044
