filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_4000_4000_1678010_avg420_std0.02_random_n14.mtx	4000	4000	1678010	10.4876	12.817	 	0.0026
synthetic_4000_4000_1678010_avg420_std0.09_random_n14.mtx	4000	4000	1678010	10.4876	12.817	 	0.004
synthetic_4000_4000_1678010_avg420_std0.2_random_n14.mtx	4000	4000	1678010	10.4876	12.817	 	0.0022
synthetic_4000_4000_1678010_avg420_std0.25_random_n14.mtx	4000	4000	1678010	10.4876	12.817	 	0.0019
synthetic_4000_4000_1678008_avg420_std0.3_random_n14.mtx	4000	4000	1678008	10.4875	12.817	 	0.0019
synthetic_4000_4000_1678008_avg420_std0.39_random_n14.mtx	4000	4000	1678008	10.4875	12.817	 	0.0011
synthetic_4000_4000_1678005_avg420_std0.43_random_n14.mtx	4000	4000	1678005	10.4875	12.817	 	0.0022
synthetic_4000_4000_1677994_avg420_std0.55_random_n14.mtx	4000	4000	1677994	10.4875	12.817	 	0.0012
synthetic_4000_4000_1678007_avg420_std0.64_random_n14.mtx	4000	4000	1678007	10.4875	12.817	 	0.0018
synthetic_4000_4000_1677997_avg420_std0.72_random_n14.mtx	4000	4000	1677997	10.4875	12.817	 	0.0019
synthetic_4000_4000_1678008_avg420_std0.78_random_n14.mtx	4000	4000	1678008	10.4875	12.817	 	0.0015
synthetic_4000_4000_1677997_avg420_std0.84_random_n14.mtx	4000	4000	1677997	10.4875	12.817	 	0.0023
synthetic_4000_4000_1677970_avg420_std0.98_random_n14.mtx	4000	4000	1677970	10.4873	12.817	 	0.0019
synthetic_4000_4000_1677978_avg420_std1.14_random_n14.mtx	4000	4000	1677978	10.4874	12.817	 	0.0019
synthetic_4000_4000_1677984_avg420_std1.32_random_n14.mtx	4000	4000	1677984	10.4874	12.817	 	0.0015
synthetic_4000_4000_1677960_avg420_std1.5_random_n14.mtx	4000	4000	1677960	10.4872	12.817	 	0.002
synthetic_4000_4000_1677943_avg420_std1.6_random_n14.mtx	4000	4000	1677943	10.4871	12.817	 	0.0019
synthetic_4000_4000_1677950_avg420_std2.25_random_n14.mtx	4000	4000	1677950	10.4872	12.817	 	0.0019
synthetic_4000_4000_1677912_avg420_std2.5_random_n14.mtx	4000	4000	1677912	10.487	12.817	 	0.0015
