filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1
synthetic_4000_4000_1677986_avg420_std0.02_random_g14.mtx	4000	4000	1677986	10.4874	12.817	 	0.0018
synthetic_4000_4000_1677986_avg420_std0.09_random_g14.mtx	4000	4000	1677986	10.4874	12.817	 	0.0016
synthetic_4000_4000_1677986_avg420_std0.2_random_g14.mtx	4000	4000	1677986	10.4874	12.817	 	0.0016
synthetic_4000_4000_1677986_avg420_std0.25_random_g14.mtx	4000	4000	1677986	10.4874	12.817	 	0.0016
synthetic_4000_4000_1677985_avg420_std0.3_random_g14.mtx	4000	4000	1677985	10.4874	12.817	 	0.0016
synthetic_4000_4000_1677977_avg420_std0.39_random_g14.mtx	4000	4000	1677977	10.4874	12.817	 	0.0016
synthetic_4000_4000_1677979_avg420_std0.43_random_g14.mtx	4000	4000	1677979	10.4874	12.817	 	0.0016
synthetic_4000_4000_1677967_avg420_std0.55_random_g14.mtx	4000	4000	1677967	10.4873	12.817	 	0.0016
synthetic_4000_4000_1677961_avg420_std0.64_random_g14.mtx	4000	4000	1677961	10.4873	12.817	 	0.0016
synthetic_4000_4000_1677934_avg420_std0.72_random_g14.mtx	4000	4000	1677934	10.4871	12.817	 	0.0018
synthetic_4000_4000_1677950_avg420_std0.78_random_g14.mtx	4000	4000	1677950	10.4872	12.817	 	0.0016
synthetic_4000_4000_1677926_avg420_std0.84_random_g14.mtx	4000	4000	1677926	10.487	12.817	 	0.0016
synthetic_4000_4000_1677905_avg420_std0.98_random_g14.mtx	4000	4000	1677905	10.4869	12.817	 	0.0016
synthetic_4000_4000_1677890_avg420_std1.14_random_g14.mtx	4000	4000	1677890	10.4868	12.817	 	0.0016
synthetic_4000_4000_1677890_avg420_std1.32_random_g14.mtx	4000	4000	1677890	10.4868	12.817	 	0.0016
synthetic_4000_4000_1677850_avg420_std1.5_random_g14.mtx	4000	4000	1677850	10.4866	12.816	 	0.0016
synthetic_4000_4000_1677835_avg420_std1.6_random_g14.mtx	4000	4000	1677835	10.4865	12.816	 	0.0016
synthetic_4000_4000_1677780_avg420_std2.25_random_g14.mtx	4000	4000	1677780	10.4861	12.816	 	0.0016
synthetic_4000_4000_1677729_avg420_std2.5_random_g14.mtx	4000	4000	1677729	10.4858	12.815	 	0.0016
synthetic_4000_4000_1677694_avg420_std3_random_g14.mtx	4000	4000	1677694	10.4856	12.815	 	0.0016
synthetic_4000_4000_1677171_avg420_std8_random_g14.mtx	4000	4000	1677171	10.4823	12.811	 	0.0016
synthetic_4000_4000_1676643_avg420_std13_random_g14.mtx	4000	4000	1676643	10.479	12.807	 	0.0016
synthetic_4000_4000_1668622_avg420_std125_random_g14.mtx	4000	4000	1668622	10.4289	12.746	 	0.0016
synthetic_21000_21000_1039564_avg50_std0.02_random_g14.mtx	21000	21000	1039564	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039559_avg50_std0.09_random_g14.mtx	21000	21000	1039559	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039551_avg50_std0.2_random_g14.mtx	21000	21000	1039551	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039547_avg50_std0.25_random_g14.mtx	21000	21000	1039547	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039540_avg50_std0.3_random_g14.mtx	21000	21000	1039540	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039528_avg50_std0.39_random_g14.mtx	21000	21000	1039528	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039525_avg50_std0.43_random_g14.mtx	21000	21000	1039525	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039548_avg50_std0.55_random_g14.mtx	21000	21000	1039548	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039541_avg50_std0.64_random_g14.mtx	21000	21000	1039541	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039469_avg50_std0.72_random_g14.mtx	21000	21000	1039469	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039469_avg50_std0.78_random_g14.mtx	21000	21000	1039469	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039475_avg50_std0.84_random_g14.mtx	21000	21000	1039475	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039552_avg50_std0.98_random_g14.mtx	21000	21000	1039552	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039567_avg50_std1.14_random_g14.mtx	21000	21000	1039567	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039578_avg50_std1.32_random_g14.mtx	21000	21000	1039578	0.2357	8.011	 	0.0072
synthetic_21000_21000_1039503_avg50_std1.5_random_g14.mtx	21000	21000	1039503	0.2357	8.011	 	0.0072
