filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_4000_4000_1678010_mu_420_std_0.02_random_s14_n.mtx	4000	4000	1678010	10.4876	19.219	 	0.0025	1
artificial_4000_4000_1678010_mu_420_std_0.09_random_s14_n.mtx	4000	4000	1678010	10.4876	19.219	 	0.0031	1
artificial_4000_4000_1678010_mu_420_std_0.2_random_s14_n.mtx	4000	4000	1678010	10.4876	19.219	 	0.0025	1
artificial_4000_4000_1678010_mu_420_std_0.25_random_s14_n.mtx	4000	4000	1678010	10.4876	19.219	 	0.0024	1
artificial_4000_4000_1678008_mu_420_std_0.3_random_s14_n.mtx	4000	4000	1678008	10.4875	19.219	 	0.0024	1
artificial_4000_4000_1678008_mu_420_std_0.39_random_s14_n.mtx	4000	4000	1678008	10.4875	19.219	 	0.003	1
artificial_4000_4000_1678005_mu_420_std_0.43_random_s14_n.mtx	4000	4000	1678005	10.4875	19.219	 	0.0026	1
artificial_4000_4000_1677994_mu_420_std_0.55_random_s14_n.mtx	4000	4000	1677994	10.4875	19.218	 	0.0029	1
artificial_4000_4000_1678007_mu_420_std_0.64_random_s14_n.mtx	4000	4000	1678007	10.4875	19.219	 	0.0022	1
artificial_4000_4000_1677997_mu_420_std_0.72_random_s14_n.mtx	4000	4000	1677997	10.4875	19.218	 	0.0024	1
artificial_4000_4000_1678008_mu_420_std_0.78_random_s14_n.mtx	4000	4000	1678008	10.4875	19.219	 	0.0024	1
artificial_4000_4000_1677997_mu_420_std_0.84_random_s14_n.mtx	4000	4000	1677997	10.4875	19.218	 	0.0027	1
artificial_4000_4000_1677970_mu_420_std_0.98_random_s14_n.mtx	4000	4000	1677970	10.4873	19.218	 	0.0026	1
artificial_4000_4000_1677978_mu_420_std_1.14_random_s14_n.mtx	4000	4000	1677978	10.4874	19.218	 	0.0047	1
artificial_4000_4000_1677984_mu_420_std_1.32_random_s14_n.mtx	4000	4000	1677984	10.4874	19.218	 	0.0048	1
artificial_4000_4000_1677960_mu_420_std_1.5_random_s14_n.mtx	4000	4000	1677960	10.4872	19.218	 	0.0032	1
artificial_4000_4000_1677943_mu_420_std_1.6_random_s14_n.mtx	4000	4000	1677943	10.4871	19.218	 	0.0029	1
artificial_4000_4000_1677950_mu_420_std_2.25_random_s14_n.mtx	4000	4000	1677950	10.4872	19.218	 	0.003	1
artificial_4000_4000_1677912_mu_420_std_2.5_random_s14_n.mtx	4000	4000	1677912	10.487	19.217	 	0.0032	1
artificial_4000_4000_1677918_mu_420_std_3_random_s14_n.mtx	4000	4000	1677918	10.487	19.218	 	0.0031	1
artificial_4000_4000_1677735_mu_420_std_8_random_s14_n.mtx	4000	4000	1677735	10.4858	19.215	 	0.0029	1
artificial_4000_4000_1677565_mu_420_std_13_random_s14_n.mtx	4000	4000	1677565	10.4848	19.213	 	0.003	1
artificial_4000_4000_1673883_mu_420_std_125_random_s14_n.mtx	4000	4000	1673883	10.4618	19.171	 	0.0023	1
artificial_21000_21000_2088323_mu_3.1_std_125_random_s14_n.mtx	21000	21000	2088323	0.4735	23.979	 	0.0105	1
artificial_21000_21000_2088908_mu_4_std_125_random_s14_n.mtx	21000	21000	2088908	0.4737	23.986	 	0.0112	1
artificial_21000_21000_2089042_mu_4.3_std_125_random_s14_n.mtx	21000	21000	2089042	0.4737	23.987	 	0.0116	1
artificial_21000_21000_2090078_mu_5.6_std_125_random_s14_n.mtx	21000	21000	2090078	0.4739	23.999	 	0.0117	1
artificial_21000_21000_2090451_mu_6_std_125_random_s14_n.mtx	21000	21000	2090451	0.474	24.003	 	0.0114	1
artificial_21000_21000_2095077_mu_10_std_125_random_s14_n.mtx	21000	21000	2095077	0.4751	24.056	 	0.011	1
artificial_21000_21000_2098228_mu_12_std_125_random_s14_n.mtx	21000	21000	2098228	0.4758	24.092	 	0.0109	1
artificial_21000_21000_2115839_mu_20_std_125_random_s14_n.mtx	21000	21000	2115839	0.4798	24.294	 	0.0108	1
artificial_21000_21000_2121561_mu_22_std_125_random_s14_n.mtx	21000	21000	2121561	0.4811	24.359	 	0.0113	1
artificial_21000_21000_2191153_mu_39_std_125_random_s14_n.mtx	21000	21000	2191153	0.4969	25.156	 	0.0107	1
artificial_21000_21000_2224438_mu_45_std_125_random_s14_n.mtx	21000	21000	2224438	0.5044	25.537	 	0.0117	1
artificial_21000_21000_2255447_mu_50_std_125_random_s14_n.mtx	21000	21000	2255447	0.5114	25.892	 	0.0114	1
artificial_21000_21000_2289299_mu_55_std_125_random_s14_n.mtx	21000	21000	2289299	0.5191	26.279	 	0.0118	1
artificial_21000_21000_2365982_mu_65_std_125_random_s14_n.mtx	21000	21000	2365982	0.5365	27.157	 	0.0106	1
artificial_21000_21000_1459547_mu_70_std_0.02_random_s14_n.mtx	21000	21000	1459547	0.331	16.783	 	0.0105	1
artificial_21000_21000_1459547_mu_70_std_0.09_random_s14_n.mtx	21000	21000	1459547	0.331	16.783	 	0.0111	1
artificial_21000_21000_1459547_mu_70_std_0.2_random_s14_n.mtx	21000	21000	1459547	0.331	16.783	 	0.0105	1
