filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_38000_38000_15941037_mu_420_std_0.02_random_s14_n.mtx	38000	38000	15941037	1.1039	182.576	 	0.0217	1
artificial_38000_38000_15941037_mu_420_std_0.09_random_s14_n.mtx	38000	38000	15941037	1.1039	182.576	 	0.0221	1
artificial_38000_38000_15941037_mu_420_std_0.2_random_s14_n.mtx	38000	38000	15941037	1.1039	182.576	 	0.0211	1
artificial_38000_38000_15941038_mu_420_std_0.25_random_s14_n.mtx	38000	38000	15941038	1.104	182.576	 	0.0211	1
artificial_38000_38000_15941031_mu_420_std_0.3_random_s14_n.mtx	38000	38000	15941031	1.1039	182.576	 	0.0225	1
artificial_38000_38000_15941000_mu_420_std_0.39_random_s14_n.mtx	38000	38000	15941000	1.1039	182.575	 	0.0213	1
artificial_38000_38000_15941016_mu_420_std_0.43_random_s14_n.mtx	38000	38000	15941016	1.1039	182.575	 	0.0215	1
artificial_38000_38000_15941082_mu_420_std_0.55_random_s14_n.mtx	38000	38000	15941082	1.104	182.576	 	0.0216	1
artificial_38000_38000_15941092_mu_420_std_0.64_random_s14_n.mtx	38000	38000	15941092	1.104	182.576	 	0.0214	1
artificial_38000_38000_15941001_mu_420_std_0.72_random_s14_n.mtx	38000	38000	15941001	1.1039	182.575	 	0.0218	1
artificial_38000_38000_15940936_mu_420_std_0.78_random_s14_n.mtx	38000	38000	15940936	1.1039	182.574	 	0.0212	1
artificial_38000_38000_15941008_mu_420_std_0.84_random_s14_n.mtx	38000	38000	15941008	1.1039	182.575	 	0.0204	1
artificial_38000_38000_15941018_mu_420_std_0.98_random_s14_n.mtx	38000	38000	15941018	1.1039	182.575	 	0.0203	1
artificial_38000_38000_15941022_mu_420_std_1.14_random_s14_n.mtx	38000	38000	15941022	1.1039	182.575	 	0.02	1
artificial_38000_38000_15941024_mu_420_std_1.32_random_s14_n.mtx	38000	38000	15941024	1.1039	182.576	 	0.0207	1
artificial_38000_38000_15940921_mu_420_std_1.5_random_s14_n.mtx	38000	38000	15940921	1.1039	182.574	 	0.0221	1
artificial_38000_38000_15940927_mu_420_std_1.6_random_s14_n.mtx	38000	38000	15940927	1.1039	182.574	 	0.0216	1
artificial_38000_38000_15940879_mu_420_std_2.25_random_s14_n.mtx	38000	38000	15940879	1.1039	182.574	 	0.0212	1
artificial_38000_38000_15940963_mu_420_std_2.5_random_s14_n.mtx	38000	38000	15940963	1.1039	182.575	 	0.0215	1
