filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_21000_21000_54589547_mu_2600_std_0.02_random_s14_n.mtx	21000	21000	54589547	12.3786	624.808	 	0.0108	1
artificial_21000_21000_54589547_mu_2600_std_0.09_random_s14_n.mtx	21000	21000	54589547	12.3786	624.808	 	0.0104	1
artificial_21000_21000_54589547_mu_2600_std_0.2_random_s14_n.mtx	21000	21000	54589547	12.3786	624.808	 	0.0107	1
artificial_21000_21000_54589548_mu_2600_std_0.25_random_s14_n.mtx	21000	21000	54589548	12.3786	624.808	 	0.0123	1
artificial_21000_21000_54589542_mu_2600_std_0.3_random_s14_n.mtx	21000	21000	54589542	12.3786	624.808	 	0.0117	1
artificial_21000_21000_54589540_mu_2600_std_0.39_random_s14_n.mtx	21000	21000	54589540	12.3786	624.808	 	0.0112	1
artificial_21000_21000_54589541_mu_2600_std_0.43_random_s14_n.mtx	21000	21000	54589541	12.3786	624.808	 	0.011	1
artificial_21000_21000_54589570_mu_2600_std_0.55_random_s14_n.mtx	21000	21000	54589570	12.3786	624.808	 	0.0108	1
artificial_21000_21000_54589570_mu_2600_std_0.64_random_s14_n.mtx	21000	21000	54589570	12.3786	624.808	 	0.0111	1
artificial_21000_21000_54589526_mu_2600_std_0.72_random_s14_n.mtx	21000	21000	54589526	12.3786	624.808	 	0.0108	1
artificial_21000_21000_54589556_mu_2600_std_0.78_random_s14_n.mtx	21000	21000	54589556	12.3786	624.808	 	0.0106	1
artificial_21000_21000_54589579_mu_2600_std_0.84_random_s14_n.mtx	21000	21000	54589579	12.3786	624.808	 	0.0107	1
artificial_21000_21000_54589642_mu_2600_std_0.98_random_s14_n.mtx	21000	21000	54589642	12.3786	624.809	 	0.0108	1
artificial_21000_21000_54589598_mu_2600_std_1.14_random_s14_n.mtx	21000	21000	54589598	12.3786	624.808	 	0.0106	1
artificial_21000_21000_54589519_mu_2600_std_1.32_random_s14_n.mtx	21000	21000	54589519	12.3786	624.808	 	0.011	1
artificial_21000_21000_54589518_mu_2600_std_1.5_random_s14_n.mtx	21000	21000	54589518	12.3786	624.808	 	0.011	1
artificial_21000_21000_54589545_mu_2600_std_1.6_random_s14_n.mtx	21000	21000	54589545	12.3786	624.808	 	0.0104	1
artificial_21000_21000_54589569_mu_2600_std_2.25_random_s14_n.mtx	21000	21000	54589569	12.3786	624.808	 	0.0116	1
artificial_21000_21000_54589618_mu_2600_std_2.5_random_s14_n.mtx	21000	21000	54589618	12.3786	624.809	 	0.0113	1
artificial_21000_21000_54589680_mu_2600_std_3_random_s14_n.mtx	21000	21000	54589680	12.3786	624.809	 	0.011	1
artificial_21000_21000_54589874_mu_2600_std_8_random_s14_n.mtx	21000	21000	54589874	12.3787	624.812	 	0.0113	1
artificial_21000_21000_54590033_mu_2600_std_13_random_s14_n.mtx	21000	21000	54590033	12.3787	624.813	 	0.0124	1
artificial_21000_21000_54594718_mu_2600_std_125_random_s14_n.mtx	21000	21000	54594718	12.3798	624.867	 	0.0116	1
artificial_121000_121000_50759459_mu_420_std_0.02_random_s14_n.mtx	121000	121000	50759459	0.3467	581.357	 	0.063	1
artificial_121000_121000_50759459_mu_420_std_0.09_random_s14_n.mtx	121000	121000	50759459	0.3467	581.357	 	0.0626	1
artificial_121000_121000_50759459_mu_420_std_0.2_random_s14_n.mtx	121000	121000	50759459	0.3467	581.357	 	0.0632	1
artificial_121000_121000_50759457_mu_420_std_0.25_random_s14_n.mtx	121000	121000	50759457	0.3467	581.357	 	0.065	1
artificial_121000_121000_50759444_mu_420_std_0.3_random_s14_n.mtx	121000	121000	50759444	0.3467	581.357	 	0.0637	1
artificial_121000_121000_50759348_mu_420_std_0.39_random_s14_n.mtx	121000	121000	50759348	0.3467	581.356	 	0.0624	1
artificial_121000_121000_50759369_mu_420_std_0.43_random_s14_n.mtx	121000	121000	50759369	0.3467	581.356	 	0.0632	1
artificial_121000_121000_50759423_mu_420_std_0.55_random_s14_n.mtx	121000	121000	50759423	0.3467	581.357	 	0.0647	1
artificial_121000_121000_50759457_mu_420_std_0.64_random_s14_n.mtx	121000	121000	50759457	0.3467	581.357	 	0.062	1
artificial_121000_121000_50759370_mu_420_std_0.72_random_s14_n.mtx	121000	121000	50759370	0.3467	581.356	 	0.062	1
artificial_121000_121000_50759234_mu_420_std_0.78_random_s14_n.mtx	121000	121000	50759234	0.3467	581.355	 	0.0618	1
artificial_121000_121000_50759291_mu_420_std_0.84_random_s14_n.mtx	121000	121000	50759291	0.3467	581.356	 	0.065	1
artificial_121000_121000_50759361_mu_420_std_0.98_random_s14_n.mtx	121000	121000	50759361	0.3467	581.356	 	0.0622	1
artificial_121000_121000_50759321_mu_420_std_1.14_random_s14_n.mtx	121000	121000	50759321	0.3467	581.356	 	0.0624	1
artificial_121000_121000_50759452_mu_420_std_1.32_random_s14_n.mtx	121000	121000	50759452	0.3467	581.357	 	0.0628	1
artificial_121000_121000_50759168_mu_420_std_1.5_random_s14_n.mtx	121000	121000	50759168	0.3467	581.354	 	0.0645	1
artificial_121000_121000_50759119_mu_420_std_1.6_random_s14_n.mtx	121000	121000	50759119	0.3467	581.354	 	0.0619	1
artificial_121000_121000_50758865_mu_420_std_2.25_random_s14_n.mtx	121000	121000	50758865	0.3467	581.351	 	0.0632	1
artificial_121000_121000_50758853_mu_420_std_2.5_random_s14_n.mtx	121000	121000	50758853	0.3467	581.351	 	0.063	1
artificial_121000_121000_50758873_mu_420_std_3_random_s14_n.mtx	121000	121000	50758873	0.3467	581.351	 	0.0649	1
artificial_121000_121000_50757636_mu_420_std_8_random_s14_n.mtx	121000	121000	50757636	0.3467	581.337	 	0.0614	1
artificial_121000_121000_50756601_mu_420_std_13_random_s14_n.mtx	121000	121000	50756601	0.3467	581.325	 	0.0611	1
artificial_121000_121000_50733086_mu_420_std_125_random_s14_n.mtx	121000	121000	50733086	0.3465	581.056	 	0.0632	1
artificial_141000_141000_59149515_mu_420_std_0.02_random_s14_n.mtx	141000	141000	59149515	0.2975	677.45	 	0.0755	1
artificial_141000_141000_59149515_mu_420_std_0.09_random_s14_n.mtx	141000	141000	59149515	0.2975	677.45	 	0.0738	1
artificial_141000_141000_59149515_mu_420_std_0.2_random_s14_n.mtx	141000	141000	59149515	0.2975	677.45	 	0.0722	1
artificial_141000_141000_59149515_mu_420_std_0.25_random_s14_n.mtx	141000	141000	59149515	0.2975	677.45	 	0.0752	1
artificial_141000_141000_59149497_mu_420_std_0.3_random_s14_n.mtx	141000	141000	59149497	0.2975	677.45	 	0.0742	1
artificial_141000_141000_59149389_mu_420_std_0.39_random_s14_n.mtx	141000	141000	59149389	0.2975	677.449	 	0.0721	1
