filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_21000_21000_54589564_mu_2600_std_0.02_random_s14_g.mtx	21000	21000	54589564	12.3786	624.808	 	0.0109	1
artificial_21000_21000_54589564_mu_2600_std_0.09_random_s14_g.mtx	21000	21000	54589564	12.3786	624.808	 	0.011	1
artificial_21000_21000_54589564_mu_2600_std_0.2_random_s14_g.mtx	21000	21000	54589564	12.3786	624.808	 	0.0111	1
artificial_21000_21000_54589564_mu_2600_std_0.25_random_s14_g.mtx	21000	21000	54589564	12.3786	624.808	 	0.0112	1
artificial_21000_21000_54589558_mu_2600_std_0.3_random_s14_g.mtx	21000	21000	54589558	12.3786	624.808	 	0.0119	1
artificial_21000_21000_54589544_mu_2600_std_0.39_random_s14_g.mtx	21000	21000	54589544	12.3786	624.808	 	0.0113	1
artificial_21000_21000_54589538_mu_2600_std_0.43_random_s14_g.mtx	21000	21000	54589538	12.3786	624.808	 	0.0113	1
artificial_21000_21000_54589552_mu_2600_std_0.55_random_s14_g.mtx	21000	21000	54589552	12.3786	624.808	 	0.0112	1
artificial_21000_21000_54589547_mu_2600_std_0.64_random_s14_g.mtx	21000	21000	54589547	12.3786	624.808	 	0.011	1
artificial_21000_21000_54589476_mu_2600_std_0.72_random_s14_g.mtx	21000	21000	54589476	12.3786	624.807	 	0.0115	1
artificial_21000_21000_54589476_mu_2600_std_0.78_random_s14_g.mtx	21000	21000	54589476	12.3786	624.807	 	0.0108	1
artificial_21000_21000_54589490_mu_2600_std_0.84_random_s14_g.mtx	21000	21000	54589490	12.3786	624.807	 	0.0115	1
artificial_21000_21000_54589557_mu_2600_std_0.98_random_s14_g.mtx	21000	21000	54589557	12.3786	624.808	 	0.0109	1
artificial_21000_21000_54589571_mu_2600_std_1.14_random_s14_g.mtx	21000	21000	54589571	12.3786	624.808	 	0.0123	1
artificial_21000_21000_54589592_mu_2600_std_1.32_random_s14_g.mtx	21000	21000	54589592	12.3786	624.808	 	0.0125	1
artificial_21000_21000_54589516_mu_2600_std_1.5_random_s14_g.mtx	21000	21000	54589516	12.3786	624.808	 	0.0116	1
artificial_21000_21000_54589542_mu_2600_std_1.6_random_s14_g.mtx	21000	21000	54589542	12.3786	624.808	 	0.0121	1
artificial_21000_21000_54589558_mu_2600_std_2.25_random_s14_g.mtx	21000	21000	54589558	12.3786	624.808	 	0.0115	1
artificial_21000_21000_54589579_mu_2600_std_2.5_random_s14_g.mtx	21000	21000	54589579	12.3786	624.808	 	0.0113	1
artificial_21000_21000_54589584_mu_2600_std_3_random_s14_g.mtx	21000	21000	54589584	12.3786	624.808	 	0.0113	1
artificial_21000_21000_54589801_mu_2600_std_8_random_s14_g.mtx	21000	21000	54589801	12.3786	624.811	 	0.0119	1
artificial_21000_21000_54589966_mu_2600_std_13_random_s14_g.mtx	21000	21000	54589966	12.3787	624.813	 	0.0113	1
artificial_21000_21000_54594541_mu_2600_std_125_random_s14_g.mtx	21000	21000	54594541	12.3797	624.865	 	0.0116	1
artificial_121000_121000_50759551_mu_420_std_0.02_random_s14_g.mtx	121000	121000	50759551	0.3467	581.359	 	0.0649	1
artificial_121000_121000_50759548_mu_420_std_0.09_random_s14_g.mtx	121000	121000	50759548	0.3467	581.359	 	0.0633	1
artificial_121000_121000_50759546_mu_420_std_0.2_random_s14_g.mtx	121000	121000	50759546	0.3467	581.358	 	0.064	1
artificial_121000_121000_50759545_mu_420_std_0.25_random_s14_g.mtx	121000	121000	50759545	0.3467	581.358	 	0.0649	1
artificial_121000_121000_50759540_mu_420_std_0.3_random_s14_g.mtx	121000	121000	50759540	0.3467	581.358	 	0.0634	1
artificial_121000_121000_50759488_mu_420_std_0.39_random_s14_g.mtx	121000	121000	50759488	0.3467	581.358	 	0.0643	1
artificial_121000_121000_50759485_mu_420_std_0.43_random_s14_g.mtx	121000	121000	50759485	0.3467	581.358	 	0.0637	1
artificial_121000_121000_50759554_mu_420_std_0.55_random_s14_g.mtx	121000	121000	50759554	0.3467	581.359	 	0.0649	1
artificial_121000_121000_50759655_mu_420_std_0.64_random_s14_g.mtx	121000	121000	50759655	0.3467	581.36	 	0.0641	1
artificial_121000_121000_50759565_mu_420_std_0.72_random_s14_g.mtx	121000	121000	50759565	0.3467	581.359	 	0.0635	1
artificial_121000_121000_50759511_mu_420_std_0.78_random_s14_g.mtx	121000	121000	50759511	0.3467	581.358	 	0.0633	1
artificial_121000_121000_50759584_mu_420_std_0.84_random_s14_g.mtx	121000	121000	50759584	0.3467	581.359	 	0.0647	1
artificial_121000_121000_50759718_mu_420_std_0.98_random_s14_g.mtx	121000	121000	50759718	0.3467	581.36	 	0.0661	1
artificial_121000_121000_50759720_mu_420_std_1.14_random_s14_g.mtx	121000	121000	50759720	0.3467	581.36	 	0.0661	1
artificial_121000_121000_50759877_mu_420_std_1.32_random_s14_g.mtx	121000	121000	50759877	0.3467	581.362	 	0.0647	1
artificial_121000_121000_50759832_mu_420_std_1.5_random_s14_g.mtx	121000	121000	50759832	0.3467	581.362	 	0.0654	1
artificial_121000_121000_50759705_mu_420_std_1.6_random_s14_g.mtx	121000	121000	50759705	0.3467	581.36	 	0.0639	1
artificial_121000_121000_50759814_mu_420_std_2.25_random_s14_g.mtx	121000	121000	50759814	0.3467	581.362	 	0.065	1
artificial_121000_121000_50759995_mu_420_std_2.5_random_s14_g.mtx	121000	121000	50759995	0.3467	581.364	 	0.0643	1
artificial_121000_121000_50760129_mu_420_std_3_random_s14_g.mtx	121000	121000	50760129	0.3467	581.365	 	0.0645	1
artificial_121000_121000_50761192_mu_420_std_8_random_s14_g.mtx	121000	121000	50761192	0.3467	581.377	 	0.0647	1
artificial_121000_121000_50762454_mu_420_std_13_random_s14_g.mtx	121000	121000	50762454	0.3467	581.392	 	0.0645	1
artificial_121000_121000_50784562_mu_420_std_125_random_s14_g.mtx	121000	121000	50784562	0.3469	581.645	 	0.0659	1
artificial_141000_141000_59149601_mu_420_std_0.02_random_s14_g.mtx	141000	141000	59149601	0.2975	677.451	 	0.0743	1
artificial_141000_141000_59149598_mu_420_std_0.09_random_s14_g.mtx	141000	141000	59149598	0.2975	677.451	 	0.0751	1
artificial_141000_141000_59149595_mu_420_std_0.2_random_s14_g.mtx	141000	141000	59149595	0.2975	677.451	 	0.0749	1
artificial_141000_141000_59149594_mu_420_std_0.25_random_s14_g.mtx	141000	141000	59149594	0.2975	677.451	 	0.076	1
artificial_141000_141000_59149585_mu_420_std_0.3_random_s14_g.mtx	141000	141000	59149585	0.2975	677.451	 	0.0748	1
artificial_141000_141000_59149528_mu_420_std_0.39_random_s14_g.mtx	141000	141000	59149528	0.2975	677.451	 	0.0747	1
artificial_141000_141000_59149547_mu_420_std_0.43_random_s14_g.mtx	141000	141000	59149547	0.2975	677.451	 	0.0748	1
artificial_141000_141000_59149639_mu_420_std_0.55_random_s14_g.mtx	141000	141000	59149639	0.2975	677.452	 	0.0755	1
artificial_141000_141000_59149730_mu_420_std_0.64_random_s14_g.mtx	141000	141000	59149730	0.2975	677.453	 	0.0731	1
artificial_141000_141000_59149631_mu_420_std_0.72_random_s14_g.mtx	141000	141000	59149631	0.2975	677.452	 	0.0764	1
artificial_141000_141000_59149567_mu_420_std_0.78_random_s14_g.mtx	141000	141000	59149567	0.2975	677.451	 	0.0745	1
artificial_141000_141000_59149643_mu_420_std_0.84_random_s14_g.mtx	141000	141000	59149643	0.2975	677.452	 	0.0748	1
artificial_141000_141000_59149720_mu_420_std_0.98_random_s14_g.mtx	141000	141000	59149720	0.2975	677.453	 	0.076	1
artificial_141000_141000_59149770_mu_420_std_1.14_random_s14_g.mtx	141000	141000	59149770	0.2975	677.453	 	0.0738	1
artificial_141000_141000_59149913_mu_420_std_1.32_random_s14_g.mtx	141000	141000	59149913	0.2975	677.455	 	0.0751	1
artificial_141000_141000_59149889_mu_420_std_1.5_random_s14_g.mtx	141000	141000	59149889	0.2975	677.455	 	0.0747	1
artificial_141000_141000_59149737_mu_420_std_1.6_random_s14_g.mtx	141000	141000	59149737	0.2975	677.453	 	0.0755	1
artificial_141000_141000_59149933_mu_420_std_2.25_random_s14_g.mtx	141000	141000	59149933	0.2975	677.455	 	0.0757	1
artificial_141000_141000_59150039_mu_420_std_2.5_random_s14_g.mtx	141000	141000	59150039	0.2975	677.456	 	0.0754	1
artificial_141000_141000_59150196_mu_420_std_3_random_s14_g.mtx	141000	141000	59150196	0.2975	677.458	 	0.0757	1
artificial_141000_141000_59151384_mu_420_std_8_random_s14_g.mtx	141000	141000	59151384	0.2975	677.472	 	0.0757	1
artificial_141000_141000_59152706_mu_420_std_13_random_s14_g.mtx	141000	141000	59152706	0.2975	677.487	 	0.0752	1
artificial_141000_141000_59179176_mu_420_std_125_random_s14_g.mtx	141000	141000	59179176	0.2977	677.79	 	0.0761	1
artificial_161000_161000_67539537_mu_420_std_0.02_random_s14_g.mtx	161000	161000	67539537	0.2606	773.543	 	0.0842	1
artificial_161000_161000_67539533_mu_420_std_0.09_random_s14_g.mtx	161000	161000	67539533	0.2606	773.543	 	0.088	1
artificial_161000_161000_67539529_mu_420_std_0.2_random_s14_g.mtx	161000	161000	67539529	0.2606	773.543	 	0.0851	1
artificial_161000_161000_67539527_mu_420_std_0.25_random_s14_g.mtx	161000	161000	67539527	0.2606	773.543	 	0.0847	1
artificial_161000_161000_67539523_mu_420_std_0.3_random_s14_g.mtx	161000	161000	67539523	0.2606	773.543	 	0.0862	1
artificial_161000_161000_67539456_mu_420_std_0.39_random_s14_g.mtx	161000	161000	67539456	0.2606	773.542	 	0.0869	1
artificial_161000_161000_67539474_mu_420_std_0.43_random_s14_g.mtx	161000	161000	67539474	0.2606	773.542	 	0.0863	1
artificial_161000_161000_67539572_mu_420_std_0.55_random_s14_g.mtx	161000	161000	67539572	0.2606	773.543	 	0.087	1
artificial_161000_161000_67539651_mu_420_std_0.64_random_s14_g.mtx	161000	161000	67539651	0.2606	773.544	 	0.0866	1
artificial_161000_161000_67539548_mu_420_std_0.72_random_s14_g.mtx	161000	161000	67539548	0.2606	773.543	 	0.0858	1
artificial_161000_161000_67539458_mu_420_std_0.78_random_s14_g.mtx	161000	161000	67539458	0.2606	773.542	 	0.0835	1
