filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_4000_4000_1677986_mu_420_std_0.02_random_s14_g.mtx	4000	4000	1677986	10.4874	19.218	 	0.0027	1
artificial_4000_4000_1677986_mu_420_std_0.09_random_s14_g.mtx	4000	4000	1677986	10.4874	19.218	 	0.0028	1
artificial_4000_4000_1677986_mu_420_std_0.2_random_s14_g.mtx	4000	4000	1677986	10.4874	19.218	 	0.0027	1
artificial_4000_4000_1677986_mu_420_std_0.25_random_s14_g.mtx	4000	4000	1677986	10.4874	19.218	 	0.0025	1
artificial_4000_4000_1677985_mu_420_std_0.3_random_s14_g.mtx	4000	4000	1677985	10.4874	19.218	 	0.0029	1
artificial_4000_4000_1677977_mu_420_std_0.39_random_s14_g.mtx	4000	4000	1677977	10.4874	19.218	 	0.0025	1
artificial_4000_4000_1677979_mu_420_std_0.43_random_s14_g.mtx	4000	4000	1677979	10.4874	19.218	 	0.0026	1
artificial_4000_4000_1677967_mu_420_std_0.55_random_s14_g.mtx	4000	4000	1677967	10.4873	19.218	 	0.0024	1
artificial_4000_4000_1677961_mu_420_std_0.64_random_s14_g.mtx	4000	4000	1677961	10.4873	19.218	 	0.0026	1
artificial_4000_4000_1677934_mu_420_std_0.72_random_s14_g.mtx	4000	4000	1677934	10.4871	19.218	 	0.0025	1
artificial_4000_4000_1677950_mu_420_std_0.78_random_s14_g.mtx	4000	4000	1677950	10.4872	19.218	 	0.0024	1
artificial_4000_4000_1677926_mu_420_std_0.84_random_s14_g.mtx	4000	4000	1677926	10.487	19.218	 	0.0027	1
artificial_4000_4000_1677905_mu_420_std_0.98_random_s14_g.mtx	4000	4000	1677905	10.4869	19.217	 	0.0027	1
artificial_4000_4000_1677890_mu_420_std_1.14_random_s14_g.mtx	4000	4000	1677890	10.4868	19.217	 	0.0027	1
artificial_4000_4000_1677890_mu_420_std_1.32_random_s14_g.mtx	4000	4000	1677890	10.4868	19.217	 	0.0026	1
artificial_4000_4000_1677850_mu_420_std_1.5_random_s14_g.mtx	4000	4000	1677850	10.4866	19.217	 	0.0028	1
artificial_4000_4000_1677835_mu_420_std_1.6_random_s14_g.mtx	4000	4000	1677835	10.4865	19.217	 	0.0025	1
artificial_4000_4000_1677780_mu_420_std_2.25_random_s14_g.mtx	4000	4000	1677780	10.4861	19.216	 	0.0025	1
artificial_4000_4000_1677729_mu_420_std_2.5_random_s14_g.mtx	4000	4000	1677729	10.4858	19.215	 	0.0033	1
artificial_4000_4000_1677694_mu_420_std_3_random_s14_g.mtx	4000	4000	1677694	10.4856	19.215	 	0.0024	1
artificial_4000_4000_1677171_mu_420_std_8_random_s14_g.mtx	4000	4000	1677171	10.4823	19.209	 	0.0029	1
artificial_4000_4000_1676643_mu_420_std_13_random_s14_g.mtx	4000	4000	1676643	10.479	19.203	 	0.0025	1
artificial_4000_4000_1668622_mu_420_std_125_random_s14_g.mtx	4000	4000	1668622	10.4289	19.111	 	0.0023	1
artificial_21000_21000_1459564_mu_70_std_0.02_random_s14_g.mtx	21000	21000	1459564	0.331	16.783	 	0.011	1
