filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_38000_38000_98781037_mu_2600_std_0.02_random_s14_n.mtx	38000	38000	98781037	6.8408	1130.604	 	0.0211	1
artificial_38000_38000_98781037_mu_2600_std_0.09_random_s14_n.mtx	38000	38000	98781037	6.8408	1130.604	 	0.0215	1
artificial_38000_38000_98781037_mu_2600_std_0.2_random_s14_n.mtx	38000	38000	98781037	6.8408	1130.604	 	0.0216	1
artificial_38000_38000_98781038_mu_2600_std_0.25_random_s14_n.mtx	38000	38000	98781038	6.8408	1130.604	 	0.0211	1
artificial_38000_38000_98781031_mu_2600_std_0.3_random_s14_n.mtx	38000	38000	98781031	6.8408	1130.604	 	0.0206	1
artificial_38000_38000_98781000_mu_2600_std_0.39_random_s14_n.mtx	38000	38000	98781000	6.8408	1130.604	 	0.0218	1
artificial_38000_38000_98781016_mu_2600_std_0.43_random_s14_n.mtx	38000	38000	98781016	6.8408	1130.604	 	0.0214	1
artificial_38000_38000_98781082_mu_2600_std_0.55_random_s14_n.mtx	38000	38000	98781082	6.8408	1130.605	 	0.0217	1
artificial_38000_38000_98781092_mu_2600_std_0.64_random_s14_n.mtx	38000	38000	98781092	6.8408	1130.605	 	0.0205	1
artificial_38000_38000_98781001_mu_2600_std_0.72_random_s14_n.mtx	38000	38000	98781001	6.8408	1130.604	 	0.0198	1
artificial_38000_38000_98780936_mu_2600_std_0.78_random_s14_n.mtx	38000	38000	98780936	6.8408	1130.603	 	0.0197	1
artificial_38000_38000_98781008_mu_2600_std_0.84_random_s14_n.mtx	38000	38000	98781008	6.8408	1130.604	 	0.0195	1
artificial_38000_38000_98781018_mu_2600_std_0.98_random_s14_n.mtx	38000	38000	98781018	6.8408	1130.604	 	0.0207	1
artificial_38000_38000_98781022_mu_2600_std_1.14_random_s14_n.mtx	38000	38000	98781022	6.8408	1130.604	 	0.0208	1
artificial_38000_38000_98781024_mu_2600_std_1.32_random_s14_n.mtx	38000	38000	98781024	6.8408	1130.604	 	0.0195	1
artificial_38000_38000_98780921_mu_2600_std_1.5_random_s14_n.mtx	38000	38000	98780921	6.8408	1130.603	 	0.0195	1
artificial_38000_38000_98780927_mu_2600_std_1.6_random_s14_n.mtx	38000	38000	98780927	6.8408	1130.603	 	0.0192	1
artificial_38000_38000_98780879_mu_2600_std_2.25_random_s14_n.mtx	38000	38000	98780879	6.8408	1130.602	 	0.0197	1
artificial_38000_38000_98780963_mu_2600_std_2.5_random_s14_n.mtx	38000	38000	98780963	6.8408	1130.603	 	0.0193	1
artificial_38000_38000_98780922_mu_2600_std_3_random_s14_n.mtx	38000	38000	98780922	6.8408	1130.603	 	0.0192	1
artificial_38000_38000_98780724_mu_2600_std_8_random_s14_n.mtx	38000	38000	98780724	6.8408	1130.601	 	0.0195	1
artificial_38000_38000_98780509_mu_2600_std_13_random_s14_n.mtx	38000	38000	98780509	6.8408	1130.598	 	0.0191	1
artificial_38000_38000_98776295_mu_2600_std_125_random_s14_n.mtx	38000	38000	98776295	6.8405	1130.55	 	0.0208	1
artificial_47000_47000_122176530_mu_2600_std_0.02_random_s14_n.mtx	47000	47000	122176530	5.5309	1398.379	 	0.0248	1
artificial_47000_47000_122176530_mu_2600_std_0.09_random_s14_n.mtx	47000	47000	122176530	5.5309	1398.379	 	0.0244	1
