filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_4000_4000_10398010_mu_2600_std_0.02_random_s14_n.mtx	4000	4000	10398010	64.9876	119.011	 	0.0028	1
artificial_4000_4000_10398010_mu_2600_std_0.09_random_s14_n.mtx	4000	4000	10398010	64.9876	119.011	 	0.0029	1
artificial_4000_4000_10398010_mu_2600_std_0.2_random_s14_n.mtx	4000	4000	10398010	64.9876	119.011	 	0.0024	1
artificial_4000_4000_10398010_mu_2600_std_0.25_random_s14_n.mtx	4000	4000	10398010	64.9876	119.011	 	0.0029	1
artificial_4000_4000_10398008_mu_2600_std_0.3_random_s14_n.mtx	4000	4000	10398008	64.9876	119.011	 	0.0028	1
artificial_4000_4000_10398008_mu_2600_std_0.39_random_s14_n.mtx	4000	4000	10398008	64.9876	119.011	 	0.0026	1
artificial_4000_4000_10398005_mu_2600_std_0.43_random_s14_n.mtx	4000	4000	10398005	64.9875	119.011	 	0.0022	1
artificial_4000_4000_10397994_mu_2600_std_0.55_random_s14_n.mtx	4000	4000	10397994	64.9875	119.011	 	0.0039	1
artificial_4000_4000_10398007_mu_2600_std_0.64_random_s14_n.mtx	4000	4000	10398007	64.9875	119.011	 	0.0029	1
artificial_4000_4000_10397997_mu_2600_std_0.72_random_s14_n.mtx	4000	4000	10397997	64.9875	119.011	 	0.0029	1
artificial_4000_4000_10398008_mu_2600_std_0.78_random_s14_n.mtx	4000	4000	10398008	64.9876	119.011	 	0.003	1
artificial_4000_4000_10397997_mu_2600_std_0.84_random_s14_n.mtx	4000	4000	10397997	64.9875	119.011	 	0.0033	1
artificial_4000_4000_10397970_mu_2600_std_0.98_random_s14_n.mtx	4000	4000	10397970	64.9873	119.011	 	0.003	1
artificial_4000_4000_10397978_mu_2600_std_1.14_random_s14_n.mtx	4000	4000	10397978	64.9874	119.011	 	0.0033	1
artificial_4000_4000_10397984_mu_2600_std_1.32_random_s14_n.mtx	4000	4000	10397984	64.9874	119.011	 	0.0032	1
artificial_4000_4000_10397960_mu_2600_std_1.5_random_s14_n.mtx	4000	4000	10397960	64.9872	119.01	 	0.0033	1
artificial_4000_4000_10397943_mu_2600_std_1.6_random_s14_n.mtx	4000	4000	10397943	64.9871	119.01	 	0.0029	1
artificial_4000_4000_10397950_mu_2600_std_2.25_random_s14_n.mtx	4000	4000	10397950	64.9872	119.01	 	0.0029	1
artificial_4000_4000_10397912_mu_2600_std_2.5_random_s14_n.mtx	4000	4000	10397912	64.9869	119.01	 	0.0026	1
artificial_4000_4000_10397918_mu_2600_std_3_random_s14_n.mtx	4000	4000	10397918	64.987	119.01	 	0.0029	1
artificial_4000_4000_10397735_mu_2600_std_8_random_s14_n.mtx	4000	4000	10397735	64.9858	119.008	 	0.003	1
artificial_4000_4000_10397565_mu_2600_std_13_random_s14_n.mtx	4000	4000	10397565	64.9848	119.006	 	0.0022	1
artificial_4000_4000_10393877_mu_2600_std_125_random_s14_n.mtx	4000	4000	10393877	64.9617	118.964	 	0.0026	1
artificial_21000_21000_8809547_mu_420_std_0.02_random_s14_n.mtx	21000	21000	8809547	1.9976	100.897	 	0.0109	1
artificial_21000_21000_8809547_mu_420_std_0.09_random_s14_n.mtx	21000	21000	8809547	1.9976	100.897	 	0.0107	1
artificial_21000_21000_8809547_mu_420_std_0.2_random_s14_n.mtx	21000	21000	8809547	1.9976	100.897	 	0.0108	1
artificial_21000_21000_8809548_mu_420_std_0.25_random_s14_n.mtx	21000	21000	8809548	1.9976	100.897	 	0.0108	1
artificial_21000_21000_8809542_mu_420_std_0.3_random_s14_n.mtx	21000	21000	8809542	1.9976	100.897	 	0.0108	1
artificial_21000_21000_8809540_mu_420_std_0.39_random_s14_n.mtx	21000	21000	8809540	1.9976	100.897	 	0.011	1
artificial_21000_21000_8809541_mu_420_std_0.43_random_s14_n.mtx	21000	21000	8809541	1.9976	100.897	 	0.0105	1
artificial_21000_21000_8809570_mu_420_std_0.55_random_s14_n.mtx	21000	21000	8809570	1.9976	100.898	 	0.0107	1
artificial_21000_21000_8809570_mu_420_std_0.64_random_s14_n.mtx	21000	21000	8809570	1.9976	100.898	 	0.0117	1
artificial_21000_21000_8809526_mu_420_std_0.72_random_s14_n.mtx	21000	21000	8809526	1.9976	100.897	 	0.0115	1
artificial_21000_21000_8809556_mu_420_std_0.78_random_s14_n.mtx	21000	21000	8809556	1.9976	100.897	 	0.0115	1
artificial_21000_21000_8809579_mu_420_std_0.84_random_s14_n.mtx	21000	21000	8809579	1.9976	100.898	 	0.0111	1
artificial_21000_21000_8809642_mu_420_std_0.98_random_s14_n.mtx	21000	21000	8809642	1.9977	100.898	 	0.0109	1
artificial_21000_21000_8809598_mu_420_std_1.14_random_s14_n.mtx	21000	21000	8809598	1.9976	100.898	 	0.0105	1
artificial_21000_21000_8809519_mu_420_std_1.32_random_s14_n.mtx	21000	21000	8809519	1.9976	100.897	 	0.0105	1
artificial_21000_21000_8809518_mu_420_std_1.5_random_s14_n.mtx	21000	21000	8809518	1.9976	100.897	 	0.0107	1
artificial_21000_21000_8809545_mu_420_std_1.6_random_s14_n.mtx	21000	21000	8809545	1.9976	100.897	 	0.0105	1
artificial_21000_21000_8809569_mu_420_std_2.25_random_s14_n.mtx	21000	21000	8809569	1.9976	100.898	 	0.0108	1
artificial_21000_21000_8809618_mu_420_std_2.5_random_s14_n.mtx	21000	21000	8809618	1.9976	100.898	 	0.0108	1
artificial_21000_21000_8809680_mu_420_std_3_random_s14_n.mtx	21000	21000	8809680	1.9977	100.899	 	0.0108	1
artificial_21000_21000_8809874_mu_420_std_8_random_s14_n.mtx	21000	21000	8809874	1.9977	100.901	 	0.0108	1
artificial_21000_21000_8810033_mu_420_std_13_random_s14_n.mtx	21000	21000	8810033	1.9977	100.903	 	0.0104	1
artificial_21000_21000_8815069_mu_420_std_125_random_s14_n.mtx	21000	21000	8815069	1.9989	100.961	 	0.0107	1
artificial_38000_38000_5871037_mu_155_std_0.02_random_s14_n.mtx	38000	38000	5871037	0.4066	67.334	 	0.0197	1
artificial_38000_38000_5871037_mu_155_std_0.09_random_s14_n.mtx	38000	38000	5871037	0.4066	67.334	 	0.0191	1
artificial_38000_38000_5871037_mu_155_std_0.2_random_s14_n.mtx	38000	38000	5871037	0.4066	67.334	 	0.0189	1
artificial_38000_38000_5871038_mu_155_std_0.25_random_s14_n.mtx	38000	38000	5871038	0.4066	67.334	 	0.019	1
artificial_38000_38000_5871031_mu_155_std_0.3_random_s14_n.mtx	38000	38000	5871031	0.4066	67.334	 	0.0182	1
artificial_38000_38000_5871000_mu_155_std_0.39_random_s14_n.mtx	38000	38000	5871000	0.4066	67.333	 	0.0187	1
artificial_38000_38000_5871016_mu_155_std_0.43_random_s14_n.mtx	38000	38000	5871016	0.4066	67.333	 	0.0188	1
artificial_38000_38000_5871082_mu_155_std_0.55_random_s14_n.mtx	38000	38000	5871082	0.4066	67.334	 	0.0189	1
artificial_38000_38000_5871092_mu_155_std_0.64_random_s14_n.mtx	38000	38000	5871092	0.4066	67.334	 	0.0188	1
artificial_38000_38000_5871001_mu_155_std_0.72_random_s14_n.mtx	38000	38000	5871001	0.4066	67.333	 	0.0197	1
artificial_38000_38000_5870936_mu_155_std_0.78_random_s14_n.mtx	38000	38000	5870936	0.4066	67.332	 	0.0205	1
artificial_38000_38000_5871008_mu_155_std_0.84_random_s14_n.mtx	38000	38000	5871008	0.4066	67.333	 	0.0195	1
artificial_38000_38000_5871018_mu_155_std_0.98_random_s14_n.mtx	38000	38000	5871018	0.4066	67.333	 	0.0189	1
artificial_38000_38000_5871022_mu_155_std_1.14_random_s14_n.mtx	38000	38000	5871022	0.4066	67.333	 	0.0192	1
artificial_38000_38000_5871024_mu_155_std_1.32_random_s14_n.mtx	38000	38000	5871024	0.4066	67.333	 	0.0191	1
artificial_38000_38000_5870921_mu_155_std_1.5_random_s14_n.mtx	38000	38000	5870921	0.4066	67.332	 	0.0193	1
artificial_38000_38000_5870927_mu_155_std_1.6_random_s14_n.mtx	38000	38000	5870927	0.4066	67.332	 	0.0186	1
artificial_38000_38000_5870879_mu_155_std_2.25_random_s14_n.mtx	38000	38000	5870879	0.4066	67.332	 	0.0185	1
artificial_38000_38000_5870963_mu_155_std_2.5_random_s14_n.mtx	38000	38000	5870963	0.4066	67.333	 	0.0197	1
artificial_38000_38000_5870922_mu_155_std_3_random_s14_n.mtx	38000	38000	5870922	0.4066	67.332	 	0.0199	1
artificial_38000_38000_5870724_mu_155_std_8_random_s14_n.mtx	38000	38000	5870724	0.4066	67.33	 	0.0198	1
artificial_38000_38000_5870509_mu_155_std_13_random_s14_n.mtx	38000	38000	5870509	0.4065	67.328	 	0.0212	1
artificial_38000_38000_6354605_mu_155_std_125_random_s14_n.mtx	38000	38000	6354605	0.4401	72.868	 	0.0209	1
artificial_38000_38000_8341037_mu_220_std_0.02_random_s14_n.mtx	38000	38000	8341037	0.5776	95.601	 	0.0214	1
artificial_38000_38000_8341037_mu_220_std_0.09_random_s14_n.mtx	38000	38000	8341037	0.5776	95.601	 	0.0206	1
artificial_38000_38000_8341037_mu_220_std_0.2_random_s14_n.mtx	38000	38000	8341037	0.5776	95.601	 	0.0206	1
artificial_38000_38000_8341038_mu_220_std_0.25_random_s14_n.mtx	38000	38000	8341038	0.5776	95.601	 	0.0212	1
artificial_38000_38000_8341031_mu_220_std_0.3_random_s14_n.mtx	38000	38000	8341031	0.5776	95.6	 	0.0211	1
artificial_38000_38000_8341000_mu_220_std_0.39_random_s14_n.mtx	38000	38000	8341000	0.5776	95.6	 	0.0201	1
artificial_38000_38000_8341016_mu_220_std_0.43_random_s14_n.mtx	38000	38000	8341016	0.5776	95.6	 	0.021	1
artificial_38000_38000_8341082_mu_220_std_0.55_random_s14_n.mtx	38000	38000	8341082	0.5776	95.601	 	0.0217	1
artificial_38000_38000_8341092_mu_220_std_0.64_random_s14_n.mtx	38000	38000	8341092	0.5776	95.601	 	0.0221	1
artificial_38000_38000_8341001_mu_220_std_0.72_random_s14_n.mtx	38000	38000	8341001	0.5776	95.6	 	0.0206	1
artificial_38000_38000_8340936_mu_220_std_0.78_random_s14_n.mtx	38000	38000	8340936	0.5776	95.599	 	0.0219	1
artificial_38000_38000_8341008_mu_220_std_0.84_random_s14_n.mtx	38000	38000	8341008	0.5776	95.6	 	0.0212	1
artificial_38000_38000_8341018_mu_220_std_0.98_random_s14_n.mtx	38000	38000	8341018	0.5776	95.6	 	0.0207	1
artificial_38000_38000_8341022_mu_220_std_1.14_random_s14_n.mtx	38000	38000	8341022	0.5776	95.6	 	0.0212	1
artificial_38000_38000_8341024_mu_220_std_1.32_random_s14_n.mtx	38000	38000	8341024	0.5776	95.6	 	0.0206	1
artificial_38000_38000_8340921_mu_220_std_1.5_random_s14_n.mtx	38000	38000	8340921	0.5776	95.599	 	0.0209	1
artificial_38000_38000_8340927_mu_220_std_1.6_random_s14_n.mtx	38000	38000	8340927	0.5776	95.599	 	0.0202	1
artificial_38000_38000_8340879_mu_220_std_2.25_random_s14_n.mtx	38000	38000	8340879	0.5776	95.599	 	0.0217	1
artificial_38000_38000_8340963_mu_220_std_2.5_random_s14_n.mtx	38000	38000	8340963	0.5776	95.6	 	0.0217	1
artificial_38000_38000_8340922_mu_220_std_3_random_s14_n.mtx	38000	38000	8340922	0.5776	95.599	 	0.0216	1
artificial_38000_38000_8340724_mu_220_std_8_random_s14_n.mtx	38000	38000	8340724	0.5776	95.597	 	0.0215	1
artificial_38000_38000_8340509_mu_220_std_13_random_s14_n.mtx	38000	38000	8340509	0.5776	95.595	 	0.0219	1
artificial_38000_38000_8488779_mu_220_std_125_random_s14_n.mtx	38000	38000	8488779	0.5879	97.291	 	0.0212	1
artificial_47000_47000_5586046_mu_80_std_125_random_s14_n.mtx	47000	47000	5586046	0.2529	64.107	 	0.0253	1
artificial_47000_47000_6217977_mu_105_std_125_random_s14_n.mtx	47000	47000	6217977	0.2815	71.338	 	0.0245	1
artificial_47000_47000_5616530_mu_120_std_0.02_random_s14_n.mtx	47000	47000	5616530	0.2543	64.455	 	0.0244	1
artificial_47000_47000_5616530_mu_120_std_0.09_random_s14_n.mtx	47000	47000	5616530	0.2543	64.455	 	0.025	1
artificial_47000_47000_5616530_mu_120_std_0.2_random_s14_n.mtx	47000	47000	5616530	0.2543	64.455	 	0.0267	1
artificial_47000_47000_5616531_mu_120_std_0.25_random_s14_n.mtx	47000	47000	5616531	0.2543	64.455	 	0.0262	1
artificial_47000_47000_5616524_mu_120_std_0.3_random_s14_n.mtx	47000	47000	5616524	0.2543	64.455	 	0.0253	1
artificial_47000_47000_5616484_mu_120_std_0.39_random_s14_n.mtx	47000	47000	5616484	0.2543	64.455	 	0.0246	1
artificial_47000_47000_5616504_mu_120_std_0.43_random_s14_n.mtx	47000	47000	5616504	0.2543	64.455	 	0.0265	1
artificial_47000_47000_5616593_mu_120_std_0.55_random_s14_n.mtx	47000	47000	5616593	0.2543	64.456	 	0.0258	1
artificial_47000_47000_5616579_mu_120_std_0.64_random_s14_n.mtx	47000	47000	5616579	0.2543	64.456	 	0.0246	1
artificial_47000_47000_5616494_mu_120_std_0.72_random_s14_n.mtx	47000	47000	5616494	0.2543	64.455	 	0.0259	1
artificial_47000_47000_5616455_mu_120_std_0.78_random_s14_n.mtx	47000	47000	5616455	0.2543	64.455	 	0.0254	1
artificial_47000_47000_5616523_mu_120_std_0.84_random_s14_n.mtx	47000	47000	5616523	0.2543	64.455	 	0.0259	1
artificial_47000_47000_5616555_mu_120_std_0.98_random_s14_n.mtx	47000	47000	5616555	0.2543	64.456	 	0.0262	1
artificial_47000_47000_5616511_mu_120_std_1.14_random_s14_n.mtx	47000	47000	5616511	0.2543	64.455	 	0.0249	1
artificial_47000_47000_5616569_mu_120_std_1.32_random_s14_n.mtx	47000	47000	5616569	0.2543	64.456	 	0.0243	1
artificial_47000_47000_5616454_mu_120_std_1.5_random_s14_n.mtx	47000	47000	5616454	0.2543	64.455	 	0.0241	1
artificial_47000_47000_5616500_mu_120_std_1.6_random_s14_n.mtx	47000	47000	5616500	0.2543	64.455	 	0.0237	1
artificial_47000_47000_5616376_mu_120_std_2.25_random_s14_n.mtx	47000	47000	5616376	0.2542	64.454	 	0.0241	1
artificial_47000_47000_5616497_mu_120_std_2.5_random_s14_n.mtx	47000	47000	5616497	0.2543	64.455	 	0.024	1
artificial_47000_47000_5616480_mu_120_std_3_random_s14_n.mtx	47000	47000	5616480	0.2543	64.455	 	0.0241	1
artificial_47000_47000_5616349_mu_120_std_8_random_s14_n.mtx	47000	47000	5616349	0.2542	64.453	 	0.0243	1
