filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_4000_4000_877986_mu_220_std_0.02_random_s14_g.mtx	4000	4000	877986	5.4874	10.063	 	0.0029	1
artificial_4000_4000_877986_mu_220_std_0.09_random_s14_g.mtx	4000	4000	877986	5.4874	10.063	 	0.0029	1
artificial_4000_4000_877986_mu_220_std_0.2_random_s14_g.mtx	4000	4000	877986	5.4874	10.063	 	0.0028	1
artificial_4000_4000_877986_mu_220_std_0.25_random_s14_g.mtx	4000	4000	877986	5.4874	10.063	 	0.0025	1
artificial_4000_4000_877985_mu_220_std_0.3_random_s14_g.mtx	4000	4000	877985	5.4874	10.063	 	0.0022	1
artificial_4000_4000_877977_mu_220_std_0.39_random_s14_g.mtx	4000	4000	877977	5.4874	10.063	 	0.0026	1
artificial_4000_4000_877978_mu_220_std_0.43_random_s14_g.mtx	4000	4000	877978	5.4874	10.063	 	0.0025	1
artificial_4000_4000_877967_mu_220_std_0.55_random_s14_g.mtx	4000	4000	877967	5.4873	10.063	 	0.0024	1
artificial_4000_4000_877961_mu_220_std_0.64_random_s14_g.mtx	4000	4000	877961	5.4873	10.063	 	0.0023	1
artificial_4000_4000_877933_mu_220_std_0.72_random_s14_g.mtx	4000	4000	877933	5.4871	10.062	 	0.0028	1
artificial_4000_4000_877949_mu_220_std_0.78_random_s14_g.mtx	4000	4000	877949	5.4872	10.063	 	0.0022	1
artificial_4000_4000_877925_mu_220_std_0.84_random_s14_g.mtx	4000	4000	877925	5.487	10.062	 	0.003	1
artificial_4000_4000_877903_mu_220_std_0.98_random_s14_g.mtx	4000	4000	877903	5.4869	10.062	 	0.0028	1
artificial_4000_4000_877891_mu_220_std_1.14_random_s14_g.mtx	4000	4000	877891	5.4868	10.062	 	0.0028	1
artificial_4000_4000_877891_mu_220_std_1.32_random_s14_g.mtx	4000	4000	877891	5.4868	10.062	 	0.0022	1
artificial_4000_4000_877851_mu_220_std_1.5_random_s14_g.mtx	4000	4000	877851	5.4866	10.061	 	0.0023	1
artificial_4000_4000_877834_mu_220_std_1.6_random_s14_g.mtx	4000	4000	877834	5.4865	10.061	 	0.0037	1
artificial_4000_4000_877783_mu_220_std_2.25_random_s14_g.mtx	4000	4000	877783	5.4861	10.061	 	0.0025	1
artificial_4000_4000_877726_mu_220_std_2.5_random_s14_g.mtx	4000	4000	877726	5.4858	10.06	 	0.0024	1
artificial_4000_4000_877691_mu_220_std_3_random_s14_g.mtx	4000	4000	877691	5.4856	10.06	 	0.0022	1
artificial_4000_4000_877197_mu_220_std_8_random_s14_g.mtx	4000	4000	877197	5.4825	10.054	 	0.0025	1
artificial_4000_4000_876698_mu_220_std_13_random_s14_g.mtx	4000	4000	876698	5.4794	10.048	 	0.0028	1
artificial_4000_4000_867818_mu_220_std_125_random_s14_g.mtx	4000	4000	867818	5.4239	9.947	 	0.0025	1
artificial_21000_21000_808564_mu_39_std_0.02_random_s14_g.mtx	21000	21000	808564	0.1833	9.333	 	0.0112	1
artificial_21000_21000_808559_mu_39_std_0.09_random_s14_g.mtx	21000	21000	808559	0.1833	9.333	 	0.0109	1
artificial_21000_21000_808547_mu_39_std_0.2_random_s14_g.mtx	21000	21000	808547	0.1833	9.333	 	0.0109	1
artificial_21000_21000_808544_mu_39_std_0.25_random_s14_g.mtx	21000	21000	808544	0.1833	9.333	 	0.0109	1
artificial_21000_21000_808537_mu_39_std_0.3_random_s14_g.mtx	21000	21000	808537	0.1833	9.333	 	0.011	1
artificial_21000_21000_808524_mu_39_std_0.39_random_s14_g.mtx	21000	21000	808524	0.1833	9.333	 	0.0105	1
artificial_21000_21000_808521_mu_39_std_0.43_random_s14_g.mtx	21000	21000	808521	0.1833	9.333	 	0.0111	1
artificial_21000_21000_808544_mu_39_std_0.55_random_s14_g.mtx	21000	21000	808544	0.1833	9.333	 	0.0111	1
artificial_21000_21000_808534_mu_39_std_0.64_random_s14_g.mtx	21000	21000	808534	0.1833	9.333	 	0.0112	1
artificial_21000_21000_808468_mu_39_std_0.72_random_s14_g.mtx	21000	21000	808468	0.1833	9.332	 	0.0107	1
artificial_21000_21000_808471_mu_39_std_0.78_random_s14_g.mtx	21000	21000	808471	0.1833	9.332	 	0.012	1
artificial_21000_21000_808473_mu_39_std_0.84_random_s14_g.mtx	21000	21000	808473	0.1833	9.332	 	0.0114	1
artificial_21000_21000_808545_mu_39_std_0.98_random_s14_g.mtx	21000	21000	808545	0.1833	9.333	 	0.0114	1
artificial_21000_21000_808569_mu_39_std_1.14_random_s14_g.mtx	21000	21000	808569	0.1833	9.333	 	0.0108	1
artificial_21000_21000_808573_mu_39_std_1.32_random_s14_g.mtx	21000	21000	808573	0.1833	9.333	 	0.0113	1
artificial_21000_21000_808510_mu_39_std_1.5_random_s14_g.mtx	21000	21000	808510	0.1833	9.333	 	0.0111	1
artificial_21000_21000_808502_mu_39_std_1.6_random_s14_g.mtx	21000	21000	808502	0.1833	9.333	 	0.0111	1
artificial_21000_21000_808561_mu_39_std_2.25_random_s14_g.mtx	21000	21000	808561	0.1833	9.333	 	0.0111	1
artificial_21000_21000_808574_mu_39_std_2.5_random_s14_g.mtx	21000	21000	808574	0.1834	9.334	 	0.011	1
artificial_21000_21000_808624_mu_39_std_3_random_s14_g.mtx	21000	21000	808624	0.1834	9.334	 	0.0109	1
artificial_21000_21000_808781_mu_39_std_8_random_s14_g.mtx	21000	21000	808781	0.1834	9.336	 	0.0111	1
artificial_21000_21000_808897_mu_39_std_13_random_s14_g.mtx	21000	21000	808897	0.1834	9.337	 	0.0108	1
artificial_21000_21000_807101_mu_39_std_125_random_s14_g.mtx	21000	21000	807101	0.183	9.317	 	0.0123	1
artificial_21000_21000_934564_mu_45_std_0.02_random_s14_g.mtx	21000	21000	934564	0.2119	10.775	 	0.011	1
artificial_21000_21000_934559_mu_45_std_0.09_random_s14_g.mtx	21000	21000	934559	0.2119	10.775	 	0.0109	1
artificial_21000_21000_934548_mu_45_std_0.2_random_s14_g.mtx	21000	21000	934548	0.2119	10.775	 	0.0116	1
artificial_21000_21000_934546_mu_45_std_0.25_random_s14_g.mtx	21000	21000	934546	0.2119	10.775	 	0.0109	1
artificial_21000_21000_934538_mu_45_std_0.3_random_s14_g.mtx	21000	21000	934538	0.2119	10.775	 	0.0112	1
artificial_21000_21000_934529_mu_45_std_0.39_random_s14_g.mtx	21000	21000	934529	0.2119	10.775	 	0.0116	1
artificial_21000_21000_934521_mu_45_std_0.43_random_s14_g.mtx	21000	21000	934521	0.2119	10.775	 	0.011	1
artificial_21000_21000_934549_mu_45_std_0.55_random_s14_g.mtx	21000	21000	934549	0.2119	10.775	 	0.011	1
artificial_21000_21000_934539_mu_45_std_0.64_random_s14_g.mtx	21000	21000	934539	0.2119	10.775	 	0.011	1
artificial_21000_21000_934469_mu_45_std_0.72_random_s14_g.mtx	21000	21000	934469	0.2119	10.774	 	0.0111	1
artificial_21000_21000_934473_mu_45_std_0.78_random_s14_g.mtx	21000	21000	934473	0.2119	10.774	 	0.0109	1
artificial_21000_21000_934474_mu_45_std_0.84_random_s14_g.mtx	21000	21000	934474	0.2119	10.774	 	0.0109	1
artificial_21000_21000_934553_mu_45_std_0.98_random_s14_g.mtx	21000	21000	934553	0.2119	10.775	 	0.011	1
artificial_21000_21000_934569_mu_45_std_1.14_random_s14_g.mtx	21000	21000	934569	0.2119	10.775	 	0.0109	1
artificial_21000_21000_934582_mu_45_std_1.32_random_s14_g.mtx	21000	21000	934582	0.2119	10.776	 	0.011	1
artificial_21000_21000_934506_mu_45_std_1.5_random_s14_g.mtx	21000	21000	934506	0.2119	10.775	 	0.0108	1
artificial_21000_21000_934514_mu_45_std_1.6_random_s14_g.mtx	21000	21000	934514	0.2119	10.775	 	0.0109	1
artificial_21000_21000_934564_mu_45_std_2.25_random_s14_g.mtx	21000	21000	934564	0.2119	10.775	 	0.0111	1
artificial_21000_21000_934570_mu_45_std_2.5_random_s14_g.mtx	21000	21000	934570	0.2119	10.775	 	0.0105	1
artificial_21000_21000_934627_mu_45_std_3_random_s14_g.mtx	21000	21000	934627	0.2119	10.776	 	0.011	1
artificial_21000_21000_934715_mu_45_std_8_random_s14_g.mtx	21000	21000	934715	0.212	10.777	 	0.011	1
artificial_21000_21000_935050_mu_45_std_13_random_s14_g.mtx	21000	21000	935050	0.212	10.781	 	0.011	1
artificial_21000_21000_935603_mu_45_std_125_random_s14_g.mtx	21000	21000	935603	0.2122	10.787	 	0.0128	1
artificial_21000_21000_1039564_mu_50_std_0.02_random_s14_g.mtx	21000	21000	1039564	0.2357	11.977	 	0.0113	1
artificial_21000_21000_1039559_mu_50_std_0.09_random_s14_g.mtx	21000	21000	1039559	0.2357	11.977	 	0.0108	1
artificial_21000_21000_1039551_mu_50_std_0.2_random_s14_g.mtx	21000	21000	1039551	0.2357	11.977	 	0.0111	1
artificial_21000_21000_1039547_mu_50_std_0.25_random_s14_g.mtx	21000	21000	1039547	0.2357	11.977	 	0.0111	1
artificial_21000_21000_1039540_mu_50_std_0.3_random_s14_g.mtx	21000	21000	1039540	0.2357	11.977	 	0.011	1
artificial_21000_21000_1039528_mu_50_std_0.39_random_s14_g.mtx	21000	21000	1039528	0.2357	11.977	 	0.0108	1
artificial_21000_21000_1039525_mu_50_std_0.43_random_s14_g.mtx	21000	21000	1039525	0.2357	11.977	 	0.0109	1
artificial_21000_21000_1039548_mu_50_std_0.55_random_s14_g.mtx	21000	21000	1039548	0.2357	11.977	 	0.0111	1
artificial_21000_21000_1039541_mu_50_std_0.64_random_s14_g.mtx	21000	21000	1039541	0.2357	11.977	 	0.0111	1
artificial_21000_21000_1039469_mu_50_std_0.72_random_s14_g.mtx	21000	21000	1039469	0.2357	11.976	 	0.0112	1
artificial_21000_21000_1039469_mu_50_std_0.78_random_s14_g.mtx	21000	21000	1039469	0.2357	11.976	 	0.0111	1
artificial_21000_21000_1039475_mu_50_std_0.84_random_s14_g.mtx	21000	21000	1039475	0.2357	11.976	 	0.0112	1
artificial_21000_21000_1039552_mu_50_std_0.98_random_s14_g.mtx	21000	21000	1039552	0.2357	11.977	 	0.011	1
artificial_21000_21000_1039567_mu_50_std_1.14_random_s14_g.mtx	21000	21000	1039567	0.2357	11.977	 	0.0111	1
artificial_21000_21000_1039578_mu_50_std_1.32_random_s14_g.mtx	21000	21000	1039578	0.2357	11.977	 	0.0111	1
artificial_21000_21000_1039503_mu_50_std_1.5_random_s14_g.mtx	21000	21000	1039503	0.2357	11.976	 	0.0108	1
artificial_21000_21000_1039515_mu_50_std_1.6_random_s14_g.mtx	21000	21000	1039515	0.2357	11.976	 	0.0111	1
artificial_21000_21000_1039556_mu_50_std_2.25_random_s14_g.mtx	21000	21000	1039556	0.2357	11.977	 	0.0119	1
artificial_21000_21000_1039552_mu_50_std_2.5_random_s14_g.mtx	21000	21000	1039552	0.2357	11.977	 	0.0118	1
artificial_21000_21000_1039617_mu_50_std_3_random_s14_g.mtx	21000	21000	1039617	0.2357	11.978	 	0.0117	1
artificial_21000_21000_1039854_mu_50_std_8_random_s14_g.mtx	21000	21000	1039854	0.2358	11.98	 	0.0112	1
artificial_21000_21000_1039902_mu_50_std_13_random_s14_g.mtx	21000	21000	1039902	0.2358	11.981	 	0.0111	1
artificial_21000_21000_1039595_mu_50_std_125_random_s14_g.mtx	21000	21000	1039595	0.2357	11.977	 	0.0124	1
artificial_21000_21000_1144564_mu_55_std_0.02_random_s14_g.mtx	21000	21000	1144564	0.2595	13.179	 	0.0108	1
artificial_21000_21000_1144559_mu_55_std_0.09_random_s14_g.mtx	21000	21000	1144559	0.2595	13.179	 	0.0109	1
artificial_21000_21000_1144553_mu_55_std_0.2_random_s14_g.mtx	21000	21000	1144553	0.2595	13.178	 	0.011	1
artificial_21000_21000_1144548_mu_55_std_0.25_random_s14_g.mtx	21000	21000	1144548	0.2595	13.178	 	0.0108	1
artificial_21000_21000_1144541_mu_55_std_0.3_random_s14_g.mtx	21000	21000	1144541	0.2595	13.178	 	0.0106	1
artificial_21000_21000_1144529_mu_55_std_0.39_random_s14_g.mtx	21000	21000	1144529	0.2595	13.178	 	0.0108	1
artificial_21000_21000_1144524_mu_55_std_0.43_random_s14_g.mtx	21000	21000	1144524	0.2595	13.178	 	0.0107	1
artificial_21000_21000_1144547_mu_55_std_0.55_random_s14_g.mtx	21000	21000	1144547	0.2595	13.178	 	0.0106	1
artificial_21000_21000_1144545_mu_55_std_0.64_random_s14_g.mtx	21000	21000	1144545	0.2595	13.178	 	0.0107	1
artificial_21000_21000_1144472_mu_55_std_0.72_random_s14_g.mtx	21000	21000	1144472	0.2595	13.178	 	0.0107	1
artificial_21000_21000_1144469_mu_55_std_0.78_random_s14_g.mtx	21000	21000	1144469	0.2595	13.178	 	0.0108	1
artificial_21000_21000_1144476_mu_55_std_0.84_random_s14_g.mtx	21000	21000	1144476	0.2595	13.178	 	0.0107	1
artificial_21000_21000_1144551_mu_55_std_0.98_random_s14_g.mtx	21000	21000	1144551	0.2595	13.178	 	0.0114	1
artificial_21000_21000_1144567_mu_55_std_1.14_random_s14_g.mtx	21000	21000	1144567	0.2595	13.179	 	0.0119	1
artificial_21000_21000_1144586_mu_55_std_1.32_random_s14_g.mtx	21000	21000	1144586	0.2595	13.179	 	0.0112	1
artificial_21000_21000_1144504_mu_55_std_1.5_random_s14_g.mtx	21000	21000	1144504	0.2595	13.178	 	0.0115	1
artificial_21000_21000_1144522_mu_55_std_1.6_random_s14_g.mtx	21000	21000	1144522	0.2595	13.178	 	0.0117	1
artificial_21000_21000_1144549_mu_55_std_2.25_random_s14_g.mtx	21000	21000	1144549	0.2595	13.178	 	0.0114	1
artificial_21000_21000_1144544_mu_55_std_2.5_random_s14_g.mtx	21000	21000	1144544	0.2595	13.178	 	0.011	1
artificial_21000_21000_1144615_mu_55_std_3_random_s14_g.mtx	21000	21000	1144615	0.2595	13.179	 	0.0116	1
artificial_21000_21000_1144816_mu_55_std_8_random_s14_g.mtx	21000	21000	1144816	0.2596	13.181	 	0.0108	1
artificial_21000_21000_1144832_mu_55_std_13_random_s14_g.mtx	21000	21000	1144832	0.2596	13.182	 	0.0108	1
artificial_21000_21000_1149095_mu_55_std_125_random_s14_g.mtx	21000	21000	1149095	0.2606	13.23	 	0.0125	1
artificial_21000_21000_1354564_mu_65_std_0.02_random_s14_g.mtx	21000	21000	1354564	0.3072	15.582	 	0.0107	1
artificial_21000_21000_1354563_mu_65_std_0.09_random_s14_g.mtx	21000	21000	1354563	0.3072	15.582	 	0.0109	1
artificial_21000_21000_1354555_mu_65_std_0.2_random_s14_g.mtx	21000	21000	1354555	0.3072	15.582	 	0.0107	1
artificial_21000_21000_1354551_mu_65_std_0.25_random_s14_g.mtx	21000	21000	1354551	0.3072	15.582	 	0.0109	1
artificial_21000_21000_1354543_mu_65_std_0.3_random_s14_g.mtx	21000	21000	1354543	0.3072	15.582	 	0.0108	1
artificial_21000_21000_1354529_mu_65_std_0.39_random_s14_g.mtx	21000	21000	1354529	0.3071	15.581	 	0.0109	1
artificial_21000_21000_1354525_mu_65_std_0.43_random_s14_g.mtx	21000	21000	1354525	0.3071	15.581	 	0.0113	1
artificial_21000_21000_1354552_mu_65_std_0.55_random_s14_g.mtx	21000	21000	1354552	0.3072	15.582	 	0.0113	1
artificial_21000_21000_1354541_mu_65_std_0.64_random_s14_g.mtx	21000	21000	1354541	0.3072	15.582	 	0.0114	1
artificial_21000_21000_1354477_mu_65_std_0.72_random_s14_g.mtx	21000	21000	1354477	0.3071	15.581	 	0.0109	1
artificial_21000_21000_1354473_mu_65_std_0.78_random_s14_g.mtx	21000	21000	1354473	0.3071	15.581	 	0.0112	1
artificial_21000_21000_1354481_mu_65_std_0.84_random_s14_g.mtx	21000	21000	1354481	0.3071	15.581	 	0.011	1
artificial_21000_21000_1354548_mu_65_std_0.98_random_s14_g.mtx	21000	21000	1354548	0.3072	15.582	 	0.0109	1
artificial_21000_21000_1354566_mu_65_std_1.14_random_s14_g.mtx	21000	21000	1354566	0.3072	15.582	 	0.0108	1
artificial_21000_21000_1354582_mu_65_std_1.32_random_s14_g.mtx	21000	21000	1354582	0.3072	15.582	 	0.0109	1
artificial_21000_21000_1354510_mu_65_std_1.5_random_s14_g.mtx	21000	21000	1354510	0.3071	15.581	 	0.0109	1
artificial_21000_21000_1354524_mu_65_std_1.6_random_s14_g.mtx	21000	21000	1354524	0.3071	15.581	 	0.011	1
artificial_21000_21000_1354551_mu_65_std_2.25_random_s14_g.mtx	21000	21000	1354551	0.3072	15.582	 	0.0108	1
artificial_21000_21000_1354547_mu_65_std_2.5_random_s14_g.mtx	21000	21000	1354547	0.3072	15.582	 	0.011	1
artificial_21000_21000_1354597_mu_65_std_3_random_s14_g.mtx	21000	21000	1354597	0.3072	15.582	 	0.0109	1
artificial_21000_21000_1354849_mu_65_std_8_random_s14_g.mtx	21000	21000	1354849	0.3072	15.585	 	0.0115	1
artificial_21000_21000_1354809_mu_65_std_13_random_s14_g.mtx	21000	21000	1354809	0.3072	15.585	 	0.0111	1
artificial_21000_21000_1357654_mu_65_std_125_random_s14_g.mtx	21000	21000	1357654	0.3079	15.617	 	0.0123	1
artificial_38000_38000_740975_mu_20_std_0.02_random_s14_g.mtx	38000	38000	740975	0.0513	8.625	 	0.0196	1
artificial_38000_38000_740956_mu_20_std_0.09_random_s14_g.mtx	38000	38000	740956	0.0513	8.625	 	0.0208	1
artificial_38000_38000_740934_mu_20_std_0.2_random_s14_g.mtx	38000	38000	740934	0.0513	8.624	 	0.0202	1
artificial_38000_38000_740923_mu_20_std_0.25_random_s14_g.mtx	38000	38000	740923	0.0513	8.624	 	0.02	1
artificial_38000_38000_740910_mu_20_std_0.3_random_s14_g.mtx	38000	38000	740910	0.0513	8.624	 	0.0195	1
artificial_38000_38000_740895_mu_20_std_0.39_random_s14_g.mtx	38000	38000	740895	0.0513	8.624	 	0.0194	1
artificial_38000_38000_740910_mu_20_std_0.43_random_s14_g.mtx	38000	38000	740910	0.0513	8.624	 	0.0194	1
artificial_38000_38000_740988_mu_20_std_0.55_random_s14_g.mtx	38000	38000	740988	0.0513	8.625	 	0.0202	1
artificial_38000_38000_740954_mu_20_std_0.64_random_s14_g.mtx	38000	38000	740954	0.0513	8.625	 	0.0197	1
artificial_38000_38000_740885_mu_20_std_0.72_random_s14_g.mtx	38000	38000	740885	0.0513	8.624	 	0.0196	1
artificial_38000_38000_740861_mu_20_std_0.78_random_s14_g.mtx	38000	38000	740861	0.0513	8.623	 	0.0195	1
artificial_38000_38000_740842_mu_20_std_0.84_random_s14_g.mtx	38000	38000	740842	0.0513	8.623	 	0.0198	1
artificial_38000_38000_740985_mu_20_std_0.98_random_s14_g.mtx	38000	38000	740985	0.0513	8.625	 	0.0197	1
artificial_38000_38000_740983_mu_20_std_1.14_random_s14_g.mtx	38000	38000	740983	0.0513	8.625	 	0.0199	1
artificial_38000_38000_740987_mu_20_std_1.32_random_s14_g.mtx	38000	38000	740987	0.0513	8.625	 	0.0195	1
artificial_38000_38000_740950_mu_20_std_1.5_random_s14_g.mtx	38000	38000	740950	0.0513	8.624	 	0.0198	1
artificial_38000_38000_740902_mu_20_std_1.6_random_s14_g.mtx	38000	38000	740902	0.0513	8.624	 	0.0195	1
artificial_38000_38000_740838_mu_20_std_2.25_random_s14_g.mtx	38000	38000	740838	0.0513	8.623	 	0.0204	1
artificial_38000_38000_740834_mu_20_std_2.5_random_s14_g.mtx	38000	38000	740834	0.0513	8.623	 	0.0196	1
artificial_38000_38000_740921_mu_20_std_3_random_s14_g.mtx	38000	38000	740921	0.0513	8.624	 	0.0196	1
artificial_38000_38000_740366_mu_20_std_8_random_s14_g.mtx	38000	38000	740366	0.0513	8.618	 	0.0198	1
artificial_38000_38000_740896_mu_20_std_13_random_s14_g.mtx	38000	38000	740896	0.0513	8.624	 	0.0201	1
artificial_38000_38000_732148_mu_20_std_125_random_s14_g.mtx	38000	38000	732148	0.0507	8.524	 	0.0212	1
artificial_38000_38000_816976_mu_22_std_0.02_random_s14_g.mtx	38000	38000	816976	0.0566	9.495	 	0.0198	1
artificial_38000_38000_816960_mu_22_std_0.09_random_s14_g.mtx	38000	38000	816960	0.0566	9.494	 	0.0196	1
artificial_38000_38000_816939_mu_22_std_0.2_random_s14_g.mtx	38000	38000	816939	0.0566	9.494	 	0.02	1
artificial_38000_38000_816929_mu_22_std_0.25_random_s14_g.mtx	38000	38000	816929	0.0566	9.494	 	0.0194	1
artificial_38000_38000_816919_mu_22_std_0.3_random_s14_g.mtx	38000	38000	816919	0.0566	9.494	 	0.02	1
artificial_38000_38000_816903_mu_22_std_0.39_random_s14_g.mtx	38000	38000	816903	0.0566	9.494	 	0.02	1
artificial_38000_38000_816906_mu_22_std_0.43_random_s14_g.mtx	38000	38000	816906	0.0566	9.494	 	0.0201	1
artificial_38000_38000_816994_mu_22_std_0.55_random_s14_g.mtx	38000	38000	816994	0.0566	9.495	 	0.0198	1
artificial_38000_38000_816953_mu_22_std_0.64_random_s14_g.mtx	38000	38000	816953	0.0566	9.494	 	0.0194	1
artificial_38000_38000_816891_mu_22_std_0.72_random_s14_g.mtx	38000	38000	816891	0.0566	9.494	 	0.0198	1
artificial_38000_38000_816862_mu_22_std_0.78_random_s14_g.mtx	38000	38000	816862	0.0566	9.493	 	0.0198	1
artificial_38000_38000_816842_mu_22_std_0.84_random_s14_g.mtx	38000	38000	816842	0.0566	9.493	 	0.0199	1
artificial_38000_38000_816976_mu_22_std_0.98_random_s14_g.mtx	38000	38000	816976	0.0566	9.495	 	0.0192	1
artificial_38000_38000_816985_mu_22_std_1.14_random_s14_g.mtx	38000	38000	816985	0.0566	9.495	 	0.0197	1
artificial_38000_38000_816983_mu_22_std_1.32_random_s14_g.mtx	38000	38000	816983	0.0566	9.495	 	0.0195	1
artificial_38000_38000_816951_mu_22_std_1.5_random_s14_g.mtx	38000	38000	816951	0.0566	9.494	 	0.0205	1
artificial_38000_38000_816919_mu_22_std_1.6_random_s14_g.mtx	38000	38000	816919	0.0566	9.494	 	0.0199	1
artificial_38000_38000_816786_mu_22_std_2.25_random_s14_g.mtx	38000	38000	816786	0.0566	9.492	 	0.0199	1
artificial_38000_38000_816827_mu_22_std_2.5_random_s14_g.mtx	38000	38000	816827	0.0566	9.493	 	0.0198	1
