filename	nr_rows	nr_cols	nr_nnz	density	mem_footprint	 	time1	time2
artificial_64000_64000_26847995_mu_420_std_0.02_random_s14_g.mtx	64000	64000	26847995	0.6555	307.495	 	0.0345	1
artificial_64000_64000_26847995_mu_420_std_0.09_random_s14_g.mtx	64000	64000	26847995	0.6555	307.495	 	0.0341	1
artificial_64000_64000_26847994_mu_420_std_0.2_random_s14_g.mtx	64000	64000	26847994	0.6555	307.495	 	0.0342	1
artificial_64000_64000_26847993_mu_420_std_0.25_random_s14_g.mtx	64000	64000	26847993	0.6555	307.495	 	0.0341	1
artificial_64000_64000_26847992_mu_420_std_0.3_random_s14_g.mtx	64000	64000	26847992	0.6555	307.495	 	0.0339	1
artificial_64000_64000_26847967_mu_420_std_0.39_random_s14_g.mtx	64000	64000	26847967	0.6555	307.495	 	0.0341	1
artificial_64000_64000_26847952_mu_420_std_0.43_random_s14_g.mtx	64000	64000	26847952	0.6555	307.495	 	0.0342	1
artificial_64000_64000_26847993_mu_420_std_0.55_random_s14_g.mtx	64000	64000	26847993	0.6555	307.495	 	0.0348	1
artificial_64000_64000_26848014_mu_420_std_0.64_random_s14_g.mtx	64000	64000	26848014	0.6555	307.495	 	0.0341	1
artificial_64000_64000_26847908_mu_420_std_0.72_random_s14_g.mtx	64000	64000	26847908	0.6555	307.494	 	0.034	1
artificial_64000_64000_26847878_mu_420_std_0.78_random_s14_g.mtx	64000	64000	26847878	0.6555	307.494	 	0.0342	1
artificial_64000_64000_26847868_mu_420_std_0.84_random_s14_g.mtx	64000	64000	26847868	0.6555	307.494	 	0.0338	1
artificial_64000_64000_26848047_mu_420_std_0.98_random_s14_g.mtx	64000	64000	26848047	0.6555	307.496	 	0.0342	1
artificial_64000_64000_26848046_mu_420_std_1.14_random_s14_g.mtx	64000	64000	26848046	0.6555	307.496	 	0.0347	1
artificial_64000_64000_26848094_mu_420_std_1.32_random_s14_g.mtx	64000	64000	26848094	0.6555	307.496	 	0.0335	1
artificial_64000_64000_26847973_mu_420_std_1.5_random_s14_g.mtx	64000	64000	26847973	0.6555	307.495	 	0.0339	1
artificial_64000_64000_26847920_mu_420_std_1.6_random_s14_g.mtx	64000	64000	26847920	0.6555	307.494	 	0.0335	1
artificial_64000_64000_26847902_mu_420_std_2.25_random_s14_g.mtx	64000	64000	26847902	0.6555	307.494	 	0.0342	1
artificial_64000_64000_26847908_mu_420_std_2.5_random_s14_g.mtx	64000	64000	26847908	0.6555	307.494	 	0.0344	1
artificial_64000_64000_26848036_mu_420_std_3_random_s14_g.mtx	64000	64000	26848036	0.6555	307.496	 	0.0344	1
artificial_64000_64000_26847990_mu_420_std_8_random_s14_g.mtx	64000	64000	26847990	0.6555	307.495	 	0.0348	1
artificial_64000_64000_26847962_mu_420_std_13_random_s14_g.mtx	64000	64000	26847962	0.6555	307.495	 	0.034	1
artificial_64000_64000_26849414_mu_420_std_125_random_s14_g.mtx	64000	64000	26849414	0.6555	307.511	 	0.0344	1
artificial_68000_68000_28525953_mu_420_std_0.02_random_s14_g.mtx	68000	68000	28525953	0.6169	326.713	 	0.0357	1
artificial_68000_68000_28525953_mu_420_std_0.09_random_s14_g.mtx	68000	68000	28525953	0.6169	326.713	 	0.0375	1
artificial_68000_68000_28525952_mu_420_std_0.2_random_s14_g.mtx	68000	68000	28525952	0.6169	326.713	 	0.0356	1
artificial_68000_68000_28525951_mu_420_std_0.25_random_s14_g.mtx	68000	68000	28525951	0.6169	326.713	 	0.0359	1
artificial_68000_68000_28525947_mu_420_std_0.3_random_s14_g.mtx	68000	68000	28525947	0.6169	326.713	 	0.0364	1
artificial_68000_68000_28525915_mu_420_std_0.39_random_s14_g.mtx	68000	68000	28525915	0.6169	326.713	 	0.0366	1
artificial_68000_68000_28525903_mu_420_std_0.43_random_s14_g.mtx	68000	68000	28525903	0.6169	326.712	 	0.0365	1
artificial_68000_68000_28525927_mu_420_std_0.55_random_s14_g.mtx	68000	68000	28525927	0.6169	326.713	 	0.0361	1
artificial_68000_68000_28525943_mu_420_std_0.64_random_s14_g.mtx	68000	68000	28525943	0.6169	326.713	 	0.0363	1
artificial_68000_68000_28525833_mu_420_std_0.72_random_s14_g.mtx	68000	68000	28525833	0.6169	326.712	 	0.0364	1
